Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1973-10-10,21-311,PHO,,SEA,W (+4),0,26:00,3,7,.429,4,4,1.000,1,4,5,2,0,1,2,10,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
2,2,1973-10-12,21-313,PHO,,MIL,L (-23),0,30:00,4,19,.211,2,3,.667,7,4,11,1,1,2,2,10,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
3,3,1973-10-14,21-315,PHO,,GSW,L (-25),0,14:00,1,4,.250,0,0,,0,3,3,1,0,2,6,2,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
4,4,1973-10-20,21-321,PHO,,ATL,W (+10),0,7:00,2,2,1.000,0,0,,0,1,1,0,0,0,2,4,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
5,5,1973-10-21,21-322,PHO,@,SEA,L (-4),0,29:00,2,9,.222,6,7,.857,4,5,9,4,0,0,6,10,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
6,6,1973-10-23,21-324,PHO,@,GSW,L (-12),1,18:00,2,10,.200,0,1,.000,2,3,5,2,0,0,5,4,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
7,7,1973-10-24,21-325,PHO,,DET,L (-16),1,39:00,10,19,.526,2,3,.667,7,6,13,5,0,1,2,22,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
8,8,1973-10-26,21-327,PHO,@,KCO,L (-5),1,37:00,10,21,.476,4,7,.571,6,10,16,3,2,2,6,24,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
9,9,1973-10-27,21-328,PHO,@,MIL,L (-9),1,39:00,5,14,.357,4,8,.500,1,9,10,3,1,1,2,14,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
10,10,1973-10-30,21-331,PHO,@,ATL,L (-21),1,29:00,8,16,.500,3,4,.750,2,4,6,5,0,0,5,19,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
11,11,1973-11-02,21-334,PHO,@,DET,L (-7),1,31:00,1,5,.200,4,4,1.000,0,5,5,3,3,1,3,6,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
12,12,1973-11-04,21-336,PHO,@,CAP,L (-3),1,35:00,8,21,.381,2,3,.667,0,4,4,4,0,0,3,18,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
13,13,1973-11-07,21-339,PHO,@,PHI,L (-7),1,16:00,1,7,.143,0,0,,2,2,4,1,0,0,6,2,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
14,14,1973-11-09,21-341,PHO,@,BOS,L (-15),0,19:00,4,7,.571,1,2,.500,4,1,5,0,0,0,5,9,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
15,15,1973-11-13,21-345,PHO,,CHI,W (+8),0,17:00,2,8,.250,5,5,1.000,1,3,4,0,0,0,3,9,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
16,16,1973-11-15,21-347,PHO,,PHI,W (+22),0,23:00,3,8,.375,0,0,,1,5,6,1,1,1,6,6,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
17,17,1973-11-17,21-349,PHO,,LAL,L (-20),0,11:00,1,6,.167,0,0,,2,4,6,0,2,0,1,2,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
18,18,1973-11-20,21-352,PHO,@,BUF,L (-27),0,20:00,3,13,.231,6,6,1.000,5,3,8,1,1,1,4,12,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
19,19,1973-11-21,21-353,PHO,@,DET,L (-3),0,19:00,2,10,.200,0,0,,1,1,2,1,1,1,1,4,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
20,20,1973-11-23,21-355,PHO,@,CHI,W (+5),0,16:00,0,7,.000,1,2,.500,3,3,6,1,0,0,6,1,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
21,21,1973-11-27,21-359,PHO,@,HOU,L (-14),0,21:00,2,10,.200,2,3,.667,3,6,9,2,1,1,5,6,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
22,22,1973-11-29,21-361,PHO,,KCO,W (+20),0,35:00,13,22,.591,0,3,.000,3,7,10,2,0,0,4,26,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
23,23,1973-11-30,21-362,PHO,@,POR,W (+8),0,24:00,4,6,.667,2,4,.500,3,4,7,3,1,0,3,10,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
24,24,1973-12-01,21-363,PHO,,DET,L (-12),0,23:00,0,4,.000,2,2,1.000,2,2,4,5,0,0,4,2,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
25,25,1973-12-04,22-001,PHO,@,LAL,L (-17),0,32:00,5,12,.417,9,13,.692,3,3,6,2,1,0,5,19,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
26,26,1973-12-05,22-002,PHO,,GSW,W (+6),0,28:00,5,9,.556,5,11,.455,2,6,8,0,0,2,3,15,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
27,27,1973-12-07,22-004,PHO,,CAP,W (+22),0,19:00,2,3,.667,2,4,.500,0,10,10,2,0,0,3,6,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
28,28,1973-12-09,22-006,PHO,@,CLE,W (+11),0,16:00,0,4,.000,1,2,.500,1,1,2,1,0,0,3,1,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
29,29,1973-12-11,22-008,PHO,@,NYK,L (-8),0,21:00,1,9,.111,0,0,,3,2,5,2,0,1,1,2,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
30,30,1973-12-13,22-010,PHO,,POR,L (-11),0,20:00,3,7,.429,1,3,.333,0,5,5,2,0,1,3,7,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
31,31,1973-12-15,22-012,PHO,,BOS,W (+1),1,32:00,6,15,.400,2,2,1.000,1,2,3,0,1,1,3,14,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
32,32,1973-12-16,22-013,PHO,@,SEA,W (+4),1,29:00,4,9,.444,3,4,.750,3,12,15,3,0,1,6,11,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
33,33,1973-12-18,22-015,PHO,@,POR,L (-16),1,31:00,5,10,.500,1,5,.200,2,10,12,3,0,1,2,11,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
34,34,1973-12-19,22-016,PHO,,PHI,L (-3),1,30:00,4,9,.444,2,2,1.000,4,3,7,2,1,1,3,10,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
35,35,1973-12-22,22-019,PHO,,MIL,W (+9),1,35:00,6,12,.500,2,2,1.000,4,5,9,0,2,1,4,14,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
36,36,1973-12-25,22-022,PHO,,LAL,W (+35),1,36:00,9,16,.563,1,1,1.000,3,10,13,4,0,0,4,19,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
37,37,1973-12-27,22-024,PHO,,SEA,W (+11),1,38:00,8,18,.444,0,0,,4,7,11,4,1,0,5,16,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
38,38,1973-12-28,22-025,PHO,@,LAL,L (-12),1,36:00,1,6,.167,5,9,.556,2,8,10,1,0,0,3,7,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
39,39,1973-12-29,22-026,PHO,,BUF,L (-12),1,30:00,4,12,.333,2,2,1.000,1,8,9,4,1,0,2,10,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
40,40,1974-01-02,22-030,PHO,@,ATL,W (+3),1,26:00,4,7,.571,1,1,1.000,4,5,9,1,0,0,6,9,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
41,41,1974-01-04,22-032,PHO,@,KCO,L (-25),1,26:00,3,9,.333,0,2,.000,1,0,1,2,3,0,4,6,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
42,42,1974-01-05,22-033,PHO,@,MIL,L (-9),1,32:00,5,13,.385,2,4,.500,1,6,7,3,0,0,3,12,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
43,43,1974-01-06,22-034,PHO,@,CHI,L (-4),1,31:00,1,5,.200,1,2,.500,0,7,7,3,2,3,6,3,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
44,44,1974-01-09,22-037,PHO,,HOU,W (+4),0,23:00,4,8,.500,0,3,.000,2,9,11,1,0,0,2,8,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
45,45,1974-01-11,22-039,PHO,,KCO,L (-17),0,24:00,3,9,.333,2,2,1.000,2,3,5,3,1,1,2,8,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
46,46,1974-01-13,22-041,PHO,,SEA,L (-11),1,25:00,1,6,.167,2,2,1.000,3,2,5,2,0,0,3,4,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
47,47,1974-01-17,22-045,PHO,@,GSW,L (-7),1,19:00,1,4,.250,0,0,,1,1,2,0,0,0,4,2,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
48,48,1974-01-19,22-047,PHO,,NYK,W (+23),0,21:00,6,11,.545,3,4,.750,3,4,7,2,1,0,5,15,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
49,49,1974-01-23,22-051,PHO,,CLE,W (+7),0,20:00,4,6,.667,2,2,1.000,1,3,4,4,1,0,3,10,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
50,50,1974-01-25,22-053,PHO,,MIL,L (-4),0,24:00,2,6,.333,0,0,,2,5,7,1,2,0,4,4,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
51,51,1974-01-27,22-055,PHO,,CAP,W (+20),0,18:00,4,8,.500,2,2,1.000,2,7,9,5,1,0,4,10,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
52,52,1974-01-31,22-059,PHO,,POR,W (+12),0,16:00,2,8,.250,2,2,1.000,3,2,5,2,1,1,6,6,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
53,53,1974-02-01,22-060,PHO,@,LAL,L (-11),0,30:00,6,17,.353,0,1,.000,2,4,6,3,1,1,3,12,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
54,54,1974-02-02,22-061,PHO,,LAL,W (+7),0,34:00,5,12,.417,4,4,1.000,5,3,8,2,1,0,4,14,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
55,55,1974-02-05,22-064,PHO,@,NYK,L (-16),0,18:00,1,6,.167,0,0,,2,0,2,3,0,1,1,2,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
56,56,1974-02-06,22-065,PHO,@,CAP,L (-8),0,34:00,8,18,.444,0,1,.000,4,2,6,2,0,1,5,16,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
57,57,1974-02-08,22-067,PHO,,DET,L (-5),0,33:00,3,6,.500,4,6,.667,0,5,5,3,0,6,2,10,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
58,58,1974-02-10,22-069,PHO,,GSW,L (-16),0,28:00,4,15,.267,0,0,,1,2,3,2,1,0,3,8,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
59,59,1974-02-12,22-071,PHO,@,POR,L (-9),1,25:00,2,12,.167,0,0,,2,4,6,1,1,0,3,4,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
60,60,1974-02-14,22-073,PHO,,HOU,W (+8),1,22:00,6,12,.500,1,1,1.000,2,0,2,3,0,0,6,13,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
61,61,1974-02-16,22-075,PHO,,ATL,W (+1),1,31:00,6,10,.600,3,4,.750,5,6,11,2,4,1,6,15,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
62,62,1974-02-17,22-076,PHO,,POR,W (+12),1,33:00,10,22,.455,2,2,1.000,5,2,7,2,0,0,6,22,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
63,63,1974-02-19,22-078,PHO,@,CHI,L (-34),1,26:00,7,13,.538,1,1,1.000,3,3,6,1,0,1,5,15,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
64,64,1974-02-22,22-081,PHO,@,KCO,L (-15),1,32:00,5,13,.385,2,2,1.000,1,3,4,4,0,0,4,12,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
65,65,1974-02-23,22-082,PHO,@,DET,L (-12),1,19:00,5,9,.556,0,0,,2,3,5,2,1,0,5,10,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
66,66,1974-02-26,22-085,PHO,@,GSW,L (-20),0,3:00,0,3,.000,0,0,,0,0,0,0,0,0,1,0,1974,bantomi01,https://www.basketball-reference.com/players/b/bantomi01/gamelog/1974
