Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1978-10-13,24-059,DEN,,SAS,W (+1),0,19:00,2,6,.333,2,4,.500,1,5,6,4,0,0,0,0,6,6.8,1979,wilkebo01,https://www.basketball-reference.com/players/w/wilkebo01/gamelog/1979
2,2,1978-10-15,24-061,DEN,@,SDC,W (+4),0,12:00,1,2,.500,0,0,,1,0,1,1,0,0,2,3,2,-0.8,1979,wilkebo01,https://www.basketball-reference.com/players/w/wilkebo01/gamelog/1979
3,3,1978-10-18,24-064,DEN,,POR,W (+12),0,24:00,3,7,.429,0,0,,2,3,5,3,1,0,1,2,6,5.9,1979,wilkebo01,https://www.basketball-reference.com/players/w/wilkebo01/gamelog/1979
4,4,1978-10-20,24-066,DEN,@,NJN,W (+9),0,22:00,3,5,.600,3,4,.750,0,3,3,2,1,0,5,3,9,3.4,1979,wilkebo01,https://www.basketball-reference.com/players/w/wilkebo01/gamelog/1979
5,5,1978-10-21,24-067,DEN,@,ATL,L (-5),0,21:00,3,4,.750,0,0,,0,3,3,1,0,0,4,1,6,1.6,1979,wilkebo01,https://www.basketball-reference.com/players/w/wilkebo01/gamelog/1979
6,6,1978-10-25,24-071,DEN,,PHO,W (+4),1,35:00,7,12,.583,0,0,,1,1,2,8,1,0,3,3,14,11.8,1979,wilkebo01,https://www.basketball-reference.com/players/w/wilkebo01/gamelog/1979
7,7,1978-10-27,24-073,DEN,@,IND,L (-13),0,27:00,6,10,.600,1,2,.500,1,1,2,1,2,0,1,2,13,9.9,1979,wilkebo01,https://www.basketball-reference.com/players/w/wilkebo01/gamelog/1979
8,8,1978-10-29,24-075,DEN,,HOU,W (+13),0,17:00,6,13,.462,1,1,1.000,1,2,3,3,0,0,1,2,13,7.9,1979,wilkebo01,https://www.basketball-reference.com/players/w/wilkebo01/gamelog/1979
9,9,1978-10-31,24-077,DEN,@,LAL,L (-27),0,26:00,7,11,.636,2,2,1.000,0,4,4,3,1,0,3,0,16,12.4,1979,wilkebo01,https://www.basketball-reference.com/players/w/wilkebo01/gamelog/1979
10,10,1978-11-03,24-080,DEN,,CLE,W (+17),0,32:00,4,7,.571,0,0,,0,5,5,5,1,0,5,3,8,4.5,1979,wilkebo01,https://www.basketball-reference.com/players/w/wilkebo01/gamelog/1979
11,11,1978-11-04,24-081,DEN,@,KCK,L (-2),0,18:00,5,7,.714,2,2,1.000,0,2,2,0,2,0,0,0,12,11.7,1979,wilkebo01,https://www.basketball-reference.com/players/w/wilkebo01/gamelog/1979
12,12,1978-11-09,24-086,DEN,,NYK,W (+7),0,22:00,9,12,.750,1,2,.500,2,5,7,5,2,1,2,2,19,20.1,1979,wilkebo01,https://www.basketball-reference.com/players/w/wilkebo01/gamelog/1979
13,13,1978-11-10,24-087,DEN,@,PHO,W (+18),0,31:00,8,11,.727,0,0,,0,2,2,3,3,0,0,2,16,16.4,1979,wilkebo01,https://www.basketball-reference.com/players/w/wilkebo01/gamelog/1979
