Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1976-10-22,28-039,PHO,@,NOJ,L (-13),1,16:00,0,4,.000,0,0,,1,0,1,1,1,0,5,0,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
2,2,1976-10-23,28-040,PHO,@,HOU,L (-3),1,33:00,4,6,.667,1,2,.500,2,3,5,0,0,1,4,9,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
3,3,1976-10-27,28-044,PHO,@,SAS,L (-9),1,23:00,1,3,.333,0,0,,1,5,6,3,0,0,2,2,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
4,4,1976-10-29,28-046,PHO,@,CHI,W (+13),1,37:00,7,13,.538,3,4,.750,3,10,13,3,2,0,1,17,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
5,5,1976-10-30,28-047,PHO,@,DEN,L (-6),1,31:00,2,4,.500,1,2,.500,2,4,6,1,1,1,6,5,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
6,6,1976-11-11,28-059,PHO,,IND,W (+10),0,15:00,2,8,.250,0,0,,2,0,2,2,0,0,2,4,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
7,7,1976-11-13,28-061,PHO,,CLE,L (-13),0,25:00,4,13,.308,0,0,,3,5,8,0,0,0,3,8,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
8,8,1976-11-17,28-065,PHO,,MIL,W (+8),1,24:00,2,6,.333,5,6,.833,2,5,7,1,0,1,3,9,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
9,9,1976-11-18,28-066,PHO,@,GSW,L (-20),1,40:00,7,21,.333,2,2,1.000,12,7,19,1,0,4,3,16,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
10,10,1976-11-19,28-067,PHO,,NYN,L (-2),1,38:00,4,11,.364,3,5,.600,7,12,19,1,0,1,4,11,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
11,11,1976-11-21,28-069,PHO,,CHI,W (+5),1,23:00,1,7,.143,7,9,.778,4,2,6,0,2,0,4,9,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
12,12,1976-11-25,28-073,PHO,,WSB,W (+6),1,37:00,8,13,.615,3,4,.750,7,7,14,0,0,0,5,19,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
13,13,1976-11-27,28-075,PHO,,SEA,W (+12),1,40:00,6,11,.545,1,3,.333,2,7,9,3,2,1,3,13,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
14,14,1976-11-30,28-078,PHO,@,IND,L (-6),1,28:00,2,6,.333,1,2,.500,3,7,10,1,3,0,5,5,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
15,15,1976-12-01,28-079,PHO,@,NYN,W (+10),1,34:00,2,5,.400,3,4,.750,4,8,12,2,0,1,4,7,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
16,16,1976-12-03,28-081,PHO,,POR,L (-14),1,38:00,5,12,.417,2,3,.667,2,6,8,0,2,1,2,12,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
17,17,1976-12-05,28-083,PHO,,SAS,W (+5),1,30:00,6,12,.500,1,1,1.000,4,6,10,4,0,0,6,13,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
18,18,1976-12-08,28-086,PHO,,HOU,W (+21),1,34:00,6,10,.600,5,5,1.000,4,6,10,2,2,0,4,17,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
19,19,1976-12-10,28-088,PHO,@,BOS,W (+4),1,38:00,4,9,.444,4,5,.800,1,5,6,3,1,1,5,12,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
20,20,1976-12-11,28-089,PHO,@,NYK,L (-16),1,24:00,2,11,.182,0,1,.000,3,3,6,2,0,1,5,4,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
21,21,1976-12-12,28-090,PHO,@,ATL,W (+15),1,37:00,5,11,.455,2,2,1.000,6,7,13,4,2,0,5,12,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
22,22,1976-12-14,28-092,PHO,@,BUF,L (-9),1,30:00,5,7,.714,0,0,,0,3,3,3,0,0,5,10,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
23,23,1976-12-15,28-093,PHO,@,PHI,L (-10),1,33:00,6,15,.400,4,4,1.000,9,9,18,2,4,0,5,16,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
24,24,1976-12-17,28-095,PHO,@,LAL,L (-13),1,33:00,7,9,.778,2,2,1.000,3,3,6,1,0,0,4,16,1977,perrycu01,https://www.basketball-reference.com/players/p/perrycu01/gamelog/1977
