Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,session,player,gamelog_url
1,1,1974-10-18,26-325,DET,@,SEA,W (+5),0,16:00,0,2,.000,,,,0,0,,,,3,2,,0,,2,0,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
2,2,1974-10-19,26-326,DET,@,POR,W (+23),0,27:00,6,11,.545,,,,0,0,,2,3,5,4,4,1,,4,12,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
3,3,1974-10-23,26-330,DET,@,PHO,L (-10),0,6:00,0,2,.000,,,,2,2,1.000,0,0,0,0,1,0,,1,2,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
4,4,1974-10-26,26-333,DET,@,GSW,L (-1),0,37:00,2,8,.250,,,,3,9,.333,1,0,1,0,5,1,,4,7,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
5,5,1974-11-10,26-348,DET,,BUF,L (-7),0,19:00,4,7,.571,,,,3,4,.750,,,7,2,,,,6,11,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
6,6,1974-11-13,26-351,DET,,MIL,W (+7),0,39:00,2,7,.286,,,,1,1,1.000,,,5,4,5,0,,3,5,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
7,7,1974-11-15,26-353,DET,,SEA,W (+14),1,22:00,4,8,.500,,,,2,2,1.000,,,2,2,,,,4,10,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
8,8,1974-11-16,26-354,DET,@,HOU,L (-20),1,,3,8,.375,,,,0,0,,,,6,,,,,3,6,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
9,9,1974-11-17,26-355,DET,@,NOJ,W (+14),1,,1,6,.167,,,,0,0,,,,8,1,,,,4,2,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
10,10,1974-11-19,26-357,DET,@,KCO,L (-10),,,3,9,.333,,,,4,6,.667,,,16,0,,,,4,10,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
11,11,1974-11-20,26-358,DET,,PHO,L (-8),1,19:00,2,6,.333,,,,2,2,1.000,1,2,3,1,0,1,,2,6,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
12,12,1974-11-23,26-361,DET,,GSW,L (-12),1,18:00,1,5,.200,,,,0,0,,1,2,3,2,0,1,,4,2,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
13,13,1974-11-26,26-364,DET,@,NYK,W (+11),,35:00,5,8,.625,,,,0,0,,,,6,1,,,,5,10,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
14,14,1974-12-04,27-007,DET,,HOU,W (+17),,,4,,,,,,2,2,1.000,,,,,,,,,10,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
15,15,1974-12-06,27-009,DET,,CLE,W (+26),1,36:00,8,9,.889,,,,3,4,.750,0,9,9,2,0,0,,4,19,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
16,16,1974-12-07,27-010,DET,@,WSB,L (-5),,37:00,1,4,.250,,,,2,2,1.000,,,10,0,,,,3,4,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
17,17,1974-12-08,27-011,DET,,KCO,L (-4),,,1,6,.167,,,,1,4,.250,,,8,1,,,,5,3,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
18,18,1974-12-10,27-013,DET,@,MIL,L (-8),1,38:00,1,5,.200,,,,1,6,.167,,,7,1,4,0,,6,3,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
19,19,1974-12-11,27-014,DET,,WSB,W (+14),,18:00,0,1,.000,,,,0,0,,,,2,2,,,,3,0,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
20,20,1974-12-13,27-016,DET,@,KCO,L (-4),1,,1,6,.167,,,,1,1,1.000,,,4,0,,,,3,3,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
21,21,1974-12-14,27-017,DET,,PHI,W (+7),1,,6,,,,,,1,6,.167,,,,,,,,,13,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
22,22,1974-12-18,27-021,DET,,SEA,L (-3),1,12:00,0,2,.000,,,,1,2,.500,,,1,0,,,,1,1,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
23,23,1974-12-20,27-023,DET,@,LAL,W (+1),1,36:00,5,7,.714,,,,0,2,.000,4,2,6,1,1,1,,5,10,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
24,24,1974-12-21,27-024,DET,@,POR,L (-11),1,26:00,2,3,.667,,,,0,0,,0,3,3,1,3,0,,5,4,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
25,25,1974-12-22,27-025,DET,@,SEA,L (-18),1,20:00,0,3,.000,,,,0,0,,,,2,1,,,,3,0,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
26,26,1974-12-26,27-029,DET,,NYK,W (+1),,35:00,4,7,.571,,,,0,0,,,,5,0,,,,2,8,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
