Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,session,player,gamelog_url
1,1,1951-11-03,26-116,MLH,,NYK,L (-2),,,0,,,3,3,1.000,,,2,3,1952,osheake01,https://www.basketball-reference.com/players/o/osheake01/gamelog/1952
2,2,1951-11-06,26-119,MLH,,FTW,W (+3),,,2,,,4,7,.571,,,4,8,1952,osheake01,https://www.basketball-reference.com/players/o/osheake01/gamelog/1952
3,3,1951-11-11,26-124,MLH,@,FTW,L (-15),,,1,,,2,2,1.000,,,2,4,1952,osheake01,https://www.basketball-reference.com/players/o/osheake01/gamelog/1952
4,4,1951-11-13,26-126,MLH,,ROC,L (-16),,,3,,,6,6,1.000,,,6,12,1952,osheake01,https://www.basketball-reference.com/players/o/osheake01/gamelog/1952
5,5,1951-11-16,26-129,MLH,@,INO,W (+10),,,3,,,3,5,.600,,,0,9,1952,osheake01,https://www.basketball-reference.com/players/o/osheake01/gamelog/1952
6,6,1951-11-17,26-130,MLH,,INO,L (-10),,,5,,,4,5,.800,,,5,14,1952,osheake01,https://www.basketball-reference.com/players/o/osheake01/gamelog/1952
7,7,1951-11-19,26-132,MLH,@,BLB,L (-1),,,6,,,2,2,1.000,,,5,14,1952,osheake01,https://www.basketball-reference.com/players/o/osheake01/gamelog/1952
8,8,1951-11-20,26-133,MLH,@,PHW,L (-16),,,5,16,.313,2,2,1.000,4,3,2,12,1952,osheake01,https://www.basketball-reference.com/players/o/osheake01/gamelog/1952
9,9,1951-11-22,26-135,MLH,@,BOS,L (-31),,44:00,4,16,.250,1,2,.500,,5,3,9,1952,osheake01,https://www.basketball-reference.com/players/o/osheake01/gamelog/1952
10,10,1951-11-24,26-137,MLH,,MNL,L (-13),,,2,,,3,3,1.000,,,0,7,1952,osheake01,https://www.basketball-reference.com/players/o/osheake01/gamelog/1952
11,11,1951-11-25,26-138,MLH,,ROC,W (+2),,,1,,,4,9,.444,,,3,6,1952,osheake01,https://www.basketball-reference.com/players/o/osheake01/gamelog/1952
12,12,1951-11-27,26-140,MLH,@,ROC,L (-4),,,1,,,0,0,,,,4,2,1952,osheake01,https://www.basketball-reference.com/players/o/osheake01/gamelog/1952
13,13,1951-11-29,26-142,MLH,,BLB,L (-13),,,3,,,1,1,1.000,,,6,7,1952,osheake01,https://www.basketball-reference.com/players/o/osheake01/gamelog/1952
14,14,1951-12-01,26-144,MLH,@,ROC,L (-5),,,3,,,1,1,1.000,,,3,7,1952,osheake01,https://www.basketball-reference.com/players/o/osheake01/gamelog/1952
15,15,1951-12-02,26-145,MLH,,INO,L (-9),,,0,,,0,1,.000,,,2,0,1952,osheake01,https://www.basketball-reference.com/players/o/osheake01/gamelog/1952
16,16,1951-12-06,26-149,MLH,,SYR,W (+3),,,1,,,7,9,.778,,,2,9,1952,osheake01,https://www.basketball-reference.com/players/o/osheake01/gamelog/1952
