Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,session,player,gamelog_url
1,1,1949-11-03,22-232,FTW,,NYK,W (+15),,,3,,,2,5,.400,,,,8,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
2,2,1949-11-06,22-235,FTW,,CHS,W (+17),,,4,,,4,5,.800,,,,12,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
3,3,1949-11-10,22-239,FTW,,WAT,W (+30),,,3,,,3,4,.750,,,,9,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
4,4,1949-11-12,22-241,FTW,@,BLB,L (-7),,,6,,,5,9,.556,,,,17,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
5,5,1949-11-13,22-242,FTW,,DNN,W (+19),,,2,,,2,2,1.000,,,,6,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
6,6,1949-11-16,22-245,FTW,@,CHS,L (-13),,,4,,,3,5,.600,,,,11,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
7,7,1949-11-19,22-248,FTW,@,TRI,W (+3),,,3,,,4,5,.800,,,,10,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
8,8,1949-11-20,22-249,FTW,,BOS,W (+10),,,6,,,3,5,.600,,,,15,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
9,9,1949-11-24,22-253,FTW,@,BOS,W (+14),,,7,,,2,3,.667,,,,16,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
10,10,1949-11-26,22-255,FTW,@,WSC,L (-17),,,2,,,2,5,.400,,,,6,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
11,11,1949-11-27,22-256,FTW,,NYK,L (-5),,,2,,,0,2,.000,,,,4,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
12,12,1949-11-30,22-259,FTW,@,WAT,L (-24),,,2,,,3,5,.600,,,,7,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
13,13,1949-12-01,22-260,FTW,,PHW,W (+4),,,1,,,2,5,.400,,,,4,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
14,14,1949-12-08,22-267,FTW,,MNL,W (+21),,,2,,,0,0,,,,2,4,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
15,15,1949-12-10,22-269,FTW,@,WSC,L (-6),,,0,,,1,1,1.000,,,,1,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
16,16,1949-12-11,22-270,FTW,,INO,W (+16),,,1,,,4,4,1.000,,,,6,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
17,17,1949-12-25,22-284,FTW,@,MNL,L (-14),,,0,5,.000,0,0,,,2,2,0,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
18,18,1949-12-26,22-285,FTW,,CHS,W (+2),,,1,,,0,0,,,,,2,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
19,19,1949-12-28,22-287,FTW,,TRI,W (+6),,,2,,,0,0,,,,,4,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
20,20,1949-12-29,22-288,FTW,@,ROC,L (-18),,,4,,,2,3,.667,,,1,10,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
21,21,1949-12-30,22-289,FTW,@,BOS,L (-19),,,3,,,0,0,,,,,6,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
22,22,1949-12-31,22-290,FTW,@,PHW,W (+3),,,2,10,.200,2,3,.667,,1,3,6,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
23,23,1950-01-01,22-291,FTW,,BOS,W (+8),,,3,,,2,5,.400,,,2,8,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
24,24,1950-01-04,22-294,FTW,@,MNL,L (-16),,,4,12,.333,3,4,.750,,1,5,11,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
25,25,1950-01-05,22-295,FTW,,STB,W (+4),,,3,,,6,6,1.000,,,,12,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
26,26,1950-01-07,22-297,FTW,@,NYK,W (+8),,,3,9,.333,3,5,.600,,1,6,9,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
27,27,1950-01-08,22-298,FTW,,SHE,W (+14),,,3,,,1,3,.333,,,6,7,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
28,28,1950-01-12,22-302,FTW,,SYR,L (-2),,,2,,,3,4,.750,,,,7,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
29,29,1950-01-15,22-305,FTW,,PHW,W (+14),,,8,,,1,3,.333,,,5,17,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
30,30,1950-01-18,22-308,FTW,@,SHE,W (+1),,,3,7,.429,3,5,.600,,1,6,9,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
31,31,1950-01-19,22-309,FTW,@,STB,L (-10),,,4,,,0,0,,,,,8,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
32,32,1950-01-21,22-311,FTW,@,INO,L (-18),,,2,,,3,4,.750,,,,7,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
33,33,1950-01-22,22-312,FTW,,WSC,W (+12),,,1,,,0,0,,,,,2,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
34,34,1950-01-24,22-314,FTW,@,PHW,L (-13),,,2,4,.500,4,5,.800,,1,5,8,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
35,35,1950-01-25,22-315,FTW,@,NYK,L (-30),,,1,4,.250,5,7,.714,,1,3,7,1950,harribo01,https://www.basketball-reference.com/players/h/harribo01/gamelog/1950
