Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,session,player,gamelog_url
1,1,1964-10-30,22-364,DET,,BOS,L (-16),,,0,,,0,0,,,,,0,1965,caldwjo01,https://www.basketball-reference.com/players/c/caldwjo01/gamelog/1965
2,2,1964-10-31,22-365,DET,@,STL,L (-8),,4:00,1,5,.200,0,0,,0,0,0,2,1965,caldwjo01,https://www.basketball-reference.com/players/c/caldwjo01/gamelog/1965
3,3,1964-11-01,23-000,DET,@,CIN,L (-13),,,0,4,.000,1,1,1.000,1,0,4,1,1965,caldwjo01,https://www.basketball-reference.com/players/c/caldwjo01/gamelog/1965
4,4,1964-11-04,23-003,DET,,BAL,L (-13),,,1,,,0,1,.000,,,,2,1965,caldwjo01,https://www.basketball-reference.com/players/c/caldwjo01/gamelog/1965
5,5,1964-11-07,23-006,DET,@,BOS,L (-17),,31:00,11,21,.524,9,11,.818,7,2,2,31,1965,caldwjo01,https://www.basketball-reference.com/players/c/caldwjo01/gamelog/1965
6,6,1964-11-10,23-009,DET,,BAL,W (+2),,,3,11,.273,1,7,.143,6,3,0,7,1965,caldwjo01,https://www.basketball-reference.com/players/c/caldwjo01/gamelog/1965
7,7,1964-11-12,23-011,DET,,SFW,W (+22),,17:00,7,10,.700,2,3,.667,7,1,3,16,1965,caldwjo01,https://www.basketball-reference.com/players/c/caldwjo01/gamelog/1965
8,8,1964-11-15,23-014,DET,,LAL,L (-6),,,3,,,4,6,.667,,,,10,1965,caldwjo01,https://www.basketball-reference.com/players/c/caldwjo01/gamelog/1965
9,9,1964-11-18,23-017,DET,,PHI,W (+13),,8:00,1,3,.333,1,1,1.000,3,0,2,3,1965,caldwjo01,https://www.basketball-reference.com/players/c/caldwjo01/gamelog/1965
10,10,1964-11-20,23-019,DET,@,BAL,W (+1),,,0,,,0,0,,,,,0,1965,caldwjo01,https://www.basketball-reference.com/players/c/caldwjo01/gamelog/1965
