Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1973-10-09,25-153,HOU,@,BUF,L (-2),1,47:00,15,25,.600,1,2,.500,,,3,10,,,3,31,1974,murphca01,https://www.basketball-reference.com/players/m/murphca01/gamelog/1974
2,2,1973-10-10,25-154,HOU,@,PHI,W (+16),,33:00,8,14,.571,0,0,,,,5,9,,,6,16,1974,murphca01,https://www.basketball-reference.com/players/m/murphca01/gamelog/1974
3,3,1973-10-12,25-156,HOU,@,CLE,W (+7),1,40:00,6,13,.462,0,0,,0,2,2,14,0,0,4,12,1974,murphca01,https://www.basketball-reference.com/players/m/murphca01/gamelog/1974
4,4,1973-10-13,25-157,HOU,@,NYK,W (+1),,30:00,7,12,.583,2,3,.667,,,5,1,,,3,16,1974,murphca01,https://www.basketball-reference.com/players/m/murphca01/gamelog/1974
5,5,1973-10-16,25-160,HOU,,PHI,L (-5),,,6,14,.429,6,6,1.000,,,3,,,,5,18,1974,murphca01,https://www.basketball-reference.com/players/m/murphca01/gamelog/1974
6,6,1973-10-20,25-164,HOU,,DET,L (-3),,,5,9,.556,3,3,1.000,,,2,8,,,2,13,1974,murphca01,https://www.basketball-reference.com/players/m/murphca01/gamelog/1974
7,7,1973-10-23,25-167,HOU,,LAL,L (-9),1,30:00,6,12,.500,6,8,.750,,,1,5,,,6,18,1974,murphca01,https://www.basketball-reference.com/players/m/murphca01/gamelog/1974
8,8,1973-10-24,25-168,HOU,@,BOS,W (+15),,39:00,11,14,.786,6,8,.750,0,0,0,3,,,4,28,1974,murphca01,https://www.basketball-reference.com/players/m/murphca01/gamelog/1974
9,9,1973-10-26,25-170,HOU,@,CHI,L (-8),1,,15,23,.652,2,2,1.000,,,2,3,,,4,32,1974,murphca01,https://www.basketball-reference.com/players/m/murphca01/gamelog/1974
10,10,1973-10-27,25-171,HOU,,CHI,L (-10),1,,3,10,.300,4,4,1.000,0,0,0,3,,,5,10,1974,murphca01,https://www.basketball-reference.com/players/m/murphca01/gamelog/1974
11,11,1973-10-31,25-175,HOU,,NYK,L (-11),,37:00,8,14,.571,3,3,1.000,,,2,3,,,3,19,1974,murphca01,https://www.basketball-reference.com/players/m/murphca01/gamelog/1974
12,12,1973-11-02,25-177,HOU,,ATL,L (-2),,,9,16,.563,1,2,.500,,,3,5,,,4,19,1974,murphca01,https://www.basketball-reference.com/players/m/murphca01/gamelog/1974
13,13,1973-11-04,25-179,HOU,@,LAL,L (-13),0,20:00,3,13,.231,0,0,,0,1,1,6,0,,4,6,1974,murphca01,https://www.basketball-reference.com/players/m/murphca01/gamelog/1974
