Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1976-10-22,26-098,CLE,,CHI,W (+11),0,9:00,2,2,1.000,0,0,,0,2,2,0,1,1,0,4,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
2,2,1976-10-24,26-100,CLE,,LAL,W (+5),0,4:00,1,3,.333,0,0,,0,0,0,0,0,0,0,2,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
3,3,1976-10-28,26-104,CLE,,NYK,W (+24),0,6:00,3,5,.600,2,2,1.000,2,0,2,0,0,0,1,8,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
4,4,1976-10-31,26-107,CLE,,NOJ,W (+14),0,15:00,3,5,.600,2,2,1.000,1,2,3,0,1,0,1,8,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
5,5,1976-11-01,26-108,CLE,@,NYN,W (+7),0,12:00,1,5,.200,2,3,.667,0,2,2,0,0,0,0,4,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
6,6,1976-11-04,26-111,CLE,,MIL,W (+8),0,1:00,0,2,.000,0,0,,0,0,0,0,1,0,0,0,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
7,7,1976-11-06,26-113,CLE,,NYN,W (+8),0,6:00,0,2,.000,2,2,1.000,0,0,0,0,0,0,1,2,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
8,8,1976-11-07,26-114,CLE,@,ATL,L (-10),0,11:00,1,3,.333,0,0,,1,0,1,1,0,1,4,2,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
9,9,1976-11-09,26-116,CLE,@,MIL,W (+21),0,8:00,4,6,.667,0,0,,0,0,0,0,0,0,1,8,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
10,10,1976-11-10,26-117,CLE,@,DET,L (-11),0,20:00,5,11,.455,2,3,.667,1,2,3,2,1,1,3,12,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
11,11,1976-11-13,26-120,CLE,@,PHO,W (+13),0,8:00,1,3,.333,2,2,1.000,0,2,2,1,1,0,3,4,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
12,12,1976-11-14,26-121,CLE,@,LAL,W (+2),0,8:00,1,4,.250,0,0,,0,1,1,0,0,0,0,2,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
13,13,1976-11-17,26-124,CLE,@,SEA,L (-14),0,11:00,1,6,.167,0,0,,0,1,1,0,0,0,1,2,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
14,14,1976-11-21,26-128,CLE,@,NOJ,L (-5),0,9:00,2,3,.667,0,1,.000,0,0,0,1,1,0,0,4,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
15,15,1976-11-26,26-133,CLE,@,BOS,W (+16),0,2:00,1,1,1.000,0,0,,0,0,0,0,0,0,1,2,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
16,16,1976-11-27,26-134,CLE,,PHI,W (+7),0,9:00,0,3,.000,0,0,,0,2,2,1,1,0,2,0,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
17,17,1976-12-03,26-140,CLE,@,IND,L (-3),0,1:00,0,0,,0,0,,0,0,0,0,0,0,0,0,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
18,18,1976-12-05,26-142,CLE,@,POR,L (-4),0,1:00,0,0,,0,0,,0,0,0,0,0,0,0,0,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
19,19,1976-12-07,26-144,CLE,@,GSW,L (-16),0,7:00,3,5,.600,2,2,1.000,0,1,1,0,0,0,2,8,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
20,20,1976-12-09,26-146,CLE,@,DEN,L (-10),0,4:00,1,1,1.000,0,0,,0,1,1,0,0,0,1,2,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
21,21,1976-12-11,26-148,CLE,,ATL,L (-1),0,2:00,0,0,,0,0,,0,1,1,0,0,0,1,0,1977,garrero01,https://www.basketball-reference.com/players/g/garrero01/gamelog/1977
