Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,session,player,gamelog_url
1,1,1973-10-12,23-138,PHO,,MIL,L (-23),0,5:00,1,3,0.333,,,,0,0,,1,1,2,0,0,0,,0,2,1974,reavejo01,https://www.basketball-reference.com/players/r/reavejo01/gamelog/1974
2,2,1973-10-14,23-140,PHO,,GSW,L (-25),0,4:00,1,1,1.0,,,,0,0,,0,2,2,0,0,0,,0,2,1974,reavejo01,https://www.basketball-reference.com/players/r/reavejo01/gamelog/1974
3,3,1973-10-24,23-150,PHO,,DET,L (-16),0,7:00,0,0,,,,,1,2,0.5,0,2,2,1,0,0,,0,1,1974,reavejo01,https://www.basketball-reference.com/players/r/reavejo01/gamelog/1974
4,4,1973-10-30,23-156,PHO,@,ATL,L (-21),0,9:00,1,2,0.5,,,,2,2,1.0,0,0,0,0,0,1,,3,4,1974,reavejo01,https://www.basketball-reference.com/players/r/reavejo01/gamelog/1974
5,5,1973-11-15,23-172,PHO,,PHI,W (+22),0,3:00,0,1,0.0,,,,1,5,0.2,0,0,0,0,0,0,,2,1,1974,reavejo01,https://www.basketball-reference.com/players/r/reavejo01/gamelog/1974
6,6,1973-11-17,23-174,PHO,,LAL,L (-20),0,4:00,2,2,1.0,,,,0,0,,1,0,1,0,0,1,,0,4,1974,reavejo01,https://www.basketball-reference.com/players/r/reavejo01/gamelog/1974
7,7,1973-11-20,23-177,PHO,@,BUF,L (-27),0,6:00,1,2,0.5,,,,0,2,0.0,0,1,1,0,0,0,,1,2,1974,reavejo01,https://www.basketball-reference.com/players/r/reavejo01/gamelog/1974
