Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-19,28-308,BOS,@,SAS,L (-5),1,26:00,8,17,.471,1,3,.333,,,2,6,0,0,,6,17,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
2,2,1977-10-22,28-311,BOS,@,HOU,L (-12),1,34:00,2,9,.222,4,4,1.000,,,3,7,,0,,5,8,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
3,3,1977-10-24,28-313,BOS,@,DET,L (-15),1,32:00,6,16,.375,4,4,1.000,,,5,3,,,,2,16,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
4,4,1977-10-25,28-314,BOS,,ATL,W (+7),1,27:00,3,11,.273,3,4,.750,,,4,4,,,,3,9,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
5,5,1977-10-28,28-317,BOS,@,NJN,L (-7),1,43:00,8,17,.471,6,9,.667,,,6,6,,,,5,22,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
6,6,1977-10-29,28-318,BOS,@,CLE,L (-5),1,23:00,3,8,.375,2,2,1.000,0,3,3,3,1,0,1,4,8,5.0,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
7,7,1977-11-02,28-322,BOS,,CLE,L (-3),1,32:00,4,15,.267,4,7,.571,,,2,4,,0,,2,12,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
8,8,1977-11-04,28-324,BOS,,DEN,L (-2),1,42:00,11,22,.500,7,11,.636,2,2,4,1,3,0,2,2,29,19.3,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
9,9,1977-11-09,28-329,BOS,,SAS,L (-15),1,34:00,6,13,.462,4,6,.667,,,3,1,3,0,,5,16,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
10,10,1977-11-11,28-331,BOS,,BUF,W (+6),1,40:00,10,19,.526,2,5,.400,,,6,8,,,,6,22,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
11,11,1977-11-13,28-333,BOS,@,MIL,W (+8),0,36:00,5,19,.263,2,2,1.000,,,4,7,,0,,1,12,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
12,12,1977-11-16,28-336,BOS,,ATL,W (+26),1,32:00,5,12,.417,0,0,,,,3,7,,,,,10,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
13,13,1977-11-18,28-338,BOS,,PHI,L (-9),1,33:00,8,15,.533,0,0,,,,1,4,,,,5,16,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
14,14,1977-11-19,28-339,BOS,@,BUF,L (-4),1,41:00,7,17,.412,2,2,1.000,,,1,3,,,,5,16,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
15,15,1977-11-23,28-343,BOS,,HOU,W (+9),1,40:00,7,13,.538,2,4,.500,,,3,5,,,,0,16,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
16,16,1977-11-25,28-345,BOS,,NYK,W (+2),1,44:00,9,22,.409,5,6,.833,,,4,5,,,,1,23,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
17,17,1977-11-26,28-346,BOS,@,KCK,L (-2),1,40:00,9,15,.600,2,3,.667,0,0,0,7,,,,3,20,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
18,18,1977-11-29,28-349,BOS,@,ATL,L (-7),1,45:00,13,18,.722,3,5,.600,,,2,4,,,,4,29,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
19,19,1977-12-02,28-352,BOS,,SEA,L (-22),1,32:00,6,14,.429,0,0,,1,3,4,2,,0,,2,12,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
20,20,1977-12-03,28-353,BOS,@,WSB,L (-10),0,25:00,6,14,.429,1,3,.333,,,2,3,,,,3,13,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
21,21,1977-12-06,28-356,BOS,@,NYK,L (-3),0,41:00,8,23,.348,5,9,.556,,,7,9,,,,2,21,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
22,22,1977-12-07,28-357,BOS,,KCK,W (+4),1,30:00,8,16,.500,0,0,,0,0,0,4,1,1,,4,16,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
23,23,1977-12-09,28-359,BOS,,POR,L (-31),1,32:00,3,10,.300,3,3,1.000,0,4,4,2,1,0,2,3,9,3.6,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
24,24,1977-12-13,28-363,BOS,,NJN,W (+14),1,40:00,9,20,.450,5,6,.833,,,5,3,,,,0,23,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
25,25,1977-12-16,29-001,BOS,,GSW,W (+5),1,43:00,14,23,.609,2,2,1.000,1,5,6,8,3,0,5,4,30,23.7,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
26,26,1977-12-18,29-003,BOS,@,LAL,L (-7),1,44:00,6,21,.286,1,2,.500,1,2,3,9,1,0,4,5,13,2.9,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
27,27,1977-12-20,29-005,BOS,@,POR,L (-5),1,40:00,8,21,.381,7,8,.875,1,4,5,8,2,0,4,3,23,15.4,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
28,28,1977-12-21,29-006,BOS,@,GSW,L (-5),1,30:00,2,14,.143,4,4,1.000,1,1,2,4,2,1,5,5,8,-1.5,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
29,29,1977-12-22,29-007,BOS,@,SEA,L (-33),1,28:00,5,11,.455,0,0,,0,1,1,2,,,,3,10,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
30,30,1977-12-23,29-008,BOS,@,PHO,L (-19),1,36:00,6,11,.545,2,2,1.000,0,4,4,3,0,0,9,3,14,1.8,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
31,31,1977-12-26,29-011,BOS,@,DET,L (-22),1,17:00,5,9,.556,1,1,1.000,,,2,1,,,,0,11,,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
32,32,1977-12-27,29-012,LAL,@,GSW,W (+41),0,29:00,5,10,.500,2,2,1.000,0,3,3,9,1,1,3,4,12,11.3,1978,scottch01,https://www.basketball-reference.com/players/s/scottch01/gamelog/1978
