Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1978-10-15,23-091,POR,,CHI,L (-11),0,21:00,3,6,.500,2,2,1.000,1,1,2,0,0,0,4,2,8,1.2,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
2,2,1978-10-17,23-093,POR,,KCK,W (+3),0,25:00,3,4,.750,3,3,1.000,0,0,0,4,1,0,1,1,9,9.8,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
3,3,1978-10-18,23-094,POR,@,DEN,L (-12),1,41:00,13,19,.684,4,4,1.000,1,2,3,0,1,1,2,1,30,22.5,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
4,4,1978-10-20,23-096,POR,@,GSW,L (-3),1,42:00,10,17,.588,4,5,.800,1,2,3,4,3,1,3,3,24,19.3,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
5,5,1978-10-22,23-098,POR,,PHO,L (-8),1,40:00,6,12,.500,0,0,,2,4,6,2,4,2,3,3,12,11.2,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
6,6,1978-10-24,23-100,POR,,WSB,W (+2),1,36:00,3,11,.273,1,3,.333,3,3,6,1,1,1,1,2,7,3.3,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
7,7,1978-10-28,23-104,POR,,MIL,W (+11),0,23:00,3,6,.500,1,2,.500,0,5,5,1,1,1,2,0,7,5.5,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
8,8,1978-10-31,23-107,POR,,DET,W (+16),0,26:00,4,12,.333,2,4,.500,1,0,1,6,1,0,3,2,10,4.5,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
9,9,1978-11-03,23-110,POR,,SDC,W (+21),0,25:00,8,14,.571,2,2,1.000,3,0,3,1,1,1,0,4,18,14.3,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
10,10,1978-11-05,23-112,POR,,NYK,W (+15),0,15:00,1,3,.333,0,0,,0,0,0,0,0,3,1,3,2,0.2,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
11,11,1978-11-07,23-114,POR,@,WSB,L (-40),0,31:00,6,13,.462,0,0,,0,4,4,2,0,2,2,1,12,6.9,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
12,12,1978-11-10,23-117,POR,@,NJN,L (-5),0,16:00,3,5,.600,0,2,.000,2,3,5,0,0,2,1,2,6,4.8,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
13,13,1978-11-12,23-119,POR,,CLE,W (+7),0,22:00,3,6,.500,2,3,.667,2,4,6,1,1,3,3,3,8,6.8,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
14,14,1978-11-14,23-121,POR,,NOJ,W (+20),0,21:00,5,11,.455,1,1,1.000,2,1,3,1,3,0,1,4,11,8.1,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
15,15,1978-11-18,23-125,POR,,IND,W (+12),0,16:00,0,6,.000,2,5,.400,0,2,2,0,0,0,0,0,2,-2.8,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
16,16,1978-11-19,23-126,POR,@,SEA,L (-3),0,26:00,6,15,.400,0,0,,1,3,4,1,1,0,2,1,12,4.8,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
17,17,1978-11-21,23-128,POR,@,MIL,L (-30),0,29:00,8,13,.615,9,11,.818,3,0,3,1,1,1,3,2,25,19.0,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
18,18,1978-11-22,23-129,POR,@,KCK,L (-19),1,31:00,3,5,.600,0,0,,0,2,2,0,1,0,4,6,6,-1.1,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
19,19,1978-11-24,23-131,POR,,CHI,L (-1),1,37:00,6,16,.375,2,3,.667,5,3,8,4,2,1,2,3,14,11.5,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
20,20,1978-11-25,23-132,POR,,HOU,W (+22),1,32:00,4,7,.571,2,2,1.000,0,2,2,2,0,1,0,4,10,7.8,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
21,21,1978-11-28,23-135,POR,,BOS,W (+5),0,28:00,4,7,.571,4,4,1.000,2,2,4,3,3,3,1,1,12,16.5,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
22,22,1978-11-30,23-137,POR,@,CLE,W (+1),0,39:00,8,12,.667,4,4,1.000,1,1,2,3,1,1,1,2,20,17.8,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
23,23,1978-12-02,23-139,POR,@,NYK,L (-34),0,28:00,1,8,.125,0,0,,1,3,4,0,0,1,1,0,2,-1.9,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
24,24,1978-12-06,23-143,POR,@,IND,L (-6),0,22:00,5,9,.556,1,2,.500,0,2,2,2,0,0,2,2,11,5.5,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
25,25,1978-12-08,23-145,POR,@,CHI,L (-1),0,17:00,0,1,.000,0,0,,0,0,0,1,1,0,2,2,0,-1.8,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
26,26,1978-12-09,23-146,POR,@,HOU,L (-6),0,18:00,2,6,.333,2,2,1.000,2,1,3,1,0,0,1,3,6,2.8,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
27,27,1978-12-12,23-149,POR,,LAL,W (+2),0,34:00,10,18,.556,4,4,1.000,2,2,4,0,2,3,3,1,24,18.1,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
28,28,1978-12-15,23-152,POR,@,DEN,W (+3),0,20:00,4,8,.500,4,4,1.000,2,0,2,3,1,0,0,1,12,12.1,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
29,29,1978-12-17,23-154,POR,,DEN,W (+13),0,24:00,1,3,.333,5,6,.833,0,3,3,2,1,0,3,4,7,3.6,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
30,30,1978-12-23,23-160,POR,,WSB,W (+5),0,18:00,2,3,.667,0,0,,0,1,1,1,0,2,4,3,4,-0.1,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
31,31,1978-12-25,23-162,POR,,GSW,W (+13),0,32:00,10,14,.714,3,4,.750,2,2,4,3,4,1,2,3,23,22.4,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
32,32,1978-12-28,23-165,POR,@,PHO,L (-2),0,17:00,0,3,.000,2,2,1.000,0,4,4,0,0,0,4,2,2,-3.7,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
33,33,1978-12-29,23-166,POR,@,LAL,L (-23),1,35:00,7,19,.368,2,2,1.000,4,0,4,1,0,2,1,2,16,8.6,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
34,34,1979-01-02,23-170,POR,,SEA,L (-1),1,29:00,5,8,.625,0,0,,2,3,5,1,2,5,1,4,10,12.3,1979,brewero01,https://www.basketball-reference.com/players/b/brewero01/gamelog/1979
