Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,session,player,gamelog_url
1,1,1969-10-24,23-114,BOS,,ATL,L (-12),,5:00,0,1.0,0.0,,,,0,0,,,,3.0,1.0,,2,0,1970,niemari01,https://www.basketball-reference.com/players/n/niemari01/gamelog/1970
2,2,1969-10-28,23-118,BOS,@,MIL,W (+13),,1:00,0,0.0,,,,,0,0,,,,0.0,0.0,,2,0,1970,niemari01,https://www.basketball-reference.com/players/n/niemari01/gamelog/1970
3,3,1969-11-01,23-122,BOS,@,PHI,W (+8),,1:00,0,0.0,,,,,0,0,,,,0.0,0.0,,2,0,1970,niemari01,https://www.basketball-reference.com/players/n/niemari01/gamelog/1970
4,4,1969-11-05,23-126,BOS,@,ATL,L (-7),,3:00,1,2.0,0.5,,,,0,0,,,,1.0,0.0,,1,2,1970,niemari01,https://www.basketball-reference.com/players/n/niemari01/gamelog/1970
5,5,1969-11-11,23-132,BOS,,MIL,L (-11),,5:00,1,2.0,0.5,,,,2,2,1.0,,,2.0,1.0,,3,4,1970,niemari01,https://www.basketball-reference.com/players/n/niemari01/gamelog/1970
6,6,1969-11-15,23-136,BOS,@,NYK,L (-15),,,0,,,,,,0,0,,,,,,,0,0,1970,niemari01,https://www.basketball-reference.com/players/n/niemari01/gamelog/1970
