Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-20,27-171,NOJ,,CLE,L (-3),0,21:00,3,9,.333,2,2,1.000,0,4,4,3,0,0,1,2,8,4.4,1978,willina01,https://www.basketball-reference.com/players/w/willina01/gamelog/1978
2,2,1977-10-22,27-173,NOJ,@,PHI,W (+1),0,2:00,0,1,.000,0,0,,,,1,0,,,,1,0,,1978,willina01,https://www.basketball-reference.com/players/w/willina01/gamelog/1978
3,3,1977-10-26,27-177,NOJ,,NYK,W (+17),0,6:00,0,4,.000,2,2,1.000,0,0,0,0,,,,2,2,,1978,willina01,https://www.basketball-reference.com/players/w/willina01/gamelog/1978
4,4,1977-11-02,27-184,NOJ,@,KCK,L (-2),0,8:00,0,0,,2,2,1.000,,,2,0,0,0,,1,2,,1978,willina01,https://www.basketball-reference.com/players/w/willina01/gamelog/1978
5,5,1977-11-09,27-191,NOJ,@,DEN,L (-3),0,11:00,2,4,.500,0,0,,0,1,1,3,2,0,1,0,4,5.4,1978,willina01,https://www.basketball-reference.com/players/w/willina01/gamelog/1978
6,6,1977-11-10,27-192,NOJ,@,PHO,L (-16),0,12:00,3,8,.375,0,0,,0,2,2,0,0,1,1,1,6,1.5,1978,willina01,https://www.basketball-reference.com/players/w/willina01/gamelog/1978
7,7,1977-11-11,27-193,NOJ,@,LAL,L (-16),0,9:00,1,5,.200,1,2,.500,2,1,3,1,0,0,0,1,3,1.5,1978,willina01,https://www.basketball-reference.com/players/w/willina01/gamelog/1978
8,8,1977-11-13,27-195,NOJ,@,SEA,L (-34),0,13:00,5,11,.455,0,0,,0,0,0,0,0,1,,2,10,,1978,willina01,https://www.basketball-reference.com/players/w/willina01/gamelog/1978
9,9,1977-11-15,27-197,NOJ,@,NYK,L (-3),0,17:00,8,10,.800,0,0,,,,3,2,,,,3,16,,1978,willina01,https://www.basketball-reference.com/players/w/willina01/gamelog/1978
10,10,1977-11-17,27-199,NOJ,,SEA,W (+11),0,24:00,10,17,.588,3,4,.750,3,7,10,2,,,,2,23,,1978,willina01,https://www.basketball-reference.com/players/w/willina01/gamelog/1978
