Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-19,34-099,SEA,@,GSW,L (-32),1,37:00,2,7,.286,3,4,.750,3,8,11,3,5,0,2,3,7,10.9,1978,silaspa01,https://www.basketball-reference.com/players/s/silaspa01/gamelog/1978
2,2,1977-10-21,34-101,SEA,,POR,L (-7),1,38:00,5,9,.556,1,2,.500,2,4,6,0,1,0,2,2,11,7.1,1978,silaspa01,https://www.basketball-reference.com/players/s/silaspa01/gamelog/1978
3,3,1977-10-23,34-103,SEA,,SAS,L (-18),1,33:00,5,11,.455,4,6,.667,1,4,5,1,3,0,2,4,14,9.5,1978,silaspa01,https://www.basketball-reference.com/players/s/silaspa01/gamelog/1978
4,4,1977-10-25,34-105,SEA,@,PHO,L (-7),1,33:00,3,6,.500,2,4,.500,1,9,10,5,0,1,2,2,8,9.0,1978,silaspa01,https://www.basketball-reference.com/players/s/silaspa01/gamelog/1978
5,5,1977-10-26,34-106,SEA,,BUF,W (+5),1,38:00,2,8,.250,1,1,1.000,5,3,8,2,,,,5,5,,1978,silaspa01,https://www.basketball-reference.com/players/s/silaspa01/gamelog/1978
6,6,1977-10-29,34-109,SEA,@,CHI,L (-4),1,32:00,1,5,.200,2,3,.667,2,7,9,5,2,0,3,2,4,5.7,1978,silaspa01,https://www.basketball-reference.com/players/s/silaspa01/gamelog/1978
7,7,1977-10-30,34-110,SEA,@,MIL,L (-13),1,21:00,0,5,.000,0,0,,3,3,6,6,2,1,,2,0,,1978,silaspa01,https://www.basketball-reference.com/players/s/silaspa01/gamelog/1978
8,8,1977-11-01,34-112,SEA,@,ATL,L (-3),1,31:00,4,9,.444,7,8,.875,2,8,10,0,0,,,0,15,,1978,silaspa01,https://www.basketball-reference.com/players/s/silaspa01/gamelog/1978
9,9,1977-11-02,34-113,SEA,@,IND,W (+2),1,41:00,7,15,.467,3,4,.750,10,7,17,3,2,,,3,17,,1978,silaspa01,https://www.basketball-reference.com/players/s/silaspa01/gamelog/1978
10,10,1977-11-04,34-115,SEA,,NYK,L (-3),1,41:00,1,7,.143,1,2,.500,2,5,7,3,0,,,2,3,,1978,silaspa01,https://www.basketball-reference.com/players/s/silaspa01/gamelog/1978
