Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-18,33-099,LAL,@,MIL,L (-5),0,32:00,7,16,.438,1,1,1.000,1,1,2,4,0,0,2,4,15,6.8,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
2,2,1977-10-19,33-100,LAL,@,IND,W (+13),0,16:00,5,8,.625,6,6,1.000,0,0,0,2,1,0,5,2,16,9.0,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
3,3,1977-10-21,33-102,LAL,@,DEN,L (-5),0,28:00,5,9,.556,6,9,.667,0,2,2,1,1,0,1,1,16,11.4,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
4,4,1977-10-23,33-104,LAL,,PHO,L (-3),0,22:00,5,12,.417,2,2,1.000,1,0,1,6,0,0,2,2,12,7.7,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
5,5,1977-10-25,33-106,LAL,,SAS,W (+2),0,16:00,6,12,.500,2,5,.400,0,1,1,1,2,0,2,2,14,7.0,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
6,6,1977-10-28,33-109,LAL,@,ATL,L (-7),0,15:00,4,10,.400,2,2,1.000,1,0,1,0,0,0,0,1,10,4.9,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
7,7,1977-10-29,33-110,LAL,@,SAS,L (-11),0,32:00,8,17,.471,2,2,1.000,1,0,1,5,0,0,1,4,18,10.9,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
8,8,1977-11-02,33-114,LAL,@,NJN,W (+5),0,25:00,4,9,.444,2,2,1.000,0,0,0,2,0,0,2,2,10,3.9,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
9,9,1977-11-04,33-116,LAL,,IND,W (+12),0,15:00,7,11,.636,0,0,,0,2,2,2,0,0,2,0,14,9.1,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
10,10,1977-11-06,33-118,LAL,,NYK,L (-4),0,14:00,3,8,.375,1,2,.500,0,1,1,0,0,0,3,0,7,-0.5,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
11,11,1977-11-11,33-123,LAL,,NOJ,W (+16),0,25:00,12,28,.429,0,2,.000,2,0,2,2,3,0,1,0,24,13.2,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
12,12,1977-11-13,33-125,LAL,,GSW,W (+2),0,25:00,6,17,.353,1,2,.500,2,2,4,1,0,0,3,1,13,2.4,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
13,13,1977-11-15,33-127,LAL,,CLE,L (-7),0,33:00,7,16,.438,0,0,,1,1,2,3,0,0,3,2,14,4.9,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
14,14,1977-11-18,33-130,LAL,,DET,W (+33),0,21:00,6,16,.375,3,7,.429,0,0,0,1,1,1,,3,15,,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
15,15,1977-11-20,33-132,LAL,,CHI,L (-22),0,25:00,5,13,.385,2,2,1.000,2,2,4,1,0,0,4,3,12,2.4,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
16,16,1977-11-22,33-134,LAL,@,PHO,L (-11),0,13:00,3,4,.750,0,2,.000,0,1,1,0,0,0,0,0,6,3.9,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
17,17,1977-11-23,33-135,LAL,@,SEA,L (-24),0,23:00,7,14,.500,0,0,,1,0,1,3,2,0,4,3,14,6.6,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
18,18,1977-11-25,33-137,LAL,,NJN,W (+12),0,29:00,8,14,.571,2,3,.667,,,6,6,,,,2,18,,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
19,19,1977-11-27,33-139,LAL,,POR,L (-7),0,14:00,2,5,.400,1,2,.500,0,2,2,0,1,0,1,2,5,1.7,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
20,20,1977-11-29,33-141,LAL,@,CLE,L (-17),0,17:00,2,6,.333,0,0,,0,0,0,1,0,0,2,2,4,-1.5,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
21,21,1977-11-30,33-142,LAL,@,DET,L (-6),0,14:00,1,3,.333,2,2,1.000,0,1,1,1,1,0,2,1,4,1.9,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
22,22,1977-12-04,33-146,LAL,,DEN,L (-2),0,13:00,2,6,.333,1,1,1.000,1,1,2,4,1,0,1,2,5,4.6,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
23,23,1977-12-06,33-148,LAL,,MIL,W (+1),0,32:00,8,15,.533,5,5,1.000,4,1,5,5,2,2,3,5,21,18.7,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
24,24,1977-12-09,33-151,LAL,,HOU,L (-11),0,29:00,5,7,.714,3,5,.600,1,0,1,1,0,0,0,3,13,9.5,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
25,25,1977-12-11,33-153,LAL,,BUF,W (+5),0,41:00,8,16,.500,5,5,1.000,0,1,1,1,1,0,4,3,21,9.8,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
26,26,1977-12-13,33-155,LAL,@,NOJ,L (-23),1,38:00,9,22,.409,3,5,.600,2,1,3,2,3,1,2,3,21,12.0,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
27,27,1977-12-14,33-156,LAL,@,HOU,W (+22),1,41:00,11,17,.647,1,1,1.000,1,1,2,4,0,0,1,1,23,17.9,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
28,28,1977-12-16,33-158,LAL,,SEA,L (-8),1,26:00,6,14,.429,0,0,,2,3,5,2,0,0,2,1,12,5.9,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
29,29,1977-12-18,33-160,LAL,,BOS,W (+7),1,43:00,2,11,.182,4,4,1.000,2,4,6,4,4,0,1,2,8,8.7,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
30,30,1977-12-20,33-162,LAL,,WSB,W (+5),1,34:00,5,8,.625,4,4,1.000,0,3,3,2,1,1,2,4,14,10.8,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
31,31,1977-12-23,33-165,LAL,@,POR,L (-10),1,37:00,6,15,.400,0,0,,5,2,7,1,3,0,3,3,12,7.5,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
32,32,1977-12-25,33-167,LAL,@,SEA,W (+15),1,41:00,7,18,.389,5,6,.833,1,2,3,4,1,0,4,2,19,9.1,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
33,33,1977-12-27,33-169,LAL,@,GSW,W (+41),1,23:00,3,9,.333,2,2,1.000,0,4,4,5,2,0,1,2,8,7.8,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
34,34,1977-12-30,33-172,LAL,,KCK,W (+10),1,35:00,3,10,.300,5,5,1.000,0,3,3,3,2,0,4,5,11,4.2,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
35,35,1978-01-03,33-176,LAL,@,NYK,W (+3),1,35:00,9,14,.643,8,8,1.000,3,2,5,1,1,0,1,0,26,23.2,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
36,36,1978-01-04,33-177,LAL,@,BUF,L (-1),1,35:00,4,10,.400,1,1,1.000,0,2,2,6,1,0,,5,9,,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
37,37,1978-01-06,33-179,LAL,@,PHI,L (-13),1,27:00,5,11,.455,0,0,,0,3,3,2,1,0,2,2,10,4.8,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
38,38,1978-01-08,33-181,LAL,@,IND,L (-1),1,34:00,8,14,.571,1,2,.500,2,0,2,2,2,0,1,4,17,12.2,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
39,39,1978-01-10,33-183,LAL,@,CHI,L (-4),0,30:00,6,8,.750,1,2,.500,0,0,0,0,1,1,2,1,13,8.7,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
40,40,1978-01-11,33-184,LAL,@,KCK,L (-8),0,26:00,3,10,.300,1,1,1.000,1,0,1,4,0,0,3,5,7,-0.3,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
41,41,1978-01-14,33-187,LAL,@,DEN,L (-11),0,20:00,4,7,.571,1,1,1.000,0,3,3,0,2,0,0,0,9,8.6,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
42,42,1978-01-17,33-190,LAL,,NYK,W (+13),0,15:00,4,8,.500,2,2,1.000,3,5,8,4,0,0,2,1,10,10.0,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
43,43,1978-01-20,33-193,LAL,,WSB,W (+22),0,20:00,6,12,.500,0,1,.000,2,0,2,0,1,0,2,2,12,5.2,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
44,44,1978-01-22,33-195,LAL,,HOU,W (+5),0,23:00,3,8,.375,0,0,,1,4,5,1,1,0,2,3,6,2.0,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
45,45,1978-01-24,33-197,LAL,,PHI,W (+15),0,25:00,5,6,.833,0,0,,0,2,2,0,0,0,2,4,10,4.8,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
46,46,1978-01-27,33-200,LAL,,MIL,W (+17),1,43:00,14,23,.609,1,2,.500,5,1,6,7,2,0,1,3,29,26.6,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
47,47,1978-01-29,33-202,LAL,@,WSB,L (-7),0,17:00,3,9,.333,0,0,,0,0,0,0,,0,,1,6,,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
48,48,1978-01-31,33-204,LAL,@,CLE,W (+9),0,19:00,3,4,.750,2,4,.500,1,0,1,1,1,1,0,3,8,7.5,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
49,49,1978-02-01,33-205,LAL,@,BOS,L (-3),0,27:00,5,10,.500,2,5,.400,1,0,1,2,1,0,0,0,12,8.9,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
50,50,1978-02-03,33-207,LAL,@,NJN,W (+6),0,33:00,5,12,.417,2,2,1.000,1,1,2,1,1,0,2,4,12,4.7,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
51,51,1978-02-07,33-211,LAL,@,BUF,W (+27),1,34:00,11,19,.579,5,7,.714,0,2,2,3,1,0,,4,27,,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
52,52,1978-02-08,33-212,LAL,@,DET,W (+10),1,37:00,11,19,.579,3,3,1.000,0,2,2,5,1,0,0,2,25,20.4,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
53,53,1978-02-10,33-214,LAL,,GSW,W (+28),1,26:00,8,10,.800,0,0,,0,2,2,2,1,1,3,1,16,12.5,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
54,54,1978-02-12,33-216,LAL,,ATL,L (-13),1,31:00,3,13,.231,3,4,.750,5,2,7,3,4,0,1,4,9,8.3,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
55,55,1978-02-14,33-218,LAL,,SAS,W (+14),1,27:00,8,16,.500,3,4,.750,0,0,0,3,2,0,2,4,19,11.1,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
56,56,1978-02-17,33-221,LAL,,BOS,W (+8),1,35:00,8,16,.500,1,1,1.000,2,2,4,3,2,0,3,2,17,11.3,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
57,57,1978-02-19,33-223,LAL,@,GSW,W (+22),1,17:00,1,5,.200,0,0,,0,2,2,0,2,0,5,3,2,-4.7,1978,hudsolo01,https://www.basketball-reference.com/players/h/hudsolo01/gamelog/1978
