Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-19,25-189,SEA,@,GSW,L (-32),0,3:00,1,1,1.000,1,2,.500,0,0,0,0,0,0,1,0,3,1.3,1978,webstma01,https://www.basketball-reference.com/players/w/webstma01/gamelog/1978
2,2,1977-10-21,25-191,SEA,,POR,L (-7),0,28:00,4,7,.571,0,2,.000,1,5,6,1,1,1,1,6,8,5.1,1978,webstma01,https://www.basketball-reference.com/players/w/webstma01/gamelog/1978
3,3,1977-10-23,25-193,SEA,,SAS,L (-18),0,26:00,4,7,.571,0,0,,2,5,7,5,0,2,3,0,8,9.5,1978,webstma01,https://www.basketball-reference.com/players/w/webstma01/gamelog/1978
4,4,1977-10-25,25-195,SEA,@,PHO,L (-7),1,32:00,6,11,.545,5,7,.714,2,9,11,2,0,3,3,6,17,13.1,1978,webstma01,https://www.basketball-reference.com/players/w/webstma01/gamelog/1978
5,5,1977-10-26,25-196,SEA,,BUF,W (+5),1,41:00,3,11,.273,8,11,.727,2,13,15,2,0,2,,6,14,,1978,webstma01,https://www.basketball-reference.com/players/w/webstma01/gamelog/1978
6,6,1977-10-29,25-199,SEA,@,CHI,L (-4),1,24:00,1,5,.200,2,4,.500,2,8,10,2,0,3,2,4,4,3.8,1978,webstma01,https://www.basketball-reference.com/players/w/webstma01/gamelog/1978
7,7,1977-10-30,25-200,SEA,@,MIL,L (-13),1,32:00,6,11,.545,3,9,.333,4,11,15,2,0,0,,3,15,,1978,webstma01,https://www.basketball-reference.com/players/w/webstma01/gamelog/1978
8,8,1977-11-01,25-202,SEA,@,ATL,L (-3),1,37:00,6,13,.462,3,3,1.000,7,22,29,0,0,,,1,15,,1978,webstma01,https://www.basketball-reference.com/players/w/webstma01/gamelog/1978
9,9,1977-11-02,25-203,SEA,@,IND,W (+2),1,39:00,7,13,.538,4,7,.571,10,14,24,2,0,,,3,18,,1978,webstma01,https://www.basketball-reference.com/players/w/webstma01/gamelog/1978
10,10,1977-11-04,25-205,SEA,,NYK,L (-3),1,36:00,8,10,.800,2,5,.400,3,11,14,2,0,,,5,18,,1978,webstma01,https://www.basketball-reference.com/players/w/webstma01/gamelog/1978
11,11,1977-11-05,25-206,SEA,@,POR,L (-22),1,45:00,10,16,.625,3,4,.750,5,14,19,0,1,4,2,5,23,22.9,1978,webstma01,https://www.basketball-reference.com/players/w/webstma01/gamelog/1978
12,12,1977-11-06,25-207,SEA,,KCK,L (-16),1,47:00,1,7,.143,4,7,.571,4,12,16,8,0,2,,2,6,,1978,webstma01,https://www.basketball-reference.com/players/w/webstma01/gamelog/1978
13,13,1977-11-11,25-212,SEA,,IND,W (+6),1,34:00,8,11,.727,3,4,.750,4,8,12,2,,,,3,19,,1978,webstma01,https://www.basketball-reference.com/players/w/webstma01/gamelog/1978
14,14,1977-11-13,25-214,SEA,,NOJ,W (+34),1,32:00,8,11,.727,4,10,.400,3,4,7,4,0,1,,1,20,,1978,webstma01,https://www.basketball-reference.com/players/w/webstma01/gamelog/1978
15,15,1977-11-15,25-216,SEA,@,WSB,L (-2),1,37:00,2,11,.182,6,9,.667,5,8,13,3,,0,,5,10,,1978,webstma01,https://www.basketball-reference.com/players/w/webstma01/gamelog/1978
16,16,1977-11-16,25-217,SEA,@,PHI,L (-5),1,38:00,6,12,.500,5,6,.833,11,8,19,3,,,,3,17,,1978,webstma01,https://www.basketball-reference.com/players/w/webstma01/gamelog/1978
17,17,1977-11-17,25-218,SEA,@,NOJ,L (-11),1,28:00,3,8,.375,0,2,.000,6,4,10,3,,,,1,6,,1978,webstma01,https://www.basketball-reference.com/players/w/webstma01/gamelog/1978
18,18,1977-11-20,25-221,SEA,,CLE,L (-7),1,32:00,7,10,.700,0,2,.000,2,4,6,2,0,1,4,2,14,8.9,1978,webstma01,https://www.basketball-reference.com/players/w/webstma01/gamelog/1978
19,19,1977-11-23,25-224,SEA,,LAL,W (+24),1,40:00,5,12,.417,8,9,.889,6,12,18,2,0,1,3,2,18,17.3,1978,webstma01,https://www.basketball-reference.com/players/w/webstma01/gamelog/1978
