Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-22,26-027,NYK,,WSB,W (+26),0,28:00,8,14,.571,4,4,1.000,,,9,8,,,,1,20,,1978,mcadobo01,https://www.basketball-reference.com/players/m/mcadobo01/gamelog/1978
2,2,1977-10-25,26-030,NYK,,CLE,L (-5),1,39:00,9,25,.360,11,16,.688,3,8,11,2,4,2,5,3,29,18.2,1978,mcadobo01,https://www.basketball-reference.com/players/m/mcadobo01/gamelog/1978
3,3,1977-10-26,26-031,NYK,@,NOJ,L (-17),1,19:00,3,7,.429,6,8,.750,,,4,1,,,,4,12,,1978,mcadobo01,https://www.basketball-reference.com/players/m/mcadobo01/gamelog/1978
4,4,1977-10-29,26-034,NYK,,DET,W (+7),1,40:00,16,27,.593,5,6,.833,,,15,5,,,,5,37,,1978,mcadobo01,https://www.basketball-reference.com/players/m/mcadobo01/gamelog/1978
5,5,1977-11-01,26-037,NYK,@,POR,L (-9),1,38:00,7,20,.350,11,11,1.000,3,6,9,6,0,1,2,3,25,19.4,1978,mcadobo01,https://www.basketball-reference.com/players/m/mcadobo01/gamelog/1978
6,6,1977-11-04,26-040,NYK,@,SEA,W (+3),1,38:00,7,16,.438,5,11,.455,3,10,13,3,2,,,2,19,,1978,mcadobo01,https://www.basketball-reference.com/players/m/mcadobo01/gamelog/1978
7,7,1977-11-06,26-042,NYK,@,LAL,W (+4),1,36:00,8,17,.471,2,2,1.000,2,14,16,3,1,1,5,3,18,12.5,1978,mcadobo01,https://www.basketball-reference.com/players/m/mcadobo01/gamelog/1978
8,8,1977-11-08,26-044,NYK,,SAS,W (+6),1,33:00,15,20,.750,3,5,.600,,,13,4,3,1,1,3,33,,1978,mcadobo01,https://www.basketball-reference.com/players/m/mcadobo01/gamelog/1978
9,9,1977-11-09,26-045,NYK,@,BUF,L (-11),1,33:00,9,15,.600,0,0,,,,8,2,,,,6,18,,1978,mcadobo01,https://www.basketball-reference.com/players/m/mcadobo01/gamelog/1978
10,10,1977-11-11,26-047,NYK,@,PHI,L (-8),1,31:00,7,17,.412,1,1,1.000,,,8,3,,,,4,15,,1978,mcadobo01,https://www.basketball-reference.com/players/m/mcadobo01/gamelog/1978
11,11,1977-11-12,26-048,NYK,,NJN,W (+11),1,33:00,3,8,.375,6,9,.667,,,11,3,,,,2,12,,1978,mcadobo01,https://www.basketball-reference.com/players/m/mcadobo01/gamelog/1978
