Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1976-10-22,25-018,WSB,,LAL,L (-19),1,36:00,8,17,.471,10,11,.909,,,11,0,,,5,26,1977,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1977
2,2,1976-10-23,25-019,WSB,@,DET,W (+1),1,28:00,5,10,.500,1,2,.500,,,10,1,,,2,11,1977,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1977
3,3,1976-10-27,25-023,WSB,@,NYN,L (-3),1,40:00,6,18,.333,7,9,.778,,,15,1,,,3,19,1977,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1977
4,4,1976-10-29,25-025,WSB,@,NOJ,L (-18),1,34:00,5,13,.385,6,8,.750,,,15,1,,,4,16,1977,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1977
5,5,1976-10-30,25-026,WSB,@,HOU,L (-13),1,38:00,5,11,.455,3,6,.500,,,13,1,,2,1,13,1977,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1977
6,6,1976-11-03,25-030,WSB,,MIL,W (+12),1,45:00,10,20,.500,4,6,.667,,,14,3,1,0,3,24,1977,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1977
7,7,1976-11-05,25-032,WSB,@,BOS,W (+3),1,20:00,2,4,.500,0,0,,,,3,1,,,3,4,1977,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1977
8,8,1976-11-06,25-033,WSB,,BOS,W (+6),1,18:00,2,10,.200,0,2,.000,,,4,1,,,1,4,1977,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1977
9,9,1976-11-09,25-036,WSB,@,NYK,L (-9),1,30:00,9,13,.692,0,0,,,,7,0,,,3,18,1977,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1977
10,10,1976-11-10,25-037,WSB,,NOJ,W (+13),1,36:00,10,16,.625,3,4,.750,,,13,0,,,3,23,1977,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1977
11,11,1976-11-12,25-039,WSB,@,PHI,L (-39),1,34:00,9,15,.600,2,2,1.000,,,6,1,,,4,20,1977,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1977
12,12,1976-11-13,25-040,WSB,,PHI,L (-5),1,48:00,10,19,.526,5,5,1.000,,,9,2,,,3,25,1977,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1977
13,13,1976-11-17,25-044,WSB,,NYK,W (+14),1,45:00,11,22,.500,5,9,.556,,,20,3,,,1,27,1977,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1977
14,14,1976-11-20,25-047,WSB,,SAS,W (+6),1,42:00,9,17,.529,2,4,.500,,,10,1,0,0,2,20,1977,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1977
15,15,1976-11-23,25-050,WSB,@,DEN,L (-21),1,27:00,5,13,.385,3,4,.750,1,4,5,0,0,0,4,13,1977,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1977
16,16,1976-11-25,25-052,WSB,@,PHO,L (-6),1,23:00,2,5,.400,0,0,,2,2,4,1,0,0,3,4,1977,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1977
