Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1978-11-28,23-196,DET,@,LAL,W (+2),0,9:00,3,5,.600,1,2,.500,6,1,7,0,1,0,1,3,7,7.6,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
2,2,1978-11-30,23-198,DET,@,PHO,L (-10),0,3:00,2,5,.400,0,0,,0,1,1,1,1,0,0,1,4,2.9,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
3,3,1978-12-01,23-199,DET,@,DEN,L (-5),0,8:00,1,3,.333,2,2,1.000,3,0,3,1,1,0,1,0,4,5.1,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
4,4,1978-12-02,23-200,DET,@,SDC,W (+7),0,10:00,2,5,.400,0,0,,,,6,0,0,0,0,1,4,,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
5,5,1978-12-05,23-203,DET,,BOS,L (-2),0,6:00,1,3,.333,2,2,1.000,0,0,0,1,2,0,0,1,4,4.6,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
6,6,1978-12-07,23-205,DET,,CLE,W (+16),0,10:00,1,1,1.000,1,2,.500,0,1,1,0,1,0,0,1,3,3.2,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
7,7,1978-12-08,23-206,DET,@,IND,L (-7),0,20:00,4,9,.444,0,0,,,,3,1,,,,5,8,,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
8,8,1978-12-09,23-207,DET,@,KCK,L (-24),0,15:00,2,7,.286,2,2,1.000,,,6,0,0,0,,3,6,,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
9,9,1978-12-12,23-210,DET,@,CLE,L (-17),0,12:00,3,6,.500,0,0,,4,3,7,0,1,0,1,3,6,5.5,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
10,10,1978-12-15,23-213,DET,,WSB,L (-2),0,6:00,1,2,.500,0,0,,0,0,0,0,,,,2,2,,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
11,11,1978-12-26,23-224,DET,@,MIL,L (-59),0,12:00,5,9,.556,0,0,,,,5,0,2,0,,4,10,,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
12,12,1978-12-27,23-225,DET,,HOU,W (+12),0,4:00,1,2,.500,0,0,,0,0,0,0,,,,0,2,,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
13,13,1978-12-30,23-228,DET,@,HOU,L (-11),0,2:00,0,1,.000,0,0,,0,0,0,0,0,0,,0,0,,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
14,14,1979-01-02,23-231,DET,@,SDC,L (-18),0,8:00,0,2,.000,0,0,,,,2,0,0,0,0,0,0,,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
15,15,1979-01-11,23-240,DET,,POR,W (+3),0,2:00,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
16,16,1979-01-16,23-245,DET,@,NYK,L (-1),0,1:00,0,0,,0,0,,0,0,0,0,,,,1,0,,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
17,17,1979-01-17,23-246,DET,@,NJN,L (-7),0,3:00,0,2,.000,0,0,,0,0,0,0,,,,0,0,,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
18,18,1979-01-18,23-247,DET,,PHO,L (-10),0,1:00,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
19,19,1979-01-20,23-249,DET,,KCK,W (+12),0,5:00,1,3,.333,0,0,,,,1,0,0,0,,1,2,,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
20,20,1979-01-25,23-254,DET,,LAL,W (+35),0,4:00,2,3,.667,0,0,,0,0,0,2,2,0,0,0,4,6.1,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
21,21,1979-01-31,23-260,DET,,NYK,L (-22),0,1:00,0,0,,0,0,,0,0,0,0,,,,0,0,,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
22,22,1979-02-02,23-262,DET,@,KCK,L (-16),0,1:00,0,0,,0,0,,0,0,0,0,0,0,,0,0,,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
23,23,1979-02-06,23-266,DET,@,HOU,L (-5),0,1:00,0,0,,0,0,,,,0,0,0,0,,0,0,,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
24,24,1979-02-07,23-267,DET,@,PHI,L (-11),0,7:00,0,3,.000,1,2,.500,,,1,0,,,,2,1,,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
25,25,1979-02-10,23-270,DET,,NOJ,L (-2),0,3:00,1,3,.333,0,0,,,,1,0,,,,0,2,,1979,hollies01,https://www.basketball-reference.com/players/h/hollies01/gamelog/1979
