Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1975-10-24,26-008,DET,@,NOJ,L (-8),1,30:00,6,11,.545,1,1,1.000,,,4,5,,,6,13,1976,mengejo01,https://www.basketball-reference.com/players/m/mengejo01/gamelog/1976
2,2,1975-10-25,26-009,DET,@,ATL,W (+6),1,13:00,2,4,.500,1,1,1.000,0,0,0,1,,,3,5,1976,mengejo01,https://www.basketball-reference.com/players/m/mengejo01/gamelog/1976
3,3,1975-10-29,26-013,DET,,LAL,W (+13),0,11:00,0,4,.000,2,3,.667,,,2,0,,0,0,2,1976,mengejo01,https://www.basketball-reference.com/players/m/mengejo01/gamelog/1976
4,4,1975-10-31,26-015,DET,,HOU,W (+4),0,10:00,3,6,.500,2,3,.667,,,1,0,,,1,8,1976,mengejo01,https://www.basketball-reference.com/players/m/mengejo01/gamelog/1976
5,5,1975-11-01,26-016,DET,@,BUF,L (-4),0,12:00,4,7,.571,1,1,1.000,0,0,0,0,,,0,9,1976,mengejo01,https://www.basketball-reference.com/players/m/mengejo01/gamelog/1976
6,6,1975-11-04,26-019,DET,@,MIL,L (-2),0,5:00,0,2,.000,0,0,,0,0,0,0,,0,0,0,1976,mengejo01,https://www.basketball-reference.com/players/m/mengejo01/gamelog/1976
7,7,1975-11-05,26-020,DET,,SEA,W (+17),1,26:00,8,14,.571,5,5,1.000,,,5,3,1,1,2,21,1976,mengejo01,https://www.basketball-reference.com/players/m/mengejo01/gamelog/1976
8,8,1975-11-07,26-022,DET,@,CHI,W (+2),1,28:00,7,13,.538,7,9,.778,0,2,2,0,1,0,2,21,1976,mengejo01,https://www.basketball-reference.com/players/m/mengejo01/gamelog/1976
9,9,1975-11-08,26-023,DET,,BOS,L (-14),1,25:00,6,15,.400,1,2,.500,,,5,4,,,2,13,1976,mengejo01,https://www.basketball-reference.com/players/m/mengejo01/gamelog/1976
10,10,1975-11-12,26-027,DET,,ATL,L (-3),1,19:00,3,8,.375,5,5,1.000,,,1,0,,,3,11,1976,mengejo01,https://www.basketball-reference.com/players/m/mengejo01/gamelog/1976
11,11,1975-11-15,26-030,DET,,MIL,W (+12),1,8:00,2,5,.400,0,0,,,,1,1,0,0,1,4,1976,mengejo01,https://www.basketball-reference.com/players/m/mengejo01/gamelog/1976
