Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,session,player,gamelog_url
1,1,1970-10-15,28-090,PHO,,BOS,W (+19),1,44:00,9,22,.409,5,8,.625,9,6,0,23,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
2,2,1970-10-17,28-092,PHO,,DET,L (-3),1,41:00,9,17,.529,8,8,1.000,17,6,4,26,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
3,3,1970-10-20,28-095,PHO,@,SDR,L (-1),1,42:00,7,22,.318,7,9,.778,11,8,4,21,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
4,4,1970-10-21,28-096,PHO,@,SEA,L (-4),1,44:00,10,22,.455,5,6,.833,13,4,2,25,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
5,5,1970-10-23,28-098,PHO,,CLE,W (+4),1,45:00,10,16,.625,7,9,.778,7,6,3,27,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
6,6,1970-10-25,28-100,PHO,,SDR,W (+19),1,39:00,4,14,.286,2,4,.500,7,6,2,10,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
7,7,1970-10-28,28-103,PHO,,CHI,L (-13),1,42:00,9,16,.563,8,9,.889,5,7,3,26,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
8,8,1970-10-30,28-105,PHO,@,BOS,L (-15),1,39:00,7,20,.350,5,5,1.000,9,5,3,19,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
9,9,1970-10-31,28-106,PHO,@,BAL,L (-3),1,34:00,4,13,.308,6,10,.600,5,2,0,14,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
10,10,1970-11-02,28-108,PHO,,BUF,W (+8),1,37:00,9,19,.474,11,13,.846,11,4,4,29,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
11,11,1970-11-04,28-110,PHO,@,CIN,W (+18),1,40:00,6,15,.400,13,14,.929,11,9,2,25,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
12,12,1970-11-06,28-112,PHO,@,CHI,W (+3),1,27:00,6,9,.667,7,8,.875,2,3,5,19,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
13,13,1970-11-07,28-113,PHO,@,ATL,W (+7),1,45:00,7,26,.269,7,9,.778,14,3,1,21,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
14,14,1970-11-08,28-114,PHO,@,MIL,L (-20),1,40:00,5,15,.333,12,13,.923,8,8,2,22,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
15,15,1970-11-11,28-117,PHO,,POR,W (+14),1,39:00,7,13,.538,2,3,.667,8,8,2,16,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
16,16,1970-11-13,28-119,PHO,,CIN,W (+6),1,41:00,8,17,.471,10,14,.714,13,5,0,26,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
17,17,1970-11-15,28-121,PHO,,DET,W (+4),1,40:00,7,12,.583,10,10,1.000,8,2,3,24,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
18,18,1970-11-17,28-123,PHO,@,NYK,L (-3),1,32:00,4,18,.222,4,6,.667,12,4,5,12,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
19,19,1970-11-19,28-125,PHO,@,DET,L (-2),1,34:00,2,11,.182,7,8,.875,14,4,5,11,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
20,20,1970-11-20,28-126,PHO,@,BAL,L (-11),1,45:00,8,16,.500,7,7,1.000,6,4,3,23,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
21,21,1970-11-21,28-127,PHO,@,PHI,W (+6),1,38:00,6,18,.333,11,14,.786,10,5,3,23,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
22,22,1970-11-22,28-128,PHO,@,CLE,W (+15),1,39:00,12,23,.522,5,6,.833,7,7,3,29,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
23,23,1970-11-24,28-130,PHO,@,BUF,L (-6),,42:00,7,22,.318,6,7,.857,14,4,3,20,1971,hawkico01,https://www.basketball-reference.com/players/h/hawkico01/gamelog/1971
