Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,session,player,gamelog_url
1,1,1967-10-14,22-023,CHI,@,BOS,L (-15),,1:00,0,1,0.0,,,,0,0,,,,0,0,,0,0,1968,burnsji01,https://www.basketball-reference.com/players/b/burnsji01/gamelog/1968
2,2,1967-10-20,22-029,CHI,,STL,L (-27),,4:00,1,2,0.5,,,,0,0,,,,1,0,,0,2,1968,burnsji01,https://www.basketball-reference.com/players/b/burnsji01/gamelog/1968
3,3,1967-10-29,22-038,CHI,@,SFW,L (-20),,6:00,1,4,0.25,,,,0,0,,,,1,1,,1,2,1968,burnsji01,https://www.basketball-reference.com/players/b/burnsji01/gamelog/1968
