Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1973-10-09,31-295,DET,@,NYK,L (-1),,4:00,0,0,,0,0,,0,0,0,0,,,1,0,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
2,2,1973-10-12,31-298,DET,,ATL,W (+17),,,3,,,2,2,1.000,,,,,,,,8,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
3,3,1973-10-13,31-299,DET,@,CHI,L (-7),0,,1,2,.500,3,4,.750,,,4,0,,,6,5,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
4,4,1973-10-14,31-300,DET,@,CLE,W (+12),0,3:00,2,2,1.000,0,0,,0,2,2,0,0,,1,4,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
5,5,1973-10-19,31-305,DET,,MIL,L (-2),0,9:00,1,4,.250,1,2,.500,,,4,1,,0,0,3,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
6,6,1973-10-20,31-306,DET,@,HOU,W (+3),,,4,5,.800,0,0,,,,3,,,,1,8,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
7,7,1973-10-24,31-310,DET,@,PHO,W (+16),0,17:00,4,8,.500,5,6,.833,1,2,3,0,0,0,5,13,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
8,8,1973-10-26,31-312,DET,@,LAL,L (-2),0,21:00,6,13,.462,0,0,,4,8,12,4,1,,4,12,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
9,9,1973-10-27,31-313,DET,@,POR,W (+13),0,8:00,3,6,.500,0,0,,1,2,3,2,0,0,0,6,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
10,10,1973-10-28,31-314,DET,@,SEA,W (+22),,14:00,2,4,.500,1,2,.500,,,3,3,,,2,5,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
11,11,1973-10-31,31-317,DET,,SEA,W (+7),,17:00,0,1,.000,0,3,.000,,,2,0,,,2,0,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
12,12,1973-11-02,31-319,DET,,PHO,W (+7),0,21:00,2,6,.333,8,10,.800,2,6,8,4,3,0,4,12,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
13,13,1973-11-03,31-320,DET,@,MIL,L (-8),0,18:00,1,6,.167,2,2,1.000,,,7,1,,3,2,4,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
14,14,1973-11-08,31-325,DET,@,ATL,W (+14),,9:00,2,3,.667,5,5,1.000,,,4,0,,,1,9,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
15,15,1973-11-10,31-327,DET,,BOS,L (-5),,6:00,1,4,.250,0,0,,,,1,1,,,2,2,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
16,16,1973-11-14,31-331,DET,,POR,L (-3),0,5:00,1,2,.500,0,0,,2,1,3,0,0,1,1,2,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
17,17,1973-11-16,31-333,DET,,KCO,W (+27),,,4,6,.667,4,6,.667,,,7,2,,,4,12,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
18,18,1973-11-17,31-334,DET,@,BUF,W (+4),0,17:00,2,5,.400,2,2,1.000,,,7,1,,,3,6,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
19,19,1973-11-18,31-335,DET,,CHI,L (-2),0,,3,,,0,1,.000,,,,,,,,6,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
20,20,1973-11-21,31-338,DET,,PHO,W (+3),0,12:00,1,4,.250,0,0,,0,0,0,2,1,2,2,2,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
21,21,1973-11-24,31-341,DET,@,CHI,L (-2),0,6:00,0,1,.000,0,0,,0,0,0,1,0,0,4,0,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
22,22,1973-11-28,31-345,DET,,CLE,L (-5),0,11:00,0,3,.000,0,0,,0,5,5,1,1,,1,0,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
23,23,1973-11-30,31-347,DET,@,HOU,L (-15),,,2,5,.400,0,0,,,,4,,,,3,4,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
24,24,1973-12-01,31-348,DET,@,PHO,W (+12),0,22:00,3,7,.429,7,9,.778,3,4,7,2,1,0,4,13,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
25,25,1973-12-02,31-349,DET,@,LAL,W (+6),0,10:00,0,0,,0,0,,0,1,1,1,1,,2,0,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
26,26,1973-12-04,31-351,DET,@,GSW,W (+19),0,6:00,0,1,.000,0,0,,0,1,1,1,0,,1,0,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
27,27,1973-12-06,31-353,DET,@,SEA,W (+2),,22:00,1,1,1.000,0,0,,,,10,2,,,5,2,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
28,28,1973-12-08,31-355,DET,,POR,W (+15),0,6:00,1,4,.250,0,0,,1,0,1,0,0,0,1,2,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
29,29,1973-12-09,31-356,DET,@,KCO,W (+6),,,1,4,.250,0,0,,,,5,2,,,2,2,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
30,30,1973-12-12,31-359,DET,,LAL,W (+18),0,7:00,0,3,.000,2,2,1.000,2,3,5,0,0,,4,2,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
31,31,1973-12-14,31-361,DET,,PHI,L (-3),,,2,,,0,2,.000,,,,,,,,4,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
32,32,1973-12-15,31-362,DET,@,PHI,W (+10),,15:00,4,11,.364,0,2,.000,,,9,0,,,3,8,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
33,33,1973-12-16,31-363,DET,@,KCO,L (-1),,,1,2,.500,0,0,,,,1,1,,,0,2,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
34,34,1973-12-19,32-001,DET,,CHI,W (+2),0,2:00,0,1,.000,0,0,,0,0,0,1,0,0,0,0,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
35,35,1973-12-21,32-003,DET,,GSW,W (+3),0,10:00,0,2,.000,3,6,.500,3,2,5,0,0,,1,3,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
36,36,1973-12-22,32-004,DET,@,NYK,L (-11),,8:00,0,1,.000,0,0,,,,3,1,,,0,0,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
37,37,1973-12-26,32-008,DET,,NYK,L (-5),,5:00,2,2,1.000,2,3,.667,,,1,0,,,2,6,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
38,38,1973-12-28,32-010,DET,,CAP,W (+9),,14:00,1,6,.167,0,0,,,,4,0,,,3,2,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
39,39,1973-12-29,32-011,DET,@,CHI,L (-5),0,25:00,2,4,.500,0,0,,0,4,4,4,3,0,3,4,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
40,40,1973-12-30,32-012,DET,@,MIL,W (+7),0,8:00,0,1,.000,1,2,.500,0,0,0,0,,0,1,1,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
41,41,1974-01-02,32-015,DET,,MIL,W (+14),0,7:00,2,3,.667,2,2,1.000,,,3,0,,0,2,6,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
42,42,1974-01-04,32-017,DET,,BOS,W (+5),,7:00,1,2,.500,1,1,1.000,,,3,2,,,3,3,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
43,43,1974-01-05,32-018,DET,@,CAP,L (-3),,8:00,1,4,.250,0,0,,,,1,0,,,0,2,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
44,44,1974-01-09,32-022,DET,,LAL,W (+29),0,7:00,3,3,1.000,0,0,,0,1,1,0,0,,2,6,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
45,45,1974-01-11,32-024,DET,@,CLE,W (+10),0,3:00,1,2,.500,1,2,.500,2,1,3,0,0,,0,3,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
46,46,1974-01-12,32-025,DET,,CLE,L (-5),0,4:00,0,0,,0,0,,1,2,3,0,0,,0,0,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
47,47,1974-01-18,32-031,DET,,CHI,W (+18),0,12:00,3,4,.750,1,2,.500,2,7,9,2,0,1,1,7,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
48,48,1974-01-20,32-033,DET,,KCO,W (+26),,,3,6,.500,1,1,1.000,3,1,4,3,1,,5,7,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
49,49,1974-01-23,32-036,DET,,POR,W (+26),0,19:00,1,5,.200,2,2,1.000,0,4,4,0,0,2,2,4,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
50,50,1974-01-25,32-038,DET,,HOU,W (+4),,,0,,,2,2,1.000,,,,,,,,2,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
51,51,1974-01-26,32-039,DET,,SEA,W (+11),,13:00,0,0,,0,0,,,,3,2,,,5,0,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
52,52,1974-01-27,32-040,DET,@,CHI,L (-18),0,17:00,2,5,.400,1,2,.500,0,4,4,2,2,0,2,5,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
53,53,1974-01-30,32-043,DET,,BUF,W (+15),,,2,,,2,3,.667,,,,,,,,6,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
54,54,1974-02-01,32-045,DET,,NYK,W (+5),,23:00,5,7,.714,1,3,.333,,,10,4,,,3,11,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
55,55,1974-02-05,32-049,DET,@,POR,W (+2),0,19:00,2,7,.286,0,0,,2,3,5,2,1,0,3,4,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
56,56,1974-02-07,32-051,DET,@,GSW,W (+24),0,7:00,0,2,.000,0,0,,0,1,1,0,0,,2,0,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
57,57,1974-02-08,32-052,DET,@,PHO,W (+5),0,24:00,3,7,.429,0,0,,2,7,9,0,3,0,4,6,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
58,58,1974-02-12,32-056,DET,,KCO,W (+7),,,0,2,.000,0,0,,,,3,2,,,2,0,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
59,59,1974-02-14,32-058,DET,,MIL,L (-3),0,15:00,3,5,.600,0,0,,,,3,1,,0,3,6,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
60,60,1974-02-17,32-061,DET,@,PHI,W (+11),,8:00,0,0,,4,6,.667,,,2,1,,,0,4,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
61,61,1974-02-19,32-063,DET,@,BOS,L (-10),,13:00,1,2,.500,0,2,.000,,,6,0,,,3,2,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
62,62,1974-02-20,32-064,DET,,LAL,W (+2),0,22:00,3,7,.429,5,9,.556,3,8,11,3,2,,4,11,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
63,63,1974-02-22,32-066,DET,,CAP,W (+1),,12:00,3,5,.600,2,2,1.000,,,2,0,,,3,8,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
64,64,1974-02-23,32-067,DET,,PHO,W (+12),0,19:00,1,5,.200,5,6,.833,4,3,7,1,2,4,2,7,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
65,65,1974-02-24,32-068,DET,@,CAP,L (-10),,13:00,0,1,.000,0,0,,,,1,1,,,0,0,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
66,66,1974-02-26,32-070,DET,,BOS,L (-3),,16:00,0,4,.000,2,7,.286,,,3,1,,,4,2,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
67,67,1974-02-28,32-072,DET,@,MIL,L (-23),0,24:00,4,11,.364,3,5,.600,,,5,6,2,0,2,11,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
68,68,1974-03-01,32-073,DET,,SEA,L (-2),,25:00,0,1,.000,3,6,.500,,,7,0,,,1,3,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
69,69,1974-03-03,32-075,DET,@,POR,W (+4),0,7:00,0,1,.000,2,2,1.000,2,2,4,1,0,0,1,2,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
70,70,1974-03-08,32-080,DET,@,LAL,L (-16),0,9:00,0,1,.000,1,2,.500,0,2,2,0,0,,1,1,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
71,71,1974-03-10,32-082,DET,@,ATL,W (+5),,10:00,1,2,.500,0,0,,,,4,0,,,1,2,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
72,72,1974-03-11,32-083,DET,,GSW,L (-12),0,7:00,0,1,.000,0,0,,1,0,1,3,0,0,0,0,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
73,73,1974-03-12,32-084,DET,,GSW,W (+5),0,7:00,0,0,,0,0,,2,0,2,1,0,,1,0,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
74,74,1974-03-17,32-089,DET,,BUF,W (+7),,,0,,,0,0,,,,,,,,,0,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
75,75,1974-03-20,32-092,DET,,HOU,W (+4),,,7,,,1,1,1.000,,,,,,,,15,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
76,76,1974-03-22,32-094,DET,@,KCO,L (-2),,,1,4,.250,0,0,,,,5,2,,,0,2,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
77,77,1974-03-23,32-095,DET,,PHI,L (-8),,,0,,,0,0,,,,,,,,,0,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
78,78,1974-03-26,32-098,DET,,ATL,W (+1),,,1,,,0,0,,,,,,,,,2,1974,davisji01,https://www.basketball-reference.com/players/d/davisji01/gamelog/1974
