Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-19,27-068,PHI,,DET,W (+17),1,35:00,13,26,.500,6,14,.429,13,9,22,7,,,,1,32,,1978,mcginge01,https://www.basketball-reference.com/players/m/mcginge01/gamelog/1978
2,2,1977-10-22,27-071,PHI,,NOJ,L (-1),1,33:00,5,18,.278,8,12,.667,,,12,4,,,,6,18,,1978,mcginge01,https://www.basketball-reference.com/players/m/mcginge01/gamelog/1978
3,3,1977-10-25,27-074,PHI,,KCK,W (+8),1,36:00,9,18,.500,8,10,.800,,,9,4,0,0,,1,26,,1978,mcginge01,https://www.basketball-reference.com/players/m/mcginge01/gamelog/1978
4,4,1977-10-28,27-077,PHI,@,POR,L (-4),1,41:00,4,14,.286,10,13,.769,5,8,13,6,1,0,6,5,18,11.7,1978,mcginge01,https://www.basketball-reference.com/players/m/mcginge01/gamelog/1978
5,5,1977-10-29,27-078,PHI,@,GSW,L (-3),1,42:00,9,16,.563,8,10,.800,3,3,6,5,1,2,9,5,26,15.5,1978,mcginge01,https://www.basketball-reference.com/players/m/mcginge01/gamelog/1978
6,6,1977-11-02,27-082,PHI,,CHI,L (-1),1,33:00,7,15,.467,7,12,.583,1,4,5,6,0,2,2,6,21,14.4,1978,mcginge01,https://www.basketball-reference.com/players/m/mcginge01/gamelog/1978
7,7,1977-11-04,27-084,PHI,@,NJN,W (+3),1,30:00,6,15,.400,9,13,.692,,,10,7,,,,4,21,,1978,mcginge01,https://www.basketball-reference.com/players/m/mcginge01/gamelog/1978
8,8,1977-11-05,27-085,PHI,,DEN,W (+31),1,26:00,7,12,.583,3,4,.750,,,10,4,,,5,3,17,,1978,mcginge01,https://www.basketball-reference.com/players/m/mcginge01/gamelog/1978
9,9,1977-11-09,27-089,PHI,,NJN,W (+23),1,26:00,3,12,.250,2,2,1.000,,,10,3,,,,3,8,,1978,mcginge01,https://www.basketball-reference.com/players/m/mcginge01/gamelog/1978
10,10,1977-11-11,27-091,PHI,,NYK,W (+8),1,36:00,8,18,.444,7,8,.875,,,11,4,,,,3,23,,1978,mcginge01,https://www.basketball-reference.com/players/m/mcginge01/gamelog/1978
11,11,1977-11-12,27-092,PHI,@,WSB,L (-18),1,33:00,6,16,.375,5,8,.625,,,10,2,,,,3,17,,1978,mcginge01,https://www.basketball-reference.com/players/m/mcginge01/gamelog/1978
12,12,1977-11-15,27-095,PHI,@,ATL,W (+21),1,26:00,3,7,.429,3,5,.600,,,5,5,,,,5,9,,1978,mcginge01,https://www.basketball-reference.com/players/m/mcginge01/gamelog/1978
13,13,1977-11-16,27-096,PHI,,SEA,W (+5),1,29:00,2,12,.167,3,4,.750,3,5,8,2,,,,2,7,,1978,mcginge01,https://www.basketball-reference.com/players/m/mcginge01/gamelog/1978
14,14,1977-11-18,27-098,PHI,@,BOS,W (+9),1,31:00,7,18,.389,3,4,.750,,,13,1,,,,4,17,,1978,mcginge01,https://www.basketball-reference.com/players/m/mcginge01/gamelog/1978
15,15,1977-11-19,27-099,PHI,,MIL,W (+11),1,37:00,9,21,.429,4,4,1.000,,,9,6,4,1,,1,22,,1978,mcginge01,https://www.basketball-reference.com/players/m/mcginge01/gamelog/1978
16,16,1977-11-22,27-102,PHI,,HOU,W (+6),1,37:00,8,17,.471,8,10,.800,,,12,6,4,0,,3,24,,1978,mcginge01,https://www.basketball-reference.com/players/m/mcginge01/gamelog/1978
