Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-18,22-177,MIL,,LAL,W (+5),0,18:00,3,4,.750,3,3,1.000,0,4,4,2,3,0,3,3,9,8.8,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
2,2,1977-10-19,22-178,MIL,@,DEN,L (-18),0,24:00,3,6,.500,2,4,.500,1,1,2,4,1,2,1,3,8,8.2,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
3,3,1977-10-22,22-181,MIL,,CHI,W (+18),0,24:00,4,9,.444,5,8,.625,5,2,7,2,2,2,1,4,13,13.4,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
4,4,1977-10-27,22-186,MIL,@,HOU,L (-23),0,28:00,6,10,.600,4,6,.667,,,3,4,0,0,,4,16,,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
5,5,1977-10-30,22-189,MIL,,SEA,W (+13),0,15:00,2,7,.286,5,7,.714,1,3,4,1,0,0,,4,9,,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
6,6,1977-11-01,22-191,MIL,,KCK,W (+20),0,25:00,7,12,.583,2,3,.667,,,5,3,0,0,,4,16,,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
7,7,1977-11-03,22-193,MIL,@,CLE,L (-9),0,20:00,1,5,.200,0,0,,1,1,2,2,1,1,3,3,2,-1.2,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
8,8,1977-11-04,22-194,MIL,,HOU,W (+2),0,15:00,2,4,.500,4,4,1.000,,,2,4,1,0,,2,8,,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
9,9,1977-11-08,22-198,MIL,,DEN,L (-10),0,15:00,3,8,.375,1,2,.500,1,2,3,0,0,0,1,0,7,2.5,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
10,10,1977-11-10,22-200,MIL,@,WSB,W (+3),0,6:00,1,2,.500,0,0,,,,1,1,1,0,,2,2,,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
11,11,1977-11-11,22-201,MIL,,CLE,L (-6),0,26:00,3,11,.273,3,4,.750,4,2,6,2,1,1,2,0,9,6.6,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
12,12,1977-11-13,22-203,MIL,,BOS,L (-8),0,11:00,1,4,.250,0,0,,,,2,1,0,,,0,2,,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
13,13,1977-11-15,22-205,MIL,,POR,L (-3),0,14:00,3,4,.750,0,0,,0,1,1,2,1,0,1,3,6,4.9,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
14,14,1977-11-16,22-206,MIL,@,NJN,W (+10),0,20:00,3,8,.375,5,7,.714,,,5,1,1,0,,3,11,,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
15,15,1977-11-19,22-209,MIL,@,PHI,L (-11),0,16:00,4,8,.500,2,4,.500,,,3,1,0,0,,1,10,,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
16,16,1977-11-22,22-212,MIL,,GSW,W (+21),0,19:00,1,8,.125,0,2,.000,0,5,5,1,0,1,1,0,2,-2.1,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
17,17,1977-11-23,22-213,MIL,@,KCK,W (+6),0,13:00,2,5,.400,0,0,,0,0,0,0,0,0,,3,4,,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
18,18,1977-11-25,22-215,MIL,@,ATL,W (+2),0,25:00,3,10,.300,4,4,1.000,,,1,1,2,0,,1,10,,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
19,19,1977-11-26,22-216,MIL,@,SAS,L (-22),0,13:00,3,6,.500,0,0,,,,4,3,0,0,,3,6,,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
20,20,1977-11-29,22-219,MIL,,DET,L (-1),0,14:00,2,5,.400,0,0,,,,5,1,2,0,,0,4,,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
21,21,1977-12-02,22-222,MIL,,WSB,L (-13),0,4:00,0,2,.000,0,0,,,,1,1,0,0,,1,0,,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
22,22,1977-12-03,22-223,MIL,@,NYK,W (+7),0,9:00,1,3,.333,0,0,,0,0,0,0,0,0,,2,2,,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
23,23,1977-12-04,22-224,MIL,,NJN,W (+16),0,9:00,1,4,.250,0,0,,,,1,3,,,,0,2,,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
24,24,1977-12-06,22-226,MIL,@,LAL,L (-1),0,16:00,5,5,1.000,1,5,.200,1,2,3,1,0,0,2,5,11,5.9,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
25,25,1977-12-08,22-228,MIL,@,GSW,W (+1),0,16:00,2,4,.500,4,4,1.000,1,2,3,3,2,1,1,1,8,10.7,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
26,26,1977-12-09,22-229,MIL,@,SEA,L (-13),0,20:00,3,7,.429,0,0,,0,1,1,4,0,0,,3,6,,1978,grunfer01,https://www.basketball-reference.com/players/g/grunfer01/gamelog/1978
