Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,session,player,gamelog_url
1,1,1948-11-14,25-141,FTW,,INJ,W (+6),,,0,,,5,5,1.000,,,,5,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
2,2,1948-11-17,25-144,FTW,,PHW,W (+8),,,1,,,0,0,,,,4,2,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
3,3,1948-11-21,25-148,FTW,,CHS,L (-1),,,0,,,2,2,1.000,,,4,2,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
4,4,1948-11-23,25-150,FTW,@,PHW,W (+10),,,1,3,.333,0,0,,,0,2,2,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
5,5,1948-11-25,25-152,FTW,@,BLB,L (-5),,,1,3,.333,0,0,,,0,2,2,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
6,6,1948-11-27,25-154,FTW,@,NYK,L (-10),,,2,,,2,2,1.000,,,,6,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
7,7,1948-11-28,25-155,FTW,,BOS,W (+6),,,2,,,1,4,.250,,,,5,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
8,8,1948-11-30,25-157,FTW,@,INJ,W (+15),,,1,,,4,4,1.000,,,,6,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
9,9,1948-12-01,25-158,FTW,,MNL,W (+10),,,3,,,1,2,.500,,,,7,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
10,10,1948-12-04,25-161,FTW,@,STB,L (-14),,,2,,,2,3,.667,,,,6,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
11,11,1948-12-05,25-162,FTW,,CHS,L (-9),,,1,,,6,6,1.000,,,,8,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
12,12,1948-12-08,25-165,FTW,,STB,W (+10),,,0,,,1,1,1.000,,,,1,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
13,13,1948-12-10,25-167,FTW,@,CHS,L (-8),,,1,,,3,3,1.000,,,,5,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
14,14,1948-12-12,25-169,FTW,,NYK,L (-11),,,0,,,1,2,.500,,,,1,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
15,15,1948-12-16,25-173,FTW,@,PRO,W (+15),,,0,,,1,1,1.000,,,,1,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
16,16,1948-12-18,25-175,FTW,@,ROC,L (-20),,,2,,,2,2,1.000,,,,6,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
17,17,1948-12-19,25-176,FTW,,ROC,L (-5),,,1,,,4,5,.800,,,,6,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
18,18,1948-12-23,25-180,FTW,@,INJ,L (-11),,,0,,,0,0,,,,,0,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
19,19,1948-12-25,25-182,FTW,@,WSC,L (-14),,,3,,,4,4,1.000,,,,10,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
20,20,1948-12-26,25-183,FTW,,WSC,W (+18),,,1,,,5,5,1.000,,,,7,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
21,21,1949-01-01,25-189,FTW,@,MNL,L (-20),,,0,,,0,1,.000,,,,0,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
22,22,1949-01-02,25-190,FTW,,BOS,L (-21),,,1,,,0,0,,,,,2,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
23,23,1949-01-08,25-196,FTW,@,PHW,W (+6),,,1,15,.067,3,5,.600,,3,4,5,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
24,24,1949-01-09,25-197,FTW,,INJ,W (+2),,,4,,,1,2,.500,,,,9,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
25,25,1949-01-15,25-203,FTW,@,ROC,L (-11),,,1,,,1,3,.333,,,,3,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
26,26,1949-01-16,25-204,FTW,,PRO,W (+20),,,0,,,0,1,.000,,,,0,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
27,27,1949-01-20,25-208,FTW,@,MNL,L (-18),,,2,,,2,2,1.000,,,,6,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
28,28,1949-01-23,25-211,FTW,,ROC,L (-1),,,0,,,4,4,1.000,,,,4,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
29,29,1949-01-26,25-214,FTW,,PHW,W (+8),,,3,,,3,4,.750,,,3,9,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
30,30,1949-01-28,25-216,FTW,@,INJ,L (-14),,,1,,,1,2,.500,,,,3,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
31,31,1949-01-29,25-217,FTW,@,STB,L (-13),,,0,,,0,0,,,,,0,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
32,32,1949-01-30,25-218,FTW,,BLB,L (-15),,,0,,,2,3,.667,,,,2,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
33,33,1949-02-02,25-221,FTW,,MNL,L (-3),,,0,,,1,1,1.000,,,,1,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
34,34,1949-02-05,25-224,FTW,@,ROC,L (-19),,,0,,,1,1,1.000,,,,1,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
35,35,1949-02-06,25-225,FTW,,WSC,W (+10),,,3,,,2,2,1.000,,,,8,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
36,36,1949-02-08,25-227,FTW,,PHW,W (+2),,,1,,,2,2,1.000,,,5,4,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
37,37,1949-02-09,25-228,FTW,,INJ,L (-3),,,2,,,1,3,.333,,,,5,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
38,38,1949-02-12,25-231,FTW,@,NYK,L (-27),,,2,,,1,2,.500,,,,5,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
39,39,1949-02-13,25-232,FTW,,NYK,W (+9),,,1,,,5,7,.714,,,,7,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
40,40,1949-02-15,25-234,FTW,@,CHS,L (-14),,,2,,,3,6,.500,,,,7,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
41,41,1949-02-16,25-235,FTW,,BLB,W (+16),,,1,,,1,2,.500,,,,3,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
42,42,1949-02-20,25-239,FTW,,STB,L (-6),,,0,,,3,4,.750,,,,3,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
43,43,1949-02-24,25-243,FTW,@,MNL,L (-4),,,1,,,0,0,,,,,2,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
44,44,1949-02-27,25-246,FTW,,MNL,W (+24),,,1,,,3,3,1.000,,,,5,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
45,45,1949-03-04,25-251,FTW,@,BOS,L (-6),,,0,,,0,0,,,,,0,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
46,46,1949-03-06,25-253,FTW,,ROC,L (-12),,,1,,,2,3,.667,,,,4,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
47,47,1949-03-08,25-255,FTW,,BOS,L (-3),,,1,,,2,2,1.000,,,,4,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
48,48,1949-03-09,25-256,FTW,,PRO,W (+4),,,5,,,3,3,1.000,,,,13,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
49,49,1949-03-12,25-259,FTW,@,WSC,L (-27),,,2,,,1,1,1.000,,,,5,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
50,50,1949-03-13,25-260,FTW,,CHS,W (+3),,,0,,,0,1,.000,,,,0,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
51,51,1949-03-17,25-264,FTW,,PRO,W (+2),,,1,,,0,0,,,,,2,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
52,52,1949-03-19,25-266,FTW,@,BLB,L (-20),,,0,,,0,0,,,,,0,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
53,53,1949-03-20,25-267,FTW,,STB,L (-5),,,2,,,0,1,.000,,,,4,1949,williwa01,https://www.basketball-reference.com/players/w/williwa01/gamelog/1949
