Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1978-10-13,22-137,IND,,ATL,W (+13),0,22:00,2,6,.333,6,7,.857,,,2,0,,,,0,10,,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
2,2,1978-10-18,22-142,IND,,SEA,L (-7),0,11:00,0,1,.000,0,0,,0,0,0,0,,,,1,0,,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
3,3,1978-10-21,22-145,IND,,SDC,W (+6),0,9:00,0,2,.000,0,0,,,,1,0,,,0,2,0,,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
4,4,1978-10-24,22-148,IND,,NJN,L (-2),0,5:00,0,0,,0,0,,0,0,0,1,,,,1,0,,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
5,5,1978-10-27,22-151,IND,,DEN,W (+13),0,19:00,2,4,.500,2,2,1.000,0,1,1,3,3,0,3,2,6,5.6,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
6,6,1978-10-28,22-152,IND,@,NYK,L (-5),0,18:00,4,6,.667,0,0,,0,2,2,1,,,,0,8,,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
7,7,1978-10-31,22-155,IND,@,CLE,W (+5),0,1:00,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
8,8,1978-11-01,22-156,IND,,WSB,L (-11),0,29:00,7,9,.778,0,0,,,,3,5,3,,,1,14,,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
9,9,1978-11-03,22-158,IND,,KCK,W (+7),0,31:00,6,12,.500,3,4,.750,,,4,1,2,0,,3,15,,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
10,10,1978-11-04,22-159,IND,@,CHI,L (-13),1,35:00,6,14,.429,2,2,1.000,3,2,5,2,2,0,3,1,14,9.3,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
11,11,1978-11-26,22-181,IND,,MIL,W (+2),0,14:00,0,4,.000,0,0,,,,4,1,1,0,,1,0,,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
12,12,1978-11-29,22-184,IND,,NYK,W (+2),0,20:00,3,4,.750,2,3,.667,0,0,0,2,3,,,1,8,,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
13,13,1978-12-01,22-186,IND,@,MIL,L (-4),0,19:00,1,5,.200,3,4,.750,,,2,3,1,0,,2,5,,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
14,14,1978-12-02,22-187,IND,,BOS,L (-7),0,22:00,4,7,.571,1,2,.500,2,2,4,1,2,0,1,5,9,7.0,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
15,15,1978-12-06,22-191,IND,,POR,W (+6),0,18:00,4,4,1.000,0,0,,2,1,3,0,1,1,2,0,8,8.2,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
16,16,1978-12-08,22-193,IND,,DET,W (+7),0,21:00,1,3,.333,2,2,1.000,,,1,1,,,,0,4,,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
17,17,1978-12-12,22-197,IND,@,NOJ,L (-6),0,25:00,6,9,.667,0,0,,,,2,0,,,,5,12,,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
18,18,1978-12-13,22-198,IND,@,ATL,L (-16),1,34:00,5,7,.714,0,0,,,,4,2,,0,,5,10,,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
19,19,1978-12-15,22-200,IND,,SAS,L (-12),0,30:00,7,13,.538,1,1,1.000,,,3,4,1,0,,2,15,,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
20,20,1978-12-19,22-204,IND,@,NYK,L (-28),0,18:00,1,4,.250,4,4,1.000,,,2,2,,0,,1,6,,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
21,21,1978-12-20,22-205,IND,@,BOS,L (-16),0,22:00,1,2,.500,0,0,,0,0,0,1,1,0,0,0,2,2.7,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
22,22,1978-12-21,22-206,IND,@,DET,L (-13),0,4:00,0,0,,0,0,,0,0,0,1,,,,0,0,,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
23,23,1978-12-23,22-208,IND,,NOJ,W (+24),0,19:00,5,10,.500,0,0,,,,3,3,,,,1,10,,1979,radfowa01,https://www.basketball-reference.com/players/r/radfowa01/gamelog/1979
