Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1973-10-09,31-131,LAL,@,CHI,W (+20),1,37:00,6,9,.667,4,5,.800,3,9,12,4,0,1,4,16,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
2,2,1973-10-11,31-133,LAL,@,ATL,L (-27),1,29:00,1,8,.125,4,5,.800,,,7,2,,,5,6,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
3,3,1973-10-13,31-135,LAL,@,BUF,W (+3),1,29:00,6,9,.667,2,4,.500,,,14,2,,,4,14,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
4,4,1973-10-19,31-141,LAL,,SEA,W (+27),1,32:00,6,11,.545,1,2,.500,,,8,1,,,4,13,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
5,5,1973-10-21,31-143,LAL,,ATL,L (-19),1,24:00,2,7,.286,7,8,.875,,,6,3,,,3,11,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
6,6,1973-10-23,31-145,LAL,@,HOU,W (+9),1,33:00,3,6,.500,7,10,.700,,,5,1,,,5,13,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
7,7,1973-10-24,31-146,LAL,@,KCO,W (+1),1,40:00,2,4,.500,4,4,1.000,2,10,12,0,0,,5,8,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
8,8,1973-10-26,31-148,LAL,,DET,W (+2),1,39:00,0,6,.000,0,0,,8,12,20,4,1,,5,0,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
9,9,1973-10-28,31-150,LAL,,POR,W (+13),1,37:00,2,9,.222,0,0,,5,6,11,5,1,0,2,4,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
10,10,1973-11-02,31-155,LAL,,NYK,L (-15),1,39:00,2,6,.333,2,2,1.000,3,13,16,3,1,,3,6,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
11,11,1973-11-04,31-157,LAL,,HOU,W (+13),1,35:00,5,10,.500,2,2,1.000,6,10,16,4,2,,5,12,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
12,12,1973-11-06,31-159,LAL,@,CLE,L (-19),1,31:00,4,11,.364,6,7,.857,4,5,9,3,0,0,2,14,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
13,13,1973-11-07,31-160,LAL,@,MIL,L (-17),1,31:00,6,12,.500,7,9,.778,,,7,1,,0,2,19,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
14,14,1973-11-09,31-162,LAL,@,SEA,W (+7),1,40:00,5,11,.455,11,13,.846,4,7,11,4,1,,4,21,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
15,15,1973-11-16,31-169,LAL,,CHI,W (+16),1,36:00,6,10,.600,5,7,.714,3,8,11,6,2,1,5,17,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
16,16,1973-11-17,31-170,LAL,@,PHO,W (+20),1,39:00,8,11,.727,9,11,.818,3,11,14,2,2,0,3,25,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
17,17,1973-11-18,31-171,LAL,,CLE,W (+2),1,38:00,3,7,.429,3,6,.500,11,15,26,5,1,0,2,9,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
18,18,1973-11-20,31-173,LAL,@,NYK,L (-16),1,29:00,3,10,.300,1,2,.500,8,6,14,2,1,,2,7,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
19,19,1973-11-21,31-174,LAL,@,CAP,W (+9),1,32:00,7,13,.538,2,2,1.000,5,4,9,1,2,,2,16,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
20,20,1973-11-24,31-177,LAL,@,POR,W (+5),1,41:00,7,13,.538,4,5,.800,4,9,13,2,0,0,5,18,1974,hairsha01,https://www.basketball-reference.com/players/h/hairsha01/gamelog/1974
