Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-21,25-268,WSB,,DET,W (+8),1,42:00,6,12,.500,2,5,.400,,,8,12,,,,0,14,,1978,hendeto01,https://www.basketball-reference.com/players/h/hendeto01/gamelog/1978
2,2,1977-10-22,25-269,WSB,@,NYK,L (-26),1,26:00,2,10,.200,6,8,.750,,,1,4,,,,3,10,,1978,hendeto01,https://www.basketball-reference.com/players/h/hendeto01/gamelog/1978
3,3,1977-10-28,25-275,WSB,@,IND,L (-9),1,29:00,4,15,.267,2,2,1.000,,,2,8,,0,,4,10,,1978,hendeto01,https://www.basketball-reference.com/players/h/hendeto01/gamelog/1978
4,4,1977-10-29,25-276,WSB,@,KCK,L (-14),1,30:00,6,12,.500,3,9,.333,,,1,5,,,,3,15,,1978,hendeto01,https://www.basketball-reference.com/players/h/hendeto01/gamelog/1978
5,5,1977-11-04,25-282,WSB,,PHO,W (+17),1,37:00,4,8,.500,7,9,.778,2,3,5,10,1,0,4,2,15,15.7,1978,hendeto01,https://www.basketball-reference.com/players/h/hendeto01/gamelog/1978
6,6,1977-11-05,25-283,WSB,@,HOU,L (-11),1,28:00,5,11,.455,5,7,.714,,,6,3,,0,,2,15,,1978,hendeto01,https://www.basketball-reference.com/players/h/hendeto01/gamelog/1978
7,7,1977-11-06,25-284,WSB,@,NOJ,W (+11),1,22:00,6,12,.500,0,0,,,,5,3,,,,4,12,,1978,hendeto01,https://www.basketball-reference.com/players/h/hendeto01/gamelog/1978
8,8,1977-11-10,25-288,WSB,,MIL,L (-3),1,32:00,3,6,.500,5,6,.833,,,2,4,2,0,,2,11,,1978,hendeto01,https://www.basketball-reference.com/players/h/hendeto01/gamelog/1978
9,9,1977-11-12,25-290,WSB,,PHI,W (+18),1,37:00,4,9,.444,4,4,1.000,,,3,1,,,,3,12,,1978,hendeto01,https://www.basketball-reference.com/players/h/hendeto01/gamelog/1978
10,10,1977-11-13,25-291,WSB,@,DET,L (-2),1,38:00,8,15,.533,1,1,1.000,,,3,8,,,,1,17,,1978,hendeto01,https://www.basketball-reference.com/players/h/hendeto01/gamelog/1978
11,11,1977-11-15,25-293,WSB,,SEA,W (+2),1,36:00,6,9,.667,2,2,1.000,0,1,1,5,,,,0,14,,1978,hendeto01,https://www.basketball-reference.com/players/h/hendeto01/gamelog/1978
