Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1976-10-21,23-120,HOU,@,ATL,W (+16),0,2:00,0,0,,0,0,,0,0,0,0,,0,0,0,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
2,2,1976-10-27,23-126,HOU,,PHI,L (-22),0,9:00,2,5,.400,0,1,.000,0,0,0,0,,0,0,4,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
3,3,1976-10-30,23-129,HOU,,WSB,W (+13),0,3:00,0,2,.000,0,0,,0,0,0,0,,0,0,0,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
4,4,1976-11-03,23-133,HOU,,BOS,W (+6),0,7:00,0,1,.000,1,2,.500,,,1,0,0,0,1,1,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
5,5,1976-11-05,23-135,HOU,@,NYN,L (-4),0,12:00,3,7,.429,0,0,,,,2,2,,0,2,6,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
6,6,1976-11-06,23-136,HOU,@,BUF,L (-15),0,8:00,2,2,1.000,0,0,,,,1,1,,,2,4,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
7,7,1976-11-09,23-139,HOU,@,CHI,W (+19),0,4:00,0,1,.000,0,0,,0,0,0,1,0,0,2,0,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
8,8,1976-11-12,23-142,HOU,@,MIL,L (-12),0,5:00,1,1,1.000,0,0,,,,1,1,0,0,0,2,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
9,9,1976-11-13,23-143,HOU,,NYN,L (-4),0,,3,3,1.000,0,0,,,,2,1,1,0,,6,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
10,10,1976-11-17,23-147,HOU,,BUF,W (+6),0,16:00,2,4,.500,1,2,.500,,,4,0,0,0,0,5,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
11,11,1976-11-20,23-150,HOU,,KCK,W (+1),0,5:00,0,0,,0,0,,0,0,0,0,1,0,0,0,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
12,12,1976-11-27,23-157,HOU,,SAS,W (+9),0,23:00,5,8,.625,4,5,.800,,,4,4,0,0,1,14,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
13,13,1976-12-01,23-161,HOU,,DET,W (+6),0,7:00,1,3,.333,0,0,,,,1,1,0,0,0,2,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
14,14,1976-12-02,23-162,HOU,,MIL,W (+27),0,12:00,1,3,.333,0,0,,,,3,0,0,0,0,2,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
15,15,1976-12-04,23-164,HOU,,IND,W (+12),0,2:00,0,0,,0,0,,0,0,0,2,0,0,0,0,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
16,16,1976-12-08,23-168,HOU,@,PHO,L (-21),0,18:00,3,4,.750,0,0,,1,1,2,4,0,0,4,6,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
17,17,1976-12-10,23-170,HOU,@,LAL,L (-10),0,7:00,0,1,.000,0,0,,0,0,0,1,,,0,0,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
18,18,1976-12-11,23-171,HOU,@,GSW,L (-12),0,10:00,2,5,.400,0,0,,0,1,1,2,1,0,3,4,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
19,19,1976-12-12,23-172,HOU,@,SEA,W (+4),0,6:00,0,0,,0,0,,0,0,0,1,,,0,0,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
20,20,1976-12-14,23-174,HOU,@,POR,L (-20),0,14:00,2,6,.333,0,0,,0,2,2,1,0,0,0,4,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
21,21,1976-12-16,23-176,HOU,,ATL,W (+11),0,12:00,0,1,.000,0,0,,0,0,0,0,,0,3,0,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
22,22,1977-01-01,23-192,HOU,@,WSB,L (-15),0,2:00,0,0,,0,0,,0,0,0,0,1,0,0,0,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
23,23,1977-01-02,23-193,HOU,@,CLE,L (-24),0,5:00,0,1,.000,0,0,,0,0,0,0,0,0,0,0,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
24,24,1977-01-08,23-199,HOU,@,KCK,L (-12),0,7:00,0,1,.000,1,2,.500,0,0,0,0,0,0,1,1,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
25,25,1977-01-11,23-202,HOU,@,BOS,L (-4),0,6:00,1,1,1.000,0,0,,,,1,0,2,1,0,2,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
26,26,1977-01-12,23-203,HOU,@,PHI,L (-5),0,6:00,0,2,.000,2,2,1.000,,,1,0,0,0,0,2,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
27,27,1977-01-14,23-205,HOU,@,MIL,W (+27),0,3:00,0,1,.000,0,0,,0,0,0,0,0,0,0,0,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
28,28,1977-01-18,23-209,HOU,,CHI,W (+18),0,4:00,0,1,.000,0,0,,0,0,0,0,0,0,1,0,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
29,29,1977-01-28,23-219,HOU,,ATL,W (+14),0,2:00,0,0,,0,0,,,,1,0,0,0,0,0,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
30,30,1977-02-03,23-225,HOU,@,NYK,L (-18),0,14:00,4,6,.667,3,4,.750,0,0,0,0,1,0,2,11,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
31,31,1977-02-06,23-228,HOU,@,NOJ,L (-9),0,7:00,2,5,.400,0,0,,,,3,0,,,0,4,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
32,32,1977-02-11,23-233,HOU,,SAS,L (-3),0,5:00,0,0,,0,0,,0,0,0,0,0,0,0,0,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
33,33,1977-02-16,23-238,HOU,,SEA,W (+29),0,5:00,2,4,.500,0,0,,0,0,0,0,0,0,2,4,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
34,34,1977-02-17,23-239,HOU,@,SAS,W (+14),0,10:00,1,1,1.000,0,0,,,,1,2,1,0,2,2,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
35,35,1977-02-19,23-241,HOU,@,KCK,L (-6),0,7:00,0,0,,0,0,,0,0,0,0,0,1,0,0,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
36,36,1977-02-22,23-244,HOU,@,DEN,L (-12),0,8:00,1,2,.500,0,0,,0,2,2,1,0,0,1,2,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
37,37,1977-02-24,23-246,HOU,@,PHO,W (+3),0,4:00,1,1,1.000,0,0,,0,0,0,0,0,0,1,2,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
38,38,1977-02-27,23-249,HOU,@,LAL,L (-5),0,4:00,1,1,1.000,0,0,,,,1,0,,0,0,2,1977,whiteru01,https://www.basketball-reference.com/players/w/whiteru01/gamelog/1977
