Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-18,24-169,LAL,@,MIL,L (-5),1,37:00,8,17,.471,7,8,.875,3,4,7,5,0,3,1,2,23,21.0,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
2,2,1977-10-19,24-170,LAL,@,IND,W (+13),1,35:00,9,16,.563,2,3,.667,2,3,5,10,1,1,4,6,20,16.6,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
3,3,1977-10-21,24-172,LAL,@,DEN,L (-5),1,42:00,7,17,.412,5,5,1.000,0,5,5,4,3,1,6,5,19,9.9,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
4,4,1977-10-23,24-174,LAL,,PHO,L (-3),1,32:00,6,19,.316,1,2,.500,2,9,11,8,4,1,5,4,13,9.5,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
5,5,1977-10-25,24-176,LAL,,SAS,W (+2),1,35:00,8,19,.421,2,4,.500,2,8,10,3,1,0,1,4,18,11.4,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
6,6,1977-10-28,24-179,LAL,@,ATL,L (-7),1,30:00,6,16,.375,2,2,1.000,0,9,9,4,3,1,0,3,14,13.2,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
7,7,1977-10-29,24-180,LAL,@,SAS,L (-11),1,36:00,10,20,.500,9,12,.750,0,4,4,2,2,0,1,5,29,19.4,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
8,8,1977-11-02,24-184,LAL,@,NJN,W (+5),1,37:00,8,16,.500,0,0,,3,8,11,7,0,1,1,4,16,15.5,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
9,9,1977-11-04,24-186,LAL,,IND,W (+12),1,34:00,9,23,.391,6,7,.857,4,6,10,7,4,1,3,3,24,21.1,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
10,10,1977-11-06,24-188,LAL,,NYK,L (-4),1,36:00,7,23,.304,4,4,1.000,8,8,16,4,3,0,3,3,18,14.3,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
11,11,1977-11-11,24-193,LAL,,NOJ,W (+16),1,27:00,5,12,.417,6,7,.857,1,3,4,9,0,0,3,3,16,12.9,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
12,12,1977-11-13,24-195,LAL,,GSW,W (+2),1,34:00,8,16,.500,4,4,1.000,7,11,18,7,4,0,2,3,20,25.9,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
13,13,1977-11-15,24-197,LAL,,CLE,L (-7),1,40:00,5,17,.294,4,4,1.000,6,6,12,3,1,1,4,5,14,7.9,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
14,14,1977-11-18,24-200,LAL,,DET,W (+33),1,26:00,6,11,.545,3,3,1.000,0,4,4,4,2,0,,0,15,,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
15,15,1977-11-20,24-202,LAL,,CHI,L (-22),1,24:00,2,8,.250,0,0,,1,5,6,0,1,0,5,3,4,-3.8,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
16,16,1977-11-22,24-204,LAL,@,PHO,L (-11),1,41:00,7,16,.438,3,5,.600,4,6,10,4,3,0,3,4,17,13.6,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
17,17,1977-11-23,24-205,LAL,@,SEA,L (-24),1,32:00,6,16,.375,0,1,.000,2,3,5,3,2,0,2,2,12,6.4,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
18,18,1977-11-25,24-207,LAL,,NJN,W (+12),1,35:00,6,15,.400,5,8,.625,,,13,10,,,,3,17,,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
19,19,1977-11-27,24-209,LAL,,POR,L (-7),1,31:00,6,13,.462,1,2,.500,2,8,10,6,5,0,0,5,13,16.9,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
20,20,1977-11-29,24-211,LAL,@,CLE,L (-17),1,25:00,5,13,.385,0,0,,2,4,6,1,0,1,2,2,10,4.1,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
21,21,1977-11-30,24-212,LAL,@,DET,L (-6),1,24:00,4,7,.571,0,0,,1,3,4,1,0,0,3,3,8,2.8,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
22,22,1977-12-04,24-216,LAL,,DEN,L (-2),1,29:00,8,14,.571,2,3,.667,3,5,8,2,1,0,1,3,18,14.8,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
23,23,1977-12-06,24-218,LAL,,MIL,W (+1),1,32:00,3,6,.500,0,0,,4,8,12,4,2,1,3,3,6,9.5,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
24,24,1977-12-13,24-225,LAL,@,NOJ,L (-23),0,22:00,2,6,.333,0,0,,2,4,6,2,1,0,2,3,4,2.4,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
25,25,1977-12-14,24-226,LAL,@,HOU,W (+22),0,23:00,4,9,.444,1,4,.250,4,3,7,1,2,0,2,4,9,5.9,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
26,26,1977-12-16,24-228,LAL,,SEA,L (-8),0,31:00,4,11,.364,1,2,.500,3,7,10,3,0,1,1,3,9,7.3,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
27,27,1977-12-18,24-230,LAL,,BOS,W (+7),1,30:00,8,15,.533,2,2,1.000,2,6,8,2,1,1,1,5,18,14.0,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
28,28,1977-12-20,24-232,LAL,,WSB,W (+5),1,28:00,5,9,.556,2,2,1.000,2,5,7,3,0,0,0,5,12,10.7,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
29,29,1977-12-23,24-235,LAL,@,POR,L (-10),1,25:00,1,11,.091,0,0,,4,5,9,2,1,1,2,5,2,-1.9,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
30,30,1977-12-25,24-237,LAL,@,SEA,W (+15),1,39:00,9,15,.600,2,4,.500,2,5,7,8,1,1,4,5,20,16.5,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
31,31,1977-12-27,24-239,LAL,@,GSW,W (+41),1,27:00,5,9,.556,0,0,,0,5,5,2,3,0,3,2,10,7.8,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
32,32,1977-12-30,24-242,LAL,,KCK,W (+10),1,30:00,6,14,.429,3,4,.750,2,5,7,3,0,0,2,4,15,8.6,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
33,33,1978-01-03,24-246,LAL,@,NYK,W (+3),1,36:00,6,19,.316,2,2,1.000,5,6,11,5,2,0,0,5,14,11.9,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
34,34,1978-01-04,24-247,LAL,@,BUF,L (-1),1,34:00,5,11,.455,4,6,.667,1,7,8,4,2,0,,0,14,,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
35,35,1978-01-06,24-249,LAL,@,PHI,L (-13),1,26:00,2,6,.333,2,4,.500,0,5,5,2,1,0,3,1,6,2.3,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
36,36,1978-01-08,24-251,LAL,@,IND,L (-1),1,26:00,3,7,.429,2,2,1.000,1,4,5,1,1,0,1,2,8,6.1,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
37,37,1978-01-10,24-253,LAL,@,CHI,L (-4),1,42:00,11,17,.647,3,5,.600,4,8,12,5,1,0,0,5,25,24.4,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
38,38,1978-01-11,24-254,LAL,@,KCK,L (-8),1,38:00,5,12,.417,0,0,,0,7,7,2,0,0,2,2,10,4.3,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
39,39,1978-01-27,24-270,LAL,,MIL,W (+17),0,7:00,2,3,.667,1,1,1.000,1,0,1,0,0,0,1,1,5,3.0,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
40,40,1978-01-29,24-272,LAL,@,WSB,L (-7),0,10:00,4,5,.800,0,0,,1,1,2,1,,0,,1,8,,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
41,41,1978-01-31,24-274,LAL,@,CLE,W (+9),0,18:00,3,9,.333,0,0,,0,6,6,3,1,1,3,4,6,1.9,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
42,42,1978-02-01,24-275,LAL,@,BOS,L (-3),0,19:00,3,7,.429,0,0,,0,2,2,2,0,0,0,3,6,3.1,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
43,43,1978-03-03,24-305,LAL,,PHI,W (+1),0,24:00,3,9,.333,2,4,.500,1,2,3,3,1,1,4,2,8,2.4,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
44,44,1978-03-05,24-307,LAL,,CLE,W (+11),0,19:00,3,8,.375,1,2,.500,1,3,4,1,0,0,0,2,7,3.7,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
45,45,1978-03-10,24-312,LAL,,CHI,W (+6),0,21:00,3,9,.333,1,3,.333,2,5,7,4,0,0,2,2,7,4.0,1978,wilkeja01,https://www.basketball-reference.com/players/w/wilkeja01/gamelog/1978
