Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-20,26-016,NOJ,,CLE,L (-3),1,48:00,10,18,.556,8,9,.889,3,11,14,1,0,1,4,5,28,19.8,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
2,2,1977-10-21,26-017,NOJ,@,NJN,W (+8),1,47:00,6,15,.400,6,8,.750,,,19,7,,,,5,18,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
3,3,1977-10-22,26-018,NOJ,@,PHI,W (+1),1,51:00,6,19,.316,6,10,.600,2,16,18,4,,,,6,18,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
4,4,1977-10-26,26-022,NOJ,,NYK,W (+17),1,42:00,8,19,.421,9,14,.643,,,18,2,,,,3,25,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
5,5,1977-10-28,26-024,NOJ,,PHO,W (+7),1,48:00,13,19,.684,11,15,.733,2,23,25,2,1,2,6,4,37,31.8,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
6,6,1977-11-01,26-028,NOJ,,CHI,W (+11),1,41:00,12,19,.632,4,4,1.000,2,8,10,0,2,2,3,1,28,23.3,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
7,7,1977-11-02,26-029,NOJ,@,KCK,L (-2),1,43:00,7,20,.350,3,3,1.000,,,11,1,0,0,,5,17,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
8,8,1977-11-04,26-031,NOJ,,GSW,W (+3),1,48:00,11,25,.440,9,10,.900,1,16,17,1,1,0,1,2,31,22.9,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
9,9,1977-11-06,26-033,NOJ,,WSB,L (-11),1,44:00,8,23,.348,5,7,.714,2,22,24,3,,,,4,21,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
10,10,1977-11-09,26-036,NOJ,@,DEN,L (-3),1,42:00,10,19,.526,4,6,.667,4,10,14,1,0,1,7,3,24,12.9,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
11,11,1977-11-10,26-037,NOJ,@,PHO,L (-16),1,40:00,6,13,.462,4,8,.500,4,6,10,4,1,0,5,3,16,9.9,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
12,12,1977-11-11,26-038,NOJ,@,LAL,L (-16),1,45:00,8,20,.400,5,9,.556,5,22,27,2,1,1,6,3,21,14.6,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
13,13,1977-11-13,26-040,NOJ,@,SEA,L (-34),1,45:00,3,12,.250,0,0,,3,9,12,0,0,0,,3,6,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
14,14,1977-11-15,26-042,NOJ,@,NYK,L (-3),1,47:00,6,20,.300,8,10,.800,,,10,0,,,,5,20,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
15,15,1977-11-17,26-044,NOJ,,SEA,W (+11),1,43:00,14,29,.483,5,11,.455,5,10,15,4,,,,3,33,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
16,16,1977-11-19,26-046,NOJ,@,HOU,W (+2),1,46:00,8,16,.500,0,0,,,,11,1,,,,3,16,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
17,17,1977-11-22,26-049,NOJ,,IND,W (+15),1,43:00,10,26,.385,8,12,.667,8,14,22,3,,,,0,28,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
18,18,1977-11-24,26-051,NOJ,,DEN,W (+2),1,45:00,12,21,.571,4,7,.571,7,9,16,1,0,1,1,5,28,22.9,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
19,19,1977-11-27,26-054,NOJ,,KCK,W (+9),1,42:00,9,20,.450,0,0,,,,19,5,3,2,,4,18,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
20,20,1977-11-29,26-056,NOJ,@,CHI,L (-8),1,41:00,7,18,.389,3,5,.600,1,8,9,2,1,0,1,3,17,9.7,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
21,21,1977-11-30,26-057,NOJ,,PHI,L (-3),1,45:00,14,25,.560,4,8,.500,8,13,21,1,,,,4,32,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
22,22,1977-12-03,26-060,NOJ,@,SAS,L (-15),1,38:00,11,19,.579,2,2,1.000,,,9,0,0,0,,4,24,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
23,23,1977-12-06,26-063,NOJ,@,BUF,L (-23),1,41:00,4,8,.500,3,4,.750,,,10,1,,,,2,11,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
24,24,1977-12-07,26-064,NOJ,@,IND,L (-15),1,48:00,8,19,.421,8,13,.615,7,20,27,5,,2,,5,24,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
25,25,1977-12-09,26-066,NOJ,@,WSB,L (-4),1,46:00,13,25,.520,2,4,.500,,,19,4,,,,6,28,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
26,26,1977-12-10,26-067,NOJ,@,DET,L (-18),1,47:00,5,19,.263,6,13,.462,,,15,1,,,,4,16,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
27,27,1977-12-13,26-070,NOJ,,LAL,W (+23),1,46:00,10,24,.417,2,3,.667,8,18,26,3,1,3,5,3,22,18.8,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
28,28,1977-12-16,26-073,NOJ,,PHO,L (-13),1,44:00,7,17,.412,9,11,.818,6,12,18,5,1,0,3,2,23,21.6,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
29,29,1977-12-17,26-074,NOJ,@,KCK,L (-22),1,43:00,8,17,.471,1,2,.500,,,17,1,0,1,,3,17,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
30,30,1977-12-18,26-075,NOJ,,DET,L (-9),1,47:00,8,17,.471,4,8,.500,,,16,2,,,,6,20,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
31,31,1977-12-22,26-079,NOJ,,NJN,W (+21),1,43:00,5,12,.417,5,6,.833,,,17,1,,,,2,15,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
32,32,1977-12-25,26-082,NOJ,,SAS,L (-10),1,46:00,7,19,.368,2,4,.500,,,17,0,2,1,,1,16,,1978,robintr01,https://www.basketball-reference.com/players/r/robintr01/gamelog/1978
