Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1981-10-30,26-194,MIL,@,DET,L (-5),0,24:00,3,6,.500,0,1,.000,0,0,,,,1,2,1,0,3,3,6,,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
2,2,1981-10-31,26-195,MIL,,BOS,W (+16),0,20:00,1,2,.500,0,0,,0,0,,0,0,0,1,1,0,0,2,2,1.9,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
3,3,1981-11-05,26-200,MIL,,WSB,W (+8),0,5:00,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,0.3,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
4,4,1981-11-07,26-202,MIL,,SDC,W (+3),0,12:00,0,1,.000,0,0,,0,0,,,,1,4,1,0,2,3,0,,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
5,5,1981-11-10,26-205,MIL,@,ATL,L (-11),0,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
6,6,1981-11-11,26-206,MIL,@,NJN,W (+12),0,15:00,3,5,.600,0,0,,3,4,.750,,,3,1,0,0,4,5,9,,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
7,7,1981-11-13,26-208,MIL,,NYK,W (+10),0,15:00,1,2,.500,0,0,,0,0,,0,0,0,3,0,0,1,1,2,1.7,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
8,8,1981-11-15,26-210,MIL,,CLE,W (+2),0,15:00,2,5,.400,0,0,,1,2,.500,0,1,1,2,1,0,0,1,5,4.2,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
9,9,1981-11-17,26-212,MIL,@,WSB,W (+4),0,26:00,6,13,.462,0,1,.000,0,0,,,,2,1,0,0,4,3,12,,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
10,10,1981-11-18,26-213,MIL,@,PHI,L (-2),0,28:00,4,8,.500,0,0,,4,6,.667,0,2,2,3,2,0,1,6,12,8.5,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
11,11,1981-12-22,26-247,MIL,,KCK,L (-5),0,14:00,3,4,.750,0,0,,0,0,,0,0,0,3,0,0,0,0,6,6.5,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
12,12,1981-12-26,26-251,MIL,@,CLE,W (+7),0,8:00,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
13,13,1981-12-27,26-252,MIL,,CHI,W (+12),0,3:00,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-0.4,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
14,14,1982-01-17,26-273,MIL,,DET,L (-5),0,10:00,1,4,.250,0,0,,0,0,,,,1,0,2,0,0,1,2,,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
15,15,1982-02-19,26-306,CLE,@,MIL,L (-18),0,10:00,2,6,.333,0,0,,3,4,.750,0,1,1,0,0,0,3,0,7,0.5,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
16,16,1982-02-20,26-307,CLE,,DAL,W (+7),0,7:00,1,3,.333,0,0,,0,0,,0,0,0,3,0,0,0,0,2,2.4,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
17,17,1982-02-24,26-311,CLE,@,PHO,L (-34),0,12:00,0,5,.000,0,2,.000,2,4,.500,0,2,2,2,1,0,1,2,2,-1.1,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
18,18,1982-03-02,26-317,CLE,@,GSW,L (-9),0,5:00,0,0,,0,0,,0,0,,0,2,2,3,0,0,1,0,0,1.7,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
19,19,1982-03-03,26-318,CLE,@,SEA,L (-29),0,9:00,1,5,.200,0,0,,0,0,,0,0,0,0,1,0,1,2,2,-1.9,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
20,20,1982-03-05,26-320,CLE,@,POR,W (+1),0,5:00,0,1,.000,0,0,,0,0,,1,0,1,0,1,0,0,1,0,0.6,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
21,21,1982-03-07,26-322,CLE,@,DEN,L (-20),0,20:00,6,13,.462,0,2,.000,0,0,,1,3,4,6,1,0,4,4,12,6.5,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
22,22,1982-03-19,26-334,CLE,@,MIL,L (-22),0,6:00,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,1,1,2,-0.4,1982,evansmi01,https://www.basketball-reference.com/players/e/evansmi01/gamelog/1982
