Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1978-10-15,29-047,KCK,@,SEA,L (-10),1,11:00,1,4,.250,0,0,,1,4,5,0,,,,2,2,,1979,hillmda01,https://www.basketball-reference.com/players/h/hillmda01/gamelog/1979
2,2,1978-10-17,29-049,KCK,@,POR,L (-3),0,27:00,4,9,.444,2,2,1.000,3,3,6,1,1,0,1,6,10,6.6,1979,hillmda01,https://www.basketball-reference.com/players/h/hillmda01/gamelog/1979
3,3,1978-10-19,29-051,KCK,,HOU,W (+5),1,20:00,1,5,.200,1,2,.500,,,11,0,2,1,,3,3,,1979,hillmda01,https://www.basketball-reference.com/players/h/hillmda01/gamelog/1979
4,4,1978-10-21,29-053,KCK,,MIL,L (-4),1,24:00,4,9,.444,3,4,.750,,,14,0,1,1,,4,11,,1979,hillmda01,https://www.basketball-reference.com/players/h/hillmda01/gamelog/1979
5,5,1978-10-24,29-056,KCK,@,CHI,W (+6),0,10:00,1,1,1.000,0,0,,0,1,1,0,0,2,1,0,2,2.4,1979,hillmda01,https://www.basketball-reference.com/players/h/hillmda01/gamelog/1979
6,6,1978-10-25,29-057,KCK,,NOJ,W (+5),0,16:00,1,2,.500,0,0,,,,6,1,0,,,6,2,,1979,hillmda01,https://www.basketball-reference.com/players/h/hillmda01/gamelog/1979
7,7,1978-10-27,29-059,KCK,@,DET,L (-5),0,17:00,3,6,.500,1,2,.500,,,3,1,0,,,5,7,,1979,hillmda01,https://www.basketball-reference.com/players/h/hillmda01/gamelog/1979
8,8,1978-10-28,29-060,KCK,,PHO,W (+10),0,1:00,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,1979,hillmda01,https://www.basketball-reference.com/players/h/hillmda01/gamelog/1979
9,9,1978-10-31,29-063,KCK,@,MIL,L (-2),0,9:00,1,3,.333,0,4,.000,,,3,0,0,0,,1,2,,1979,hillmda01,https://www.basketball-reference.com/players/h/hillmda01/gamelog/1979
10,10,1978-11-01,29-064,KCK,,CLE,W (+15),0,15:00,1,2,.500,1,4,.250,2,4,6,0,0,0,1,2,3,1.6,1979,hillmda01,https://www.basketball-reference.com/players/h/hillmda01/gamelog/1979
11,11,1978-11-03,29-066,KCK,@,IND,L (-7),0,17:00,0,3,.000,2,5,.400,,,2,1,2,2,,2,2,,1979,hillmda01,https://www.basketball-reference.com/players/h/hillmda01/gamelog/1979
12,12,1978-11-04,29-067,KCK,,DEN,W (+2),0,14:00,2,4,.500,2,2,1.000,3,1,4,0,0,0,0,2,6,5.6,1979,hillmda01,https://www.basketball-reference.com/players/h/hillmda01/gamelog/1979
13,13,1978-11-08,29-071,KCK,@,GSW,W (+8),0,24:00,3,7,.429,9,9,1.000,0,7,7,2,0,0,1,4,15,12.2,1979,hillmda01,https://www.basketball-reference.com/players/h/hillmda01/gamelog/1979
