Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-18,26-260,GSW,@,PHO,L (-17),0,5:00,0,2,.000,6,7,.857,0,1,1,1,0,0,2,1,6,2.8,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
2,2,1977-10-19,26-261,GSW,,SEA,W (+32),0,4:00,2,2,1.000,1,1,1.000,0,2,2,0,0,0,2,1,5,2.6,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
3,3,1977-10-25,26-267,GSW,@,CHI,W (+7),0,3:00,0,0,,0,0,,0,1,1,0,0,0,0,2,0,-0.5,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
4,4,1977-10-26,26-268,GSW,@,DET,L (-16),0,6:00,0,2,.000,0,0,,0,1,1,0,0,0,0,1,0,-1.5,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
5,5,1977-10-28,26-270,GSW,,BUF,W (+7),0,8:00,1,3,.333,0,0,,0,1,1,0,0,0,0,0,2,0.6,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
6,6,1977-11-01,26-274,GSW,@,SAS,W (+11),0,5:00,0,1,.000,1,2,.500,0,0,0,0,0,0,0,1,1,-0.5,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
7,7,1977-11-09,26-282,GSW,,IND,W (+3),0,11:00,0,1,.000,4,4,1.000,0,1,1,0,0,0,1,5,4,0.6,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
8,8,1977-11-11,26-284,GSW,,KCK,L (-1),0,6:00,1,1,1.000,2,2,1.000,0,0,0,0,0,0,1,2,4,1.9,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
9,9,1977-11-13,26-286,GSW,@,LAL,L (-2),0,19:00,2,6,.333,1,3,.333,2,5,7,1,0,1,1,1,5,3.7,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
10,10,1978-02-03,27-003,BUF,,CLE,L (-3),0,1:00,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
11,11,1978-02-07,27-007,BUF,,LAL,L (-27),0,14:00,3,5,.600,3,4,.750,,,5,0,,,,2,9,,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
12,12,1978-02-08,27-008,BUF,@,MIL,L (-1),0,33:00,10,17,.588,2,3,.667,,,4,3,1,0,,4,22,,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
13,13,1978-02-10,27-010,BUF,,PHI,W (+6),1,35:00,8,16,.500,5,6,.833,,,6,3,,,,5,21,,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
14,14,1978-02-14,27-014,BUF,,SEA,W (+1),0,32:00,6,17,.353,7,7,1.000,3,5,8,1,,,,0,19,,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
15,15,1978-02-16,27-016,BUF,@,WSB,L (-14),0,21:00,3,11,.273,3,3,1.000,,,11,1,,,,2,9,,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
16,16,1978-02-17,27-017,BUF,,KCK,L (-8),0,22:00,7,11,.636,4,5,.800,,,4,0,0,0,,1,18,,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
17,17,1978-02-18,27-018,BUF,@,NYK,W (+10),0,4:00,0,0,,2,2,1.000,,,1,0,,,,1,2,,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
18,18,1978-02-21,27-021,BUF,,PHO,L (-3),0,26:00,6,10,.600,6,6,1.000,1,3,4,0,0,0,3,2,18,11.2,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
19,19,1978-02-24,27-024,BUF,,BOS,L (-7),0,10:00,2,5,.400,1,1,1.000,,,1,0,,,,3,5,,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
20,20,1978-02-25,27-025,BUF,,HOU,L (-4),1,42:00,7,13,.538,3,3,1.000,,,9,1,1,,,2,17,,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
21,21,1978-02-26,27-026,BUF,@,ATL,L (-2),0,10:00,0,4,.000,0,0,,,,4,0,,,,2,0,,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
22,22,1978-02-28,27-028,BUF,@,NOJ,L (-17),0,19:00,5,8,.625,0,0,,,,3,0,,,,3,10,,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
23,23,1978-03-01,27-029,BUF,@,HOU,W (+10),0,16:00,3,4,.750,1,1,1.000,,,4,0,,0,,2,7,,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
24,24,1978-03-02,27-030,BUF,@,SAS,L (-21),0,22:00,4,12,.333,2,3,.667,,,9,1,1,0,,1,10,,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
25,25,1978-03-04,27-032,BUF,,NJN,W (+4),0,17:00,3,9,.333,1,1,1.000,,,4,2,,,,2,7,,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
26,26,1978-03-05,27-033,BUF,@,NJN,L (-6),0,15:00,2,5,.400,0,0,,,,5,0,,,,1,4,,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
27,27,1978-03-08,27-036,BUF,,NOJ,W (+12),1,29:00,1,7,.143,3,4,.750,,,5,1,,,,2,5,,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
28,28,1978-03-10,27-038,BUF,,CLE,W (+1),0,22:00,3,6,.500,6,6,1.000,1,3,4,2,0,0,1,4,12,9.4,1978,mcneila01,https://www.basketball-reference.com/players/m/mcneila01/gamelog/1978
