Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,session,player,gamelog_url
1,1,1973-10-12,23-015,MIL,@,PHO,W (+23),0,4:00,0,2,0.0,,,,0,0,,0,0,0,1,1.0,0,,0,0,1974,terrych01,https://www.basketball-reference.com/players/t/terrych01/gamelog/1974
2,2,1973-10-14,23-017,MIL,@,SEA,L (-9),0,1:00,0,0,,,,,0,0,,0,0,0,0,,0,,0,0,1974,terrych01,https://www.basketball-reference.com/players/t/terrych01/gamelog/1974
3,3,1973-10-30,23-033,MIL,@,KCO,W (+34),0,8:00,0,3,0.0,,,,0,0,,0,0,0,2,,0,,1,0,1974,terrych01,https://www.basketball-reference.com/players/t/terrych01/gamelog/1974
4,4,1973-11-02,23-036,MIL,@,CLE,W (+18),0,4:00,2,2,1.0,,,,0,0,,0,1,1,0,0.0,0,,0,4,1974,terrych01,https://www.basketball-reference.com/players/t/terrych01/gamelog/1974
5,5,1973-11-03,23-037,MIL,,DET,W (+8),0,1:00,0,0,,,,,0,0,,0,0,0,0,,0,,1,0,1974,terrych01,https://www.basketball-reference.com/players/t/terrych01/gamelog/1974
6,6,1973-11-07,23-041,MIL,,LAL,W (+17),0,7:00,2,5,0.4,,,,0,0,,1,1,2,1,,0,,2,4,1974,terrych01,https://www.basketball-reference.com/players/t/terrych01/gamelog/1974
7,7,1973-11-10,23-044,MIL,,KCO,W (+1),0,7:00,0,0,,,,,0,0,,0,0,0,0,1.0,0,,0,0,1974,terrych01,https://www.basketball-reference.com/players/t/terrych01/gamelog/1974
