Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,session,player,gamelog_url
1,1,1973-10-09,23-281,LAL,@,CHI,W (+20),0,2:00,0,1,0.0,,,,0,0,,0,1,1,0,0.0,0.0,,0,0,1974,granttr01,https://www.basketball-reference.com/players/g/granttr01/gamelog/1974
2,2,1973-10-11,23-283,LAL,@,ATL,L (-27),0,1:00,0,0,,,,,0,0,,0,0,0,0,,,,0,0,1974,granttr01,https://www.basketball-reference.com/players/g/granttr01/gamelog/1974
3,3,1973-10-19,23-291,LAL,,SEA,W (+27),0,3:00,1,3,0.333,,,,1,3,0.333,0,0,0,0,0.0,0.0,,1,3,1974,granttr01,https://www.basketball-reference.com/players/g/granttr01/gamelog/1974
