Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1978-10-13,24-352,NOJ,@,WSB,L (-16),0,26:00,4,5,.800,0,1,.000,,,5,5,,,,3,8,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
2,2,1978-10-15,24-354,NOJ,,MIL,L (-11),0,13:00,2,4,.500,2,3,.667,,,2,0,0,1,2,3,6,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
3,3,1978-10-17,24-356,NOJ,,DET,W (+5),0,18:00,1,11,.091,0,0,,,,4,0,,,,4,2,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
4,4,1978-10-19,24-358,NOJ,,BOS,W (+5),0,14:00,2,4,.500,0,0,,1,2,3,0,1,1,2,2,4,2.2,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
5,5,1978-10-21,24-360,NOJ,@,PHI,L (-19),0,23:00,5,10,.500,2,4,.500,,,10,0,,,,2,12,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
6,6,1978-10-24,24-363,NOJ,@,CLE,L (-18),0,25:00,5,10,.500,3,3,1.000,4,3,7,2,1,0,0,3,13,12.9,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
7,7,1978-10-25,24-364,NOJ,@,KCK,L (-5),0,28:00,4,8,.500,0,0,,,,13,0,0,,,4,8,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
8,8,1978-10-26,25-000,NOJ,,NYK,W (+12),0,14:00,1,3,.333,0,0,,,,4,2,,,,2,2,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
9,9,1978-10-31,25-005,NOJ,,CHI,W (+5),0,35:00,5,12,.417,4,9,.444,9,11,20,1,2,9,1,6,14,20.8,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
10,10,1978-11-02,25-007,NOJ,,PHO,L (-7),0,22:00,1,7,.143,2,2,1.000,3,4,7,2,0,1,1,5,4,1.9,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
11,11,1978-11-04,25-009,NOJ,@,MIL,W (+8),0,10:00,1,3,.333,0,0,,,,2,1,1,1,,1,2,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
12,12,1978-11-07,25-012,NOJ,,SDC,L (-6),0,17:00,3,7,.429,0,0,,,,6,0,,3,1,4,6,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
13,13,1978-11-10,25-015,NOJ,,SAS,W (+11),0,9:00,0,2,.000,0,0,,,,3,0,0,1,2,4,0,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
14,14,1978-11-12,25-017,NOJ,@,PHO,L (-6),0,5:00,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
15,15,1978-11-14,25-019,NOJ,@,POR,L (-20),0,21:00,3,7,.429,0,0,,2,6,8,0,1,1,2,6,6,2.8,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
16,16,1978-11-15,25-020,NOJ,@,SEA,L (-17),0,29:00,6,11,.545,0,0,,3,5,8,0,,,,5,12,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
17,17,1978-11-17,25-022,NOJ,@,LAL,L (-12),0,9:00,1,1,1.000,0,0,,0,2,2,2,0,0,1,0,2,2.7,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
18,18,1978-11-18,25-023,NOJ,@,SDC,L (-3),0,20:00,4,4,1.000,3,4,.750,,,6,0,,0,0,3,11,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
19,19,1978-11-21,25-026,NOJ,,NJN,W (+22),0,18:00,4,4,1.000,1,2,.500,,,2,0,,,,2,9,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
20,20,1978-11-28,25-033,NOJ,,PHI,W (+4),0,9:00,1,2,.500,2,2,1.000,,,1,0,,,,0,4,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
21,21,1978-11-30,25-035,NOJ,,DEN,W (+6),0,5:00,0,1,.000,0,0,,1,1,2,0,0,1,0,3,0,-0.2,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
22,22,1978-12-01,25-036,NOJ,,WSB,L (-2),0,6:00,0,1,.000,0,0,,0,0,0,1,,,,1,0,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
23,23,1978-12-02,25-037,NOJ,@,ATL,L (-34),0,15:00,1,5,.200,0,0,,,,2,1,,,,2,2,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
24,24,1978-12-05,25-040,NOJ,,LAL,L (-12),0,10:00,0,1,.000,1,3,.333,1,2,3,0,0,1,1,2,1,-0.3,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
25,25,1978-12-12,25-047,NOJ,,IND,W (+6),0,14:00,1,3,.333,2,4,.500,,,4,0,,,,2,4,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
26,26,1978-12-13,25-048,NOJ,@,BOS,L (-6),0,8:00,1,1,1.000,0,0,,0,1,1,0,0,0,0,3,2,0.8,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
27,27,1978-12-16,25-051,NOJ,@,KCK,L (-28),0,36:00,6,10,.600,8,13,.615,,,13,1,1,2,,4,20,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
28,28,1978-12-17,25-052,NOJ,,GSW,L (-8),0,20:00,0,2,.000,2,2,1.000,1,2,3,1,0,0,1,3,2,0.4,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
29,29,1978-12-20,25-055,NOJ,@,DEN,L (-9),0,19:00,0,1,.000,8,8,1.000,0,3,3,1,0,0,1,2,8,7.1,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
30,30,1978-12-23,25-058,NOJ,@,IND,L (-24),0,31:00,10,14,.714,4,4,1.000,,,7,2,2,2,,4,24,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
31,31,1978-12-26,25-061,NOJ,@,LAL,W (+2),0,23:00,6,10,.600,1,2,.500,6,3,9,1,0,0,2,4,13,10.2,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
32,32,1978-12-27,25-062,NOJ,@,SEA,L (-19),0,21:00,3,9,.333,0,0,,4,1,5,1,,,,3,6,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
33,33,1978-12-29,25-064,NOJ,@,GSW,L (-12),0,23:00,0,5,.000,2,6,.333,0,7,7,1,0,0,1,5,2,-3.3,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
34,34,1979-01-02,25-068,NOJ,,LAL,W (+4),0,29:00,4,6,.667,4,6,.667,3,5,8,5,1,1,1,5,12,14.4,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
35,35,1979-01-03,25-069,NOJ,@,SAS,L (-26),0,7:00,0,3,.000,0,0,,,,1,0,0,0,1,1,0,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
36,36,1979-01-04,25-070,NOJ,,NJN,L (-13),0,7:00,0,1,.000,0,0,,,,3,1,,,,1,0,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
37,37,1979-01-06,25-072,NYK,,SAS,W (+3),0,12:00,4,5,.800,2,2,1.000,,,3,1,1,1,3,4,10,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
38,38,1979-01-09,25-075,NYK,,LAL,L (-12),0,23:00,3,6,.500,3,6,.500,3,2,5,1,0,0,3,6,9,2.8,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
39,39,1979-01-12,25-078,NYK,@,DEN,L (-7),0,32:00,2,4,.500,4,7,.571,2,6,8,2,1,2,2,4,8,8.2,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
40,40,1979-01-14,25-080,NYK,@,KCK,L (-20),1,28:00,5,10,.500,2,2,1.000,,,11,1,0,1,,4,12,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
41,41,1979-01-16,25-082,NYK,,DET,W (+1),1,30:00,5,10,.500,2,5,.400,,,6,1,,,,5,12,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
42,42,1979-01-19,25-085,NYK,,CLE,W (+4),1,27:00,1,7,.143,0,0,,,,5,1,,0,,4,2,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
43,43,1979-01-21,25-087,NYK,@,MIL,L (-24),1,34:00,7,8,.875,3,5,.600,,,5,0,0,0,0,3,17,,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
44,44,1979-01-23,25-089,NYK,@,LAL,L (-24),1,27:00,5,11,.455,2,3,.667,6,2,8,2,1,0,0,5,12,11.1,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
45,45,1979-01-24,25-090,NYK,@,GSW,L (-3),0,14:00,3,4,.750,0,0,,2,1,3,0,0,0,1,1,6,4.7,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
46,46,1979-01-26,25-092,NYK,@,PHO,L (-1),0,29:00,6,9,.667,6,6,1.000,3,1,4,0,0,0,3,4,18,11.9,1979,meriwjo01,https://www.basketball-reference.com/players/m/meriwjo01/gamelog/1979
