Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-22,23-022,ATL,,CLE,W (+6),1,28:00,11,25,.440,1,1,1.000,3,3,6,2,4,0,1,4,23,15.7,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
2,2,1977-10-25,23-025,ATL,@,BOS,L (-7),1,36:00,11,22,.500,2,5,.400,,,9,0,,,,3,24,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
3,3,1977-10-26,23-026,ATL,@,NJN,W (+3),1,39:00,9,15,.600,9,9,1.000,,,7,3,,,,4,27,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
4,4,1977-10-28,23-028,ATL,,LAL,W (+7),1,36:00,4,12,.333,3,4,.750,2,5,7,2,1,1,2,2,11,7.0,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
5,5,1977-11-01,23-032,ATL,,SEA,W (+3),1,29:00,7,19,.368,3,4,.750,1,6,7,3,2,,,2,17,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
6,6,1977-11-02,23-033,ATL,@,DET,W (+13),1,35:00,9,19,.474,4,5,.800,,,5,0,,,,4,22,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
7,7,1977-11-04,23-035,ATL,@,KCK,W (+1),1,36:00,10,20,.500,7,12,.583,,,9,3,1,1,,2,27,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
8,8,1977-11-05,23-036,ATL,,GSW,W (+6),1,34:00,5,9,.556,6,8,.750,1,3,4,2,4,0,4,3,16,12.7,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
9,9,1977-11-10,23-041,ATL,@,HOU,W (+31),1,20:00,10,15,.667,2,2,1.000,,,3,2,0,1,,4,22,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
10,10,1977-11-11,23-042,ATL,,POR,L (-40),1,27:00,7,11,.636,10,12,.833,2,3,5,2,1,0,1,5,24,20.0,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
11,11,1977-11-12,23-043,ATL,@,SAS,L (-17),1,30:00,7,16,.438,6,7,.857,,,9,2,1,0,6,3,20,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
12,12,1977-11-15,23-046,ATL,,PHI,L (-21),1,26:00,6,15,.400,7,10,.700,,,8,0,,,,6,19,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
13,13,1977-11-16,23-047,ATL,@,BOS,L (-26),1,32:00,6,14,.429,13,14,.929,,,4,3,,,,,25,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
14,14,1977-11-19,23-050,ATL,,NJN,W (+15),1,32:00,11,16,.688,13,16,.813,,,8,3,,,,3,35,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
15,15,1977-11-23,23-054,ATL,,DEN,W (+1),1,32:00,6,18,.333,4,4,1.000,1,5,6,3,2,1,5,5,16,5.8,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
16,16,1977-11-25,23-056,ATL,,MIL,L (-2),1,32:00,11,19,.579,8,10,.800,,,7,4,1,0,,4,30,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
17,17,1977-12-07,23-068,ATL,@,DEN,L (-7),0,22:00,8,13,.615,4,4,1.000,1,2,3,1,1,0,2,6,20,12.7,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
18,18,1977-12-09,23-070,ATL,,NYK,L (-19),1,37:00,9,22,.409,7,10,.700,,,16,3,,,,2,25,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
19,19,1977-12-10,23-071,ATL,@,CLE,L (-15),1,17:00,3,8,.375,3,6,.500,1,1,2,0,0,1,4,5,9,-0.9,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
20,20,1977-12-13,23-074,ATL,@,NYK,L (-1),1,33:00,5,14,.357,8,8,1.000,,,6,3,,,,3,18,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
21,21,1977-12-14,23-075,ATL,@,PHI,W (+9),1,35:00,7,15,.467,3,4,.750,,,10,1,,,,6,17,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
22,22,1977-12-16,23-077,ATL,,SAS,W (+16),1,29:00,9,22,.409,2,2,1.000,,,10,0,0,0,2,3,20,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
23,23,1977-12-18,23-079,ATL,,PHO,W (+5),1,37:00,8,16,.500,12,14,.857,4,6,10,7,2,0,1,6,28,27.3,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
24,24,1977-12-20,23-081,ATL,@,CHI,L (-8),1,31:00,6,18,.333,1,3,.333,3,4,7,1,1,0,3,2,13,3.2,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
25,25,1977-12-21,23-082,ATL,@,IND,L (-11),1,16:00,0,3,.000,0,0,,,,2,3,,,,1,0,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
26,26,1977-12-23,23-084,ATL,@,MIL,W (+16),1,37:00,6,14,.429,7,7,1.000,,,6,1,1,0,,2,19,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
27,27,1977-12-30,23-091,ATL,,DEN,L (-2),0,29:00,7,14,.500,11,13,.846,3,2,5,1,1,1,4,4,25,16.7,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
28,28,1978-01-03,23-095,ATL,,DET,L (-3),1,29:00,5,14,.357,2,4,.500,,,3,3,,,,4,12,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
29,29,1978-01-04,23-096,ATL,@,DET,L (-14),1,29:00,8,14,.571,8,9,.889,,,3,1,,,,2,24,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
30,30,1978-01-06,23-098,ATL,@,NOJ,L (-2),1,31:00,2,12,.167,4,6,.667,,,4,1,,,,5,8,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
31,31,1978-01-07,23-099,ATL,,HOU,W (+23),1,30:00,8,15,.533,9,10,.900,,,10,5,5,0,,1,25,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
32,32,1978-01-11,23-103,ATL,,WSB,W (+5),1,36:00,13,22,.591,9,13,.692,,,9,4,,,,1,35,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
33,33,1978-01-13,23-105,ATL,,SAS,L (-6),1,36:00,10,24,.417,5,7,.714,,,10,4,2,0,2,3,25,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
34,34,1978-01-14,23-106,ATL,@,KCK,L (-9),1,28:00,3,12,.250,2,3,.667,,,3,1,3,0,,3,8,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
35,35,1978-01-17,23-109,ATL,,KCK,W (+21),1,32:00,11,21,.524,5,8,.625,,,10,1,0,1,,2,27,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
36,36,1978-01-18,23-110,ATL,,NOJ,L (-2),1,31:00,4,12,.333,3,4,.750,,,6,4,,,,4,11,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
37,37,1978-01-19,23-111,ATL,,CHI,L (-10),1,31:00,9,16,.563,3,3,1.000,2,2,4,1,4,0,3,2,21,16.3,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
38,38,1978-01-21,23-113,ATL,,IND,W (+11),1,34:00,11,23,.478,6,8,.750,,,11,3,2,,,5,28,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
39,39,1978-01-22,23-114,ATL,@,CLE,L (-4),1,33:00,14,28,.500,3,4,.750,2,9,11,0,1,0,2,1,31,19.3,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
40,40,1978-01-27,23-119,ATL,,NYK,W (+9),1,31:00,9,18,.500,3,5,.600,,,6,3,,,,2,21,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
41,41,1978-01-29,23-121,ATL,,BUF,W (+5),1,40:00,15,29,.517,15,22,.682,,,17,4,7,0,,4,45,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
42,42,1978-01-31,23-123,ATL,@,CHI,L (-3),1,25:00,4,13,.308,1,2,.500,2,2,4,2,2,0,3,6,9,1.1,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
43,43,1978-02-02,23-125,ATL,@,IND,W (+2),1,35:00,8,17,.471,11,13,.846,,,7,2,1,0,,5,27,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
44,44,1978-02-08,23-131,ATL,@,DEN,L (-5),1,29:00,13,18,.722,4,4,1.000,0,2,2,2,6,0,4,6,30,24.2,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
45,45,1978-02-09,23-132,ATL,@,PHO,L (-27),1,41:00,13,21,.619,15,20,.750,3,6,9,1,2,2,6,5,41,29.5,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
46,46,1978-02-12,23-135,ATL,@,LAL,W (+13),1,43:00,21,33,.636,6,9,.667,7,5,12,3,3,0,5,5,48,36.6,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
47,47,1978-02-15,23-138,ATL,@,POR,L (-3),1,40:00,12,25,.480,8,9,.889,7,2,9,2,3,1,4,4,32,23.9,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
48,48,1978-02-17,23-140,ATL,@,NOJ,W (+9),1,37:00,13,22,.591,12,16,.750,,,12,2,,,,3,38,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
49,49,1978-02-18,23-141,ATL,@,HOU,L (-9),1,39:00,12,26,.462,17,19,.895,,,5,3,1,2,,4,41,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
50,50,1978-02-22,23-145,ATL,,PHO,W (+12),1,36:00,12,21,.571,10,16,.625,3,5,8,2,2,0,1,4,34,26.1,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
51,51,1978-02-23,23-146,ATL,@,SAS,L (-13),1,30:00,8,13,.615,8,12,.667,,,6,2,0,1,,4,24,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
52,52,1978-02-24,23-147,ATL,,GSW,L (-1),1,37:00,11,22,.500,3,4,.750,8,7,15,1,1,0,2,4,25,19.4,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
53,53,1978-02-26,23-149,ATL,,BUF,W (+2),1,36:00,14,25,.560,10,12,.833,,,6,2,,,,1,38,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
54,54,1978-02-28,23-151,ATL,,BOS,W (+32),1,21:00,8,11,.727,5,7,.714,,,6,1,,,,4,21,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
55,55,1978-03-01,23-152,ATL,@,NJN,L (-2),1,36:00,9,28,.321,6,8,.750,,,15,3,,,14,4,24,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
56,56,1978-03-03,23-154,ATL,,HOU,W (+23),1,31:00,11,17,.647,10,11,.909,,,11,2,2,0,,3,32,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
57,57,1978-03-05,23-156,ATL,,SEA,W (+7),1,32:00,10,25,.400,4,5,.800,6,6,12,2,,,,4,24,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
58,58,1978-03-07,23-158,ATL,,DET,W (+14),1,27:00,6,,,7,8,.875,,,15,,,,,,19,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
59,59,1978-03-08,23-159,ATL,@,PHI,L (-11),1,18:00,2,10,.200,4,9,.444,,,7,2,,0,,5,8,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
60,60,1978-03-10,23-161,ATL,,POR,W (+9),1,30:00,4,13,.308,2,2,1.000,3,7,10,0,0,0,3,5,10,1.7,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
61,61,1978-03-18,23-169,ATL,@,POR,L (-19),0,3:00,0,2,.000,2,2,1.000,0,0,0,0,0,0,0,0,2,0.6,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
62,62,1978-03-24,23-175,ATL,,NOJ,W (+2),1,41:00,7,17,.412,4,6,.667,,,3,3,,,,5,18,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
63,63,1978-03-25,23-176,ATL,@,WSB,L (-3),1,35:00,7,19,.368,7,10,.700,,,8,2,,,,6,21,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
64,64,1978-03-28,23-179,ATL,,LAL,W (+1),1,37:00,12,19,.632,6,10,.600,1,5,6,1,1,0,4,1,30,19.4,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
65,65,1978-03-31,23-182,ATL,,PHI,W (+1),1,,12,19,.632,10,13,.769,,,9,1,,,,6,34,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
66,66,1978-04-02,23-184,ATL,,NJN,W (+11),1,30:00,8,20,.400,11,17,.647,,,12,1,,,,4,27,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
67,67,1978-04-04,23-186,ATL,@,NYK,W (+4),1,35:00,8,19,.421,8,12,.667,,,6,3,,,,3,24,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
68,68,1978-04-05,23-187,ATL,@,BUF,W (+13),1,36:00,9,21,.429,3,5,.600,,,4,2,,,,2,21,,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
69,69,1978-04-07,23-189,ATL,,CLE,L (-2),1,34:00,12,23,.522,5,6,.833,2,1,3,0,0,2,1,4,29,17.8,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
70,70,1978-04-09,23-191,ATL,,CHI,W (+14),1,26:00,7,13,.538,5,9,.556,2,0,2,3,1,0,1,4,19,13.0,1978,drewjo01,https://www.basketball-reference.com/players/d/drewjo01/gamelog/1978
