Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,session,player,gamelog_url
41,41,1976-03-14,28-108,BUF,@,LAL,L (-28),0,19:00,2,6,.333,,,,1,2,.500,2,5,7,1,2,0,,3,5,1976,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1976
42,42,1976-03-16,28-110,BUF,@,POR,W (+17),0,20:00,2,4,.500,,,,0,0,,1,1,2,1,3,0,,4,4,1976,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1976
43,43,1976-03-17,28-111,BUF,@,SEA,L (-11),0,10:00,0,3,.000,,,,0,2,.000,,,1,0,,,,5,0,1976,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1976
44,44,1976-03-18,28-112,BUF,@,GSW,L (-1),0,6:00,0,0,,,,,0,0,,0,3,3,0,1,0,,0,0,1976,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1976
45,45,1976-03-20,28-114,BUF,,NOJ,W (+14),0,,0,,,,,,0,0,,,,,,,,,,0,1976,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1976
46,46,1976-03-21,28-115,BUF,@,DET,L (-6),0,17:00,1,6,.167,,,,0,0,,,,4,2,,,,1,2,1976,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1976
47,47,1976-03-23,28-117,BUF,,CHI,W (+13),0,5:00,0,0,,,,,2,2,1.000,0,0,0,2,1,0,,2,2,1976,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1976
48,48,1976-03-25,28-119,BUF,@,CLE,W (+15),0,6:00,1,3,.333,,,,0,0,,1,2,3,0,0,0,,1,2,1976,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1976
49,49,1976-03-26,28-120,BUF,@,MIL,L (-31),0,12:00,1,3,.333,,,,0,0,,,,4,0,0,0,,0,2,1976,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1976
50,50,1976-03-28,28-122,BUF,@,WSB,L (-23),0,10:00,0,1,.000,,,,0,0,,,,3,0,,,,1,0,1976,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1976
51,51,1976-03-30,28-124,BUF,,BOS,W (+10),0,3:00,0,0,,,,,0,0,,,,1,0,,,,0,0,1976,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1976
52,52,1976-03-31,28-125,BUF,@,PHI,L (-4),0,9:00,0,1,.000,,,,0,0,,0,0,0,1,,,,1,0,1976,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1976
53,53,1976-04-04,28-129,BUF,@,BOS,W (+3),0,12:00,1,3,.333,,,,0,0,,,,2,3,,,,1,2,1976,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1976
54,54,1976-04-06,28-131,BUF,,NYK,L (-4),0,21:00,5,12,.417,,,,1,3,.333,,,6,2,,,,6,11,1976,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1976
55,55,1976-04-08,28-133,BUF,@,NYK,W (+7),0,22:00,0,2,.000,,,,1,3,.333,,,7,2,,,,5,1,1976,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1976
56,56,1976-04-11,28-136,BUF,,KCK,W (+1),0,25:00,0,3,.000,,,,0,0,,,,4,3,0,0,,1,0,1976,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1976
