Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1974-10-17,31-193,SEA,@,PHO,L (-17),1,14:00,2,5,.400,2,2,1.000,1,2,3,1,2,0,5,6,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
2,2,1974-10-18,31-194,SEA,,DET,L (-5),1,18:00,0,6,.000,0,0,,,,5,0,,0,2,0,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
3,3,1974-10-20,31-196,SEA,,CLE,W (+7),1,30:00,3,9,.333,3,3,1.000,1,8,9,2,0,0,4,9,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
4,4,1974-10-23,31-199,SEA,,POR,W (+10),1,24:00,5,8,.625,2,2,1.000,2,2,4,5,0,1,0,12,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
5,5,1974-10-25,31-201,SEA,,PHO,W (+9),1,29:00,4,10,.400,5,7,.714,2,8,10,2,4,0,3,13,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
6,6,1974-10-27,31-203,SEA,@,POR,L (-26),1,25:00,1,5,.200,0,0,,1,2,3,1,1,1,0,2,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
7,7,1974-11-03,31-210,SEA,,MIL,W (+12),0,18:00,3,4,.750,2,2,1.000,,,5,3,0,0,0,8,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
8,8,1974-11-07,31-214,SEA,@,GSW,W (+11),1,19:00,2,3,.667,0,0,,1,7,8,3,0,0,2,4,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
9,9,1974-11-10,31-217,SEA,,PHI,W (+14),1,35:00,7,9,.778,6,9,.667,,,14,3,,0,2,20,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
10,10,1974-11-13,31-220,SEA,,LAL,W (+5),1,29:00,6,7,.857,3,4,.750,1,9,10,4,1,0,3,15,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
11,11,1974-11-15,31-222,SEA,@,DET,L (-14),1,21:00,2,6,.333,2,2,1.000,,,5,0,,,6,6,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
12,12,1974-11-16,31-223,SEA,@,NYK,L (-10),,34:00,6,8,.750,3,5,.600,,,11,1,,,3,15,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
13,13,1974-11-19,31-226,SEA,@,ATL,L (-9),1,36:00,8,13,.615,5,6,.833,,,11,4,,,4,21,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
14,14,1974-11-20,31-227,SEA,@,NOJ,W (+4),,37:00,4,10,.400,10,11,.909,,,8,1,,0,3,18,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
15,15,1974-11-22,31-229,SEA,,CHI,L (-4),1,22:00,0,5,.000,0,0,,2,5,7,4,0,0,0,0,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
16,16,1974-11-23,31-230,SEA,@,POR,W (+7),0,8:00,1,2,.500,0,0,,0,0,0,1,0,0,1,2,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
17,17,1974-11-24,31-231,SEA,,HOU,L (-15),0,2:00,0,1,.000,2,2,1.000,0,0,0,0,,,0,2,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
18,18,1974-11-26,31-233,SEA,@,CLE,L (-8),0,11:00,2,5,.400,1,2,.500,0,4,4,0,0,0,1,5,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
19,19,1974-11-27,31-234,SEA,@,BOS,L (-5),,17:00,2,7,.286,0,0,,0,0,0,1,,,3,4,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
20,20,1974-11-29,31-236,SEA,@,PHI,W (+2),0,13:00,2,7,.286,3,4,.750,,,6,1,,0,2,7,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
21,21,1974-11-30,31-237,SEA,@,WSB,L (-32),,20:00,2,6,.333,0,0,,,,4,0,,,0,4,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
22,22,1974-12-02,31-239,SEA,@,KCO,W (+4),1,32:00,4,10,.400,6,7,.857,,,5,2,,,2,14,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
23,23,1974-12-04,31-241,SEA,@,MIL,W (+9),1,37:00,6,12,.500,9,9,1.000,,,9,3,0,0,3,21,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
24,24,1974-12-06,31-243,SEA,,NOJ,W (+13),1,22:00,2,5,.400,6,6,1.000,,,6,0,,0,4,10,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
25,25,1974-12-07,31-244,SEA,@,GSW,L (-36),1,31:00,0,6,.000,2,2,1.000,2,2,4,2,0,0,0,2,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
26,26,1974-12-08,31-245,SEA,,ATL,L (-7),1,21:00,8,9,.889,0,1,.000,,,3,0,,,4,16,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
27,27,1974-12-11,31-248,SEA,,CLE,L (-2),1,14:00,1,3,.333,3,4,.750,2,2,4,1,0,0,1,5,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
28,28,1974-12-13,31-250,SEA,@,LAL,L (-16),1,26:00,6,9,.667,0,0,,3,7,10,0,1,0,4,12,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
29,29,1974-12-17,31-254,SEA,@,CHI,L (-3),1,21:00,1,4,.250,2,2,1.000,0,4,4,0,0,2,3,4,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
30,30,1974-12-18,31-255,SEA,@,DET,W (+3),1,41:00,6,12,.500,3,5,.600,,,11,5,,,4,15,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
31,31,1974-12-22,31-259,SEA,,DET,W (+18),1,33:00,6,10,.600,4,4,1.000,,,6,3,,,1,16,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
32,32,1974-12-27,31-264,SEA,,KCO,L (-10),1,36:00,0,3,.000,5,7,.714,,,11,2,,,3,5,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
33,33,1974-12-29,31-266,SEA,,BOS,L (-20),1,19:00,2,9,.222,0,0,,,,6,1,,,2,4,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
34,34,1975-01-04,31-272,SEA,,NOJ,W (+22),0,13:00,1,2,.500,2,2,1.000,,,2,2,,,1,4,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
35,35,1975-01-08,31-276,SEA,,NYK,L (-11),0,27:00,4,6,.667,0,1,.000,,,6,3,,,3,8,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
36,36,1975-01-10,31-278,SEA,,GSW,L (-25),0,18:00,3,9,.333,2,2,1.000,3,3,6,0,0,0,1,8,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
37,37,1975-01-12,31-280,SEA,,CHI,L (-4),1,40:00,7,18,.389,5,8,.625,,,9,6,,,4,19,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
38,38,1975-01-16,31-284,SEA,@,HOU,W (+2),1,45:00,9,15,.600,4,6,.667,,,14,3,,,4,22,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
39,39,1975-01-17,31-285,SEA,@,NOJ,L (-4),1,37:00,12,18,.667,4,4,1.000,,,13,0,,,5,28,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
40,40,1975-01-19,31-287,SEA,@,ATL,L (-8),1,29:00,3,4,.750,5,6,.833,,,11,0,,,5,11,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
41,41,1975-01-21,31-289,SEA,@,BUF,L (-10),1,27:00,6,9,.667,5,6,.833,,,6,3,,,3,17,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
42,42,1975-01-24,31-292,SEA,@,CHI,L (-5),1,31:00,6,8,.750,1,2,.500,0,4,4,2,1,0,4,13,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
43,43,1975-01-26,31-294,SEA,@,CLE,W (+3),1,20:00,1,6,.167,0,3,.000,3,3,6,1,1,0,3,2,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
44,44,1975-01-29,31-297,SEA,@,PHO,W (+14),1,27:00,6,9,.667,4,4,1.000,0,5,5,5,3,0,4,16,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
45,45,1975-01-31,31-299,SEA,,POR,W (+3),1,26:00,3,10,.300,1,2,.500,1,4,5,2,2,0,2,7,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
46,46,1975-02-01,31-300,SEA,@,POR,W (+2),1,28:00,6,10,.600,4,7,.571,2,6,8,4,1,0,4,16,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
47,47,1975-02-02,31-301,SEA,@,LAL,W (+7),1,30:00,3,5,.600,6,6,1.000,1,14,15,6,0,0,2,12,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
48,48,1975-02-05,31-304,SEA,,PHO,L (-5),1,28:00,5,7,.714,2,3,.667,0,5,5,3,0,0,3,12,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
49,49,1975-02-06,31-305,SEA,@,PHO,L (-7),1,30:00,6,12,.500,0,0,,1,8,9,0,0,0,2,12,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
50,50,1975-02-07,31-306,SEA,,WSB,L (-23),1,21:00,1,7,.143,0,0,,,,3,3,,0,1,2,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
51,51,1975-02-09,31-308,SEA,,BUF,L (-6),1,34:00,4,10,.400,1,2,.500,,,18,2,,0,4,9,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
52,52,1975-02-12,31-311,SEA,,HOU,W (+1),1,19:00,3,8,.375,0,0,,,,5,2,,0,1,6,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
53,53,1975-02-14,31-313,SEA,@,POR,L (-2),0,18:00,0,3,.000,4,4,1.000,2,5,7,1,1,0,3,4,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
54,54,1975-02-23,31-322,SEA,,PHI,L (-14),0,10:00,2,3,.667,0,0,,,,3,0,,0,0,4,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
55,55,1975-02-25,31-324,SEA,@,NYK,W (+1),,10:00,1,7,.143,1,1,1.000,,,6,0,,,1,3,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
56,56,1975-02-26,31-325,SEA,@,WSB,L (-6),,26:00,3,8,.375,2,2,1.000,,,4,0,,,3,8,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
57,57,1975-02-28,31-327,SEA,@,PHI,L (-1),0,26:00,2,5,.400,0,0,,,,11,3,,,1,4,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
58,58,1975-03-02,31-329,SEA,@,BOS,W (+7),,10:00,3,3,1.000,2,2,1.000,,,6,0,,,3,8,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
59,59,1975-03-04,31-331,SEA,@,BUF,L (-7),0,14:00,1,5,.200,0,0,,,,5,1,,,2,2,1975,foxji01,https://www.basketball-reference.com/players/f/foxji01/gamelog/1975
