Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1975-10-23,32-104,WSB,,KCK,W (+12),0,10:00,2,3,.667,0,0,,0,0,0,0,,0,3,4,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
2,2,1975-11-01,32-113,WSB,@,GSW,L (-11),0,18:00,4,11,.364,0,0,,0,0,0,2,1,0,2,8,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
3,3,1975-11-02,32-114,WSB,@,SEA,W (+9),0,17:00,6,8,.750,4,4,1.000,0,0,0,4,,,4,16,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
4,4,1975-11-04,32-116,WSB,,CLE,W (+17),0,11:00,2,3,.667,2,2,1.000,0,1,1,2,1,0,1,6,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
5,5,1975-11-06,32-118,WSB,,SEA,W (+10),0,15:00,3,5,.600,0,0,,,,2,1,,,1,6,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
6,6,1975-11-08,32-120,WSB,,MIL,L (-4),0,11:00,1,3,.333,0,0,,0,0,0,0,0,,1,2,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
7,7,1975-11-11,32-123,WSB,@,BUF,W (+15),0,20:00,9,11,.818,0,0,,,,3,2,,,2,18,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
8,8,1975-11-13,32-125,WSB,,BOS,W (+3),0,13:00,2,2,1.000,1,2,.500,,,1,1,,,1,5,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
9,9,1975-11-14,32-126,WSB,@,ATL,L (-9),0,26:00,5,7,.714,6,6,1.000,,,1,1,,,2,16,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
10,10,1975-11-15,32-127,WSB,@,PHI,L (-1),0,,3,7,.429,2,2,1.000,,,1,1,,,3,8,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
11,11,1975-11-20,32-132,WSB,,ATL,W (+9),1,36:00,4,9,.444,4,5,.800,,,6,4,,,2,12,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
12,12,1975-11-22,32-134,WSB,,GSW,L (-40),1,17:00,1,4,.250,2,2,1.000,0,3,3,2,0,0,3,4,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
13,13,1975-11-26,32-138,WSB,@,HOU,L (-12),0,3:00,0,0,,0,0,,0,0,0,0,0,0,0,0,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
14,14,1975-12-12,32-154,WSB,@,BOS,L (-22),0,7:00,1,4,.250,0,0,,,,2,0,,,1,2,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
15,15,1975-12-16,32-158,WSB,,BUF,W (+6),0,6:00,1,1,1.000,0,0,,0,0,0,1,,,1,2,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
16,16,1975-12-19,32-161,WSB,@,BUF,L (-16),0,9:00,1,3,.333,2,3,.667,,,1,1,,,0,4,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
17,17,1975-12-20,32-162,WSB,,DET,W (+12),0,6:00,1,2,.500,0,0,,0,0,0,1,,,0,2,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
18,18,1975-12-23,32-165,WSB,@,DET,W (+18),0,4:00,0,1,.000,0,0,,,,1,1,,,1,0,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
19,19,1975-12-30,32-172,WSB,,CHI,W (+15),0,4:00,0,0,,0,0,,0,0,0,0,0,0,0,0,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
20,20,1976-01-03,32-176,WSB,,PHI,W (+15),0,12:00,4,7,.571,2,2,1.000,,,1,1,,,2,10,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
21,21,1976-01-06,32-179,WSB,@,KCK,W (+5),0,16:00,4,9,.444,1,1,1.000,,,3,0,2,0,4,9,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
22,22,1976-01-09,32-182,WSB,@,BOS,L (-5),0,34:00,6,11,.545,0,0,,0,0,0,2,,,6,12,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
23,23,1976-01-10,32-183,WSB,,MIL,W (+20),1,40:00,11,,,3,3,1.000,,,,6,,,,25,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
24,24,1976-01-11,32-184,WSB,@,CLE,L (-2),1,42:00,11,18,.611,0,0,,0,1,1,3,1,2,3,22,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
25,25,1976-01-14,32-187,WSB,,CLE,W (+4),0,31:00,6,12,.500,0,0,,,,3,0,,,3,12,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
26,26,1976-01-16,32-189,WSB,,SEA,W (+15),0,20:00,7,10,.700,1,1,1.000,,,3,2,,,1,15,1976,haskicl01,https://www.basketball-reference.com/players/h/haskicl01/gamelog/1976
