Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,session,player,gamelog_url
1,1,1948-11-01,25-252,STB,@,INJ,L (-4),,,8,,,1,1,1.000,,,5,17,1949,maughar01,https://www.basketball-reference.com/players/m/maughar01/gamelog/1949
2,2,1948-11-06,25-257,STB,,FTW,W (+10),,,1,12,.083,4,7,.571,,,6,6,1949,maughar01,https://www.basketball-reference.com/players/m/maughar01/gamelog/1949
3,3,1948-11-09,25-260,STB,,NYK,W (+4),,,3,,,7,10,.700,,,,13,1949,maughar01,https://www.basketball-reference.com/players/m/maughar01/gamelog/1949
4,4,1948-11-13,25-264,STB,,PHW,W (+1),,,2,15,.133,7,7,1.000,,,1,11,1949,maughar01,https://www.basketball-reference.com/players/m/maughar01/gamelog/1949
5,5,1948-11-16,25-267,STB,,BOS,W (+5),,,4,,,7,10,.700,,,,15,1949,maughar01,https://www.basketball-reference.com/players/m/maughar01/gamelog/1949
6,6,1948-11-19,25-270,STB,,BLB,W (+10),,,6,,,6,9,.667,,,,18,1949,maughar01,https://www.basketball-reference.com/players/m/maughar01/gamelog/1949
7,7,1948-11-20,25-271,STB,,BLB,L (-21),,,1,,,11,18,.611,,,,13,1949,maughar01,https://www.basketball-reference.com/players/m/maughar01/gamelog/1949
8,8,1948-11-25,25-276,STB,,PRO,W (+2),,,4,,,3,6,.500,,,,11,1949,maughar01,https://www.basketball-reference.com/players/m/maughar01/gamelog/1949
9,9,1948-11-27,25-278,STB,,MNL,L (-16),,,0,,,0,4,.000,,,,0,1949,maughar01,https://www.basketball-reference.com/players/m/maughar01/gamelog/1949
10,10,1948-12-01,25-282,STB,,CHS,W (+11),,,3,,,1,2,.500,,,,7,1949,maughar01,https://www.basketball-reference.com/players/m/maughar01/gamelog/1949
11,11,1948-12-04,25-285,STB,,FTW,W (+14),,,0,,,2,3,.667,,,,2,1949,maughar01,https://www.basketball-reference.com/players/m/maughar01/gamelog/1949
12,12,1948-12-05,25-286,STB,@,MNL,L (-10),,,0,,,1,3,.333,,,,1,1949,maughar01,https://www.basketball-reference.com/players/m/maughar01/gamelog/1949
13,13,1948-12-08,25-289,STB,@,FTW,L (-10),,,0,,,3,3,1.000,,,,3,1949,maughar01,https://www.basketball-reference.com/players/m/maughar01/gamelog/1949
14,14,1948-12-10,25-291,STB,,WSC,W (+5),,,10,,,2,2,1.000,,,,22,1949,maughar01,https://www.basketball-reference.com/players/m/maughar01/gamelog/1949
15,15,1948-12-11,25-292,STB,@,WSC,L (-24),,,3,,,0,2,.000,,,,6,1949,maughar01,https://www.basketball-reference.com/players/m/maughar01/gamelog/1949
16,16,1948-12-13,25-294,STB,@,BOS,L (-4),,,6,,,4,4,1.000,,,,16,1949,maughar01,https://www.basketball-reference.com/players/m/maughar01/gamelog/1949
17,17,1948-12-14,25-295,STB,@,PHW,L (-13),,,6,17,.353,3,3,1.000,,1,3,15,1949,maughar01,https://www.basketball-reference.com/players/m/maughar01/gamelog/1949
18,18,1948-12-16,25-297,STB,@,BLB,W (+3),,,2,,,1,1,1.000,,,,5,1949,maughar01,https://www.basketball-reference.com/players/m/maughar01/gamelog/1949
19,19,1948-12-18,25-299,STB,@,NYK,L (-9),,,7,,,4,6,.667,,,,18,1949,maughar01,https://www.basketball-reference.com/players/m/maughar01/gamelog/1949
