Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-18,22-095,KCK,@,NYK,L (-7),1,39:00,9,15,.600,5,6,.833,,,14,0,0,0,,4,23,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
2,2,1977-10-19,22-096,KCK,@,BUF,L (-4),1,35:00,5,10,.500,2,2,1.000,,,9,2,,,,3,12,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
3,3,1977-10-21,22-098,KCK,,HOU,W (+1),1,42:00,7,17,.412,2,2,1.000,,,13,2,2,6,,4,16,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
4,4,1977-10-22,22-099,KCK,@,IND,L (-5),1,26:00,7,17,.412,3,6,.500,,,5,3,0,0,,5,17,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
5,5,1977-10-25,22-102,KCK,@,PHI,L (-8),1,26:00,5,12,.417,3,4,.750,,,7,1,0,1,,5,13,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
6,6,1977-10-27,22-104,KCK,@,CLE,W (+15),1,30:00,6,15,.400,4,6,.667,3,8,11,5,3,1,0,2,16,18.0,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
7,7,1977-10-29,22-106,KCK,,WSB,W (+14),1,27:00,4,10,.400,1,4,.250,,,7,0,,,,6,9,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
8,8,1977-11-01,22-109,KCK,@,MIL,L (-20),1,17:00,3,6,.500,0,0,,,,2,3,0,0,,6,6,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
9,9,1977-11-02,22-110,KCK,,NOJ,W (+2),1,40:00,6,13,.462,10,11,.909,,,17,2,0,1,,4,22,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
10,10,1977-11-04,22-112,KCK,,ATL,L (-1),1,31:00,8,17,.471,3,4,.750,,,12,0,1,2,,6,19,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
11,11,1977-11-06,22-114,KCK,@,SEA,W (+16),1,39:00,7,15,.467,3,4,.750,4,3,7,3,0,0,,3,17,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
12,12,1977-11-08,22-116,KCK,@,POR,L (-26),1,35:00,7,11,.636,4,4,1.000,1,8,9,0,0,0,4,3,18,11.0,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
13,13,1977-11-11,22-119,KCK,@,GSW,W (+1),1,30:00,3,7,.429,1,2,.500,1,9,10,1,0,0,2,4,7,3.4,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
14,14,1977-11-12,22-120,KCK,@,DEN,L (-5),1,34:00,6,13,.462,2,4,.500,3,6,9,1,2,0,4,2,14,8.3,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
15,15,1977-11-15,22-123,KCK,@,SAS,L (-6),1,32:00,5,14,.357,0,0,,,,12,1,0,0,0,4,10,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
16,16,1977-11-19,22-127,KCK,,WSB,L (-6),1,38:00,7,15,.467,3,5,.600,,,11,1,,,,5,17,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
17,17,1977-11-23,22-131,KCK,,MIL,L (-6),1,32:00,6,17,.353,0,1,.000,,,7,2,1,0,,4,12,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
18,18,1977-11-26,22-134,KCK,,BOS,W (+2),0,16:00,1,4,.250,2,3,.667,,,2,3,,,,1,4,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
19,19,1977-11-30,22-138,KCK,,SEA,L (-2),0,25:00,4,6,.667,0,0,,3,3,6,0,0,1,,1,8,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
20,20,1977-12-02,22-140,KCK,,DET,W (+11),1,30:00,6,13,.462,5,6,.833,,,8,0,1,0,,5,17,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
21,21,1977-12-03,22-141,KCK,,NJN,W (+3),1,30:00,4,9,.444,0,0,,,,16,2,0,1,,6,8,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
22,22,1977-12-06,22-144,KCK,,PHO,L (-11),1,39:00,6,11,.545,1,2,.500,2,10,12,1,0,1,1,5,13,10.1,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
23,23,1977-12-07,22-145,KCK,@,BOS,L (-4),1,8:00,1,2,.500,0,0,,,,2,0,0,0,,0,2,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
24,24,1977-12-09,22-147,KCK,@,NJN,L (-8),1,32:00,9,15,.600,0,1,.000,,,6,1,0,2,,6,18,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
25,25,1977-12-10,22-148,KCK,,GSW,L (-5),1,43:00,7,17,.412,3,3,1.000,4,16,20,4,0,2,2,5,17,15.7,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
26,26,1977-12-14,22-152,KCK,,DEN,W (+26),1,29:00,4,10,.400,0,0,,0,7,7,0,4,0,2,4,8,5.1,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
27,27,1977-12-17,22-155,KCK,,NOJ,W (+22),1,38:00,3,13,.231,4,5,.800,,,7,2,2,4,,1,10,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
28,28,1977-12-18,22-156,KCK,,IND,W (+1),1,30:00,2,8,.250,0,0,,,,13,4,1,1,,5,4,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
29,29,1977-12-22,22-160,KCK,,CHI,W (+3),1,25:00,3,9,.333,0,0,,0,3,3,0,0,2,2,5,6,-0.8,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
30,30,1977-12-25,22-163,KCK,,MIL,L (-9),1,37:00,10,19,.526,9,11,.818,,,16,1,2,1,,6,29,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
31,31,1977-12-26,22-164,KCK,@,HOU,L (-14),1,32:00,10,15,.667,1,1,1.000,,,8,0,1,0,,6,21,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
32,32,1977-12-29,22-167,KCK,@,PHO,L (-6),1,29:00,7,10,.700,0,0,,1,6,7,0,1,1,8,4,14,4.4,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
33,33,1977-12-30,22-168,KCK,@,LAL,L (-10),1,42:00,11,17,.647,2,2,1.000,3,12,15,3,3,1,1,5,24,25.0,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
34,34,1978-01-01,22-170,KCK,@,POR,L (-5),1,27:00,7,18,.389,2,3,.667,6,7,13,0,0,2,3,6,16,8.1,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
35,35,1978-01-04,22-173,KCK,@,SEA,L (-6),1,33:00,6,19,.316,5,6,.833,4,6,10,2,1,0,,5,17,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
36,36,1978-01-07,22-176,KCK,,NYK,L (-7),1,36:00,6,11,.545,0,2,.000,,,13,1,2,2,,5,12,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
37,37,1978-01-08,22-177,KCK,@,MIL,L (-10),1,33:00,7,11,.636,2,2,1.000,,,12,1,2,1,,4,16,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
38,38,1978-01-10,22-179,KCK,@,WSB,L (-8),1,25:00,4,8,.500,0,0,,,,3,2,0,0,,5,8,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
39,39,1978-01-11,22-180,KCK,,LAL,W (+8),1,35:00,5,11,.455,0,0,,3,8,11,3,3,0,3,4,10,9.3,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
40,40,1978-01-13,22-182,KCK,@,IND,L (-2),1,36:00,7,12,.583,7,9,.778,,,11,3,2,5,,5,21,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
41,41,1978-01-14,22-183,KCK,,ATL,W (+9),1,39:00,6,10,.600,4,4,1.000,,,11,5,0,2,,3,16,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
42,42,1978-01-17,22-186,KCK,@,ATL,L (-21),1,23:00,2,6,.333,2,2,1.000,,,8,0,2,1,,5,6,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
43,43,1978-01-18,22-187,KCK,,PHI,L (-20),1,40:00,10,20,.500,1,1,1.000,,,15,1,1,2,,3,21,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
44,44,1978-01-22,22-191,KCK,@,NJN,W (+8),1,25:00,8,12,.667,0,0,,,,6,3,0,1,,5,16,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
45,45,1978-01-24,22-193,KCK,,POR,L (-23),1,28:00,10,19,.526,0,0,,3,5,8,2,1,3,0,3,20,17.6,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
46,46,1978-01-26,22-195,KCK,@,NYK,L (-7),1,34:00,6,10,.600,0,0,,,,12,2,0,1,,6,12,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
47,47,1978-01-27,22-196,KCK,@,NOJ,L (-17),1,38:00,7,11,.636,2,2,1.000,,,7,3,1,1,,3,16,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
48,48,1978-01-29,22-198,KCK,,SAS,L (-14),1,29:00,4,6,.667,0,0,,,,7,1,1,0,2,5,8,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
49,49,1978-01-31,22-200,KCK,,PHO,L (-10),1,29:00,4,12,.333,1,2,.500,2,2,4,3,0,0,2,5,9,1.9,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
50,50,1978-02-02,22-202,KCK,,DET,W (+12),1,38:00,7,17,.412,4,5,.800,,,12,1,1,0,,5,18,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
51,51,1978-02-08,22-208,KCK,,BOS,W (+4),1,30:00,5,13,.385,3,4,.750,,,9,1,5,1,,2,13,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
52,52,1978-02-10,22-210,KCK,,CHI,W (+13),1,30:00,4,12,.333,5,6,.833,5,5,10,0,2,0,0,4,13,11.2,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
53,53,1978-02-11,22-211,KCK,@,CHI,W (+5),1,14:00,1,3,.333,0,0,,0,1,1,1,1,0,3,6,2,-3.1,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
54,54,1978-02-12,22-212,KCK,,CLE,W (+13),1,23:00,3,8,.375,2,2,1.000,0,5,5,0,2,0,1,3,8,4.9,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
55,55,1978-02-14,22-214,KCK,,HOU,W (+23),1,20:00,5,8,.625,0,0,,,,6,1,3,0,,5,10,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
56,56,1978-02-17,22-217,KCK,@,BUF,W (+8),1,25:00,10,15,.667,0,1,.000,,,9,1,0,2,,4,20,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
57,57,1978-02-18,22-218,KCK,@,CLE,L (-4),1,35:00,6,13,.462,1,1,1.000,3,8,11,3,1,0,3,5,13,8.9,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
58,58,1978-02-19,22-219,KCK,@,DET,L (-3),1,13:00,2,4,.500,2,2,1.000,,,1,3,0,0,,5,6,,1978,washiri01,https://www.basketball-reference.com/players/w/washiri01/gamelog/1978
