Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1973-10-10,25-073,PHO,,SEA,W (+4),1,24:00,4,9,.444,0,0,,1,8,9,6,0,1,6,8,1974,walkne01,https://www.basketball-reference.com/players/w/walkne01/gamelog/1974
2,2,1973-10-12,25-075,PHO,,MIL,L (-23),1,17:00,2,9,.222,2,2,1.000,2,3,5,1,0,0,0,6,1974,walkne01,https://www.basketball-reference.com/players/w/walkne01/gamelog/1974
3,3,1973-10-14,25-077,PHO,,GSW,L (-25),1,34:00,6,13,.462,3,4,.750,3,4,7,2,0,3,2,15,1974,walkne01,https://www.basketball-reference.com/players/w/walkne01/gamelog/1974
4,4,1973-10-20,25-083,PHO,,ATL,W (+10),1,39:00,7,14,.500,5,9,.556,2,7,9,5,1,1,2,19,1974,walkne01,https://www.basketball-reference.com/players/w/walkne01/gamelog/1974
5,5,1973-10-21,25-084,PHO,@,SEA,L (-4),1,41:00,3,12,.250,2,5,.400,5,8,13,9,0,0,3,8,1974,walkne01,https://www.basketball-reference.com/players/w/walkne01/gamelog/1974
6,6,1973-10-23,25-086,PHO,@,GSW,L (-12),1,35:00,5,11,.455,7,7,1.000,5,6,11,3,2,2,4,17,1974,walkne01,https://www.basketball-reference.com/players/w/walkne01/gamelog/1974
7,7,1973-10-24,25-087,PHO,,DET,L (-16),1,34:00,5,18,.278,2,4,.500,4,6,10,4,0,0,3,12,1974,walkne01,https://www.basketball-reference.com/players/w/walkne01/gamelog/1974
8,8,1973-10-26,25-089,PHO,@,KCO,L (-5),1,30:00,3,10,.300,5,6,.833,2,3,5,0,1,0,4,11,1974,walkne01,https://www.basketball-reference.com/players/w/walkne01/gamelog/1974
9,9,1973-10-27,25-090,PHO,@,MIL,L (-9),1,38:00,9,20,.450,3,4,.750,5,5,10,3,0,0,5,21,1974,walkne01,https://www.basketball-reference.com/players/w/walkne01/gamelog/1974
10,10,1973-10-30,25-093,PHO,@,ATL,L (-21),1,28:00,5,15,.333,1,2,.500,2,7,9,1,0,0,2,11,1974,walkne01,https://www.basketball-reference.com/players/w/walkne01/gamelog/1974
