Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,session,player,gamelog_url
1,1,1964-10-17,30-159,CIN,@,STL,L (-3),,28:00,4,13,.308,2,3,.667,2,2,5,10,1965,twymaja01,https://www.basketball-reference.com/players/t/twymaja01/gamelog/1965
2,2,1964-10-18,30-160,CIN,,SFW,W (+9),,34:00,12,21,.571,7,8,.875,5,4,3,31,1965,twymaja01,https://www.basketball-reference.com/players/t/twymaja01/gamelog/1965
3,3,1964-10-20,30-162,CIN,,LAL,W (+8),,,9,14,.643,2,2,1.000,2,1,3,20,1965,twymaja01,https://www.basketball-reference.com/players/t/twymaja01/gamelog/1965
4,4,1964-10-25,30-167,CIN,,PHI,W (+2),,,5,11,.455,1,2,.500,6,0,5,11,1965,twymaja01,https://www.basketball-reference.com/players/t/twymaja01/gamelog/1965
5,5,1964-10-30,30-172,CIN,,STL,W (+1),,,6,13,.462,1,1,1.000,1,1,3,13,1965,twymaja01,https://www.basketball-reference.com/players/t/twymaja01/gamelog/1965
6,6,1964-10-31,30-173,CIN,@,BOS,L (-28),,22:00,4,10,.400,4,5,.800,2,0,1,12,1965,twymaja01,https://www.basketball-reference.com/players/t/twymaja01/gamelog/1965
7,7,1964-11-01,30-174,CIN,,DET,W (+13),,,7,19,.368,2,3,.667,5,3,2,16,1965,twymaja01,https://www.basketball-reference.com/players/t/twymaja01/gamelog/1965
8,8,1964-11-06,30-179,CIN,,BAL,L (-5),,,7,16,.438,0,0,,7,1,3,14,1965,twymaja01,https://www.basketball-reference.com/players/t/twymaja01/gamelog/1965
9,9,1964-11-07,30-180,CIN,@,PHI,L (-2),,24:00,2,7,.286,5,6,.833,5,1,4,9,1965,twymaja01,https://www.basketball-reference.com/players/t/twymaja01/gamelog/1965
10,10,1964-11-08,30-181,CIN,,BOS,L (-3),,,2,8,.250,6,6,1.000,7,1,3,10,1965,twymaja01,https://www.basketball-reference.com/players/t/twymaja01/gamelog/1965
11,11,1964-11-11,30-184,CIN,@,STL,W (+2),,28:00,7,14,.500,5,5,1.000,5,1,4,19,1965,twymaja01,https://www.basketball-reference.com/players/t/twymaja01/gamelog/1965
12,12,1964-11-13,30-186,CIN,,STL,W (+17),,38:00,10,18,.556,5,5,1.000,6,8,3,25,1965,twymaja01,https://www.basketball-reference.com/players/t/twymaja01/gamelog/1965
13,13,1964-11-14,30-187,CIN,@,NYK,W (+1),,,4,11,.364,3,4,.750,1,,4,11,1965,twymaja01,https://www.basketball-reference.com/players/t/twymaja01/gamelog/1965
14,14,1964-11-15,30-188,CIN,,SFW,L (-16),,15:00,1,5,.200,0,0,,2,0,1,2,1965,twymaja01,https://www.basketball-reference.com/players/t/twymaja01/gamelog/1965
15,15,1964-11-17,30-190,CIN,@,SFW,W (+6),,28:00,6,18,.333,0,1,.000,6,1,1,12,1965,twymaja01,https://www.basketball-reference.com/players/t/twymaja01/gamelog/1965
16,16,1964-11-18,30-191,CIN,@,LAL,W (+2),,,2,8,.250,2,3,.667,7,3,3,6,1965,twymaja01,https://www.basketball-reference.com/players/t/twymaja01/gamelog/1965
17,17,1964-11-20,30-193,CIN,@,LAL,L (-10),,,4,12,.333,2,3,.667,2,3,1,10,1965,twymaja01,https://www.basketball-reference.com/players/t/twymaja01/gamelog/1965
18,18,1964-11-21,30-194,CIN,@,SFW,W (+7),,37:00,9,21,.429,6,8,.750,3,2,3,24,1965,twymaja01,https://www.basketball-reference.com/players/t/twymaja01/gamelog/1965
