Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1976-10-21,33-112,IND,,BOS,L (-7),0,19:00,3,7,.429,2,3,.667,,,2,3,1,0,2,8,1977,lewisfr02,https://www.basketball-reference.com/players/l/lewisfr02/gamelog/1977
2,2,1976-10-22,33-113,IND,,DEN,L (-13),0,28:00,3,7,.429,3,6,.500,1,4,5,4,0,0,3,9,1977,lewisfr02,https://www.basketball-reference.com/players/l/lewisfr02/gamelog/1977
3,3,1976-10-23,33-114,IND,@,CHI,L (-5),1,29:00,2,8,.250,5,6,.833,1,2,3,4,1,0,2,9,1977,lewisfr02,https://www.basketball-reference.com/players/l/lewisfr02/gamelog/1977
4,4,1976-10-26,33-117,IND,,SEA,W (+30),1,22:00,1,7,.143,1,2,.500,,,1,4,0,0,0,3,1977,lewisfr02,https://www.basketball-reference.com/players/l/lewisfr02/gamelog/1977
5,5,1976-10-29,33-120,IND,@,NYN,W (+1),1,35:00,9,17,.529,6,7,.857,,,2,3,0,0,3,24,1977,lewisfr02,https://www.basketball-reference.com/players/l/lewisfr02/gamelog/1977
6,6,1976-10-30,33-121,IND,,KCK,W (+10),0,24:00,3,8,.375,2,2,1.000,,,2,3,1,0,3,8,1977,lewisfr02,https://www.basketball-reference.com/players/l/lewisfr02/gamelog/1977
7,7,1976-11-03,33-125,IND,,SAS,W (+16),0,24:00,8,13,.615,2,2,1.000,,,1,2,1,1,1,18,1977,lewisfr02,https://www.basketball-reference.com/players/l/lewisfr02/gamelog/1977
8,8,1976-11-05,33-127,IND,@,KCK,L (-9),0,28:00,10,17,.588,9,10,.900,,,1,2,2,1,2,29,1977,lewisfr02,https://www.basketball-reference.com/players/l/lewisfr02/gamelog/1977
9,9,1976-11-06,33-128,IND,@,SAS,L (-19),0,28:00,4,8,.500,1,2,.500,,,1,0,1,0,1,9,1977,lewisfr02,https://www.basketball-reference.com/players/l/lewisfr02/gamelog/1977
10,10,1976-11-11,33-133,IND,@,PHO,L (-10),0,16:00,1,5,.200,0,0,,0,1,1,2,1,0,2,2,1977,lewisfr02,https://www.basketball-reference.com/players/l/lewisfr02/gamelog/1977
