Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,session,player,gamelog_url
1,1,1970-10-14,23-186,BAL,,SDR,W (+18),,4:00,0,2,0.0,,,,2,2,1.0,,,2,1,,0,2,1971,stewade01,https://www.basketball-reference.com/players/s/stewade01/gamelog/1971
2,2,1970-10-20,23-192,BAL,,SFW,L (-20),0.0,2:00,1,2,0.5,,,,0,0,,,,1,0,,0,2,1971,stewade01,https://www.basketball-reference.com/players/s/stewade01/gamelog/1971
