Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,session,player,gamelog_url
1,1,1961-10-21,22-303,CIN,@,STL,W (+9),,1:00,1,1,1.000,0,0,,0,,0,2,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
2,2,1961-10-24,22-306,CIN,,LAL,L (-2),,,0,1,.000,1,1,1.000,3,,2,1,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
3,3,1961-10-26,22-308,CIN,@,NYK,L (-3),,,1,1,1.000,1,2,.500,0,,2,3,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
4,4,1961-10-29,22-311,CIN,,SYR,W (+7),,,0,2,.000,0,0,,0,0,0,0,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
5,5,1961-10-31,22-313,CIN,,NYK,L (-4),,,0,0,,0,0,,0,,1,0,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
6,6,1961-11-03,22-316,CIN,@,LAL,W (+18),,,2,2,1.000,0,0,,1,,0,4,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
7,7,1961-11-07,22-320,CIN,,NYK,W (+25),,,2,3,.667,2,2,1.000,5,0,0,6,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
8,8,1961-11-10,22-323,CIN,,CHP,W (+5),,,1,6,.167,1,1,1.000,5,0,1,3,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
9,9,1961-11-11,22-324,CIN,@,CHP,W (+10),,,0,0,,0,0,,0,,0,0,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
10,10,1961-11-12,22-325,CIN,,STL,W (+10),,,0,1,.000,1,2,.500,2,0,0,1,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
11,11,1961-11-14,22-327,CIN,,SYR,W (+4),,,0,0,,0,0,,0,,0,0,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
12,12,1961-11-15,22-328,CIN,@,PHW,L (-12),,,1,5,.200,0,0,,1,0,0,2,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
13,13,1961-11-16,22-329,CIN,,BOS,L (-6),,,0,0,,0,0,,0,0,0,0,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
14,14,1961-11-19,22-332,CIN,,DET,W (+16),,,0,1,.000,0,0,,0,,2,0,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
15,15,1961-11-21,22-334,CIN,,PHW,L (-7),,,0,1,.000,0,0,,1,0,1,0,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
16,16,1961-11-23,22-336,CIN,,SYR,L (-18),,,2,6,.333,1,1,1.000,6,,3,5,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
17,17,1961-11-26,22-339,CIN,,LAL,W (+15),,,1,5,.200,1,2,.500,2,1,1,3,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
18,18,1961-11-28,22-341,CIN,@,NYK,W (+14),,,2,2,1.000,0,0,,1,,0,4,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
19,19,1961-11-29,22-342,CIN,,SYR,L (-14),,,2,5,.400,0,0,,1,0,1,4,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
20,20,1961-11-30,22-343,CIN,,BOS,W (+3),,,0,0,,0,0,,1,,1,0,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
21,21,1961-12-03,22-346,CIN,,BOS,L (-23),,,0,2,.000,0,0,,2,,0,0,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
22,22,1961-12-10,22-353,CIN,,NYK,W (+40),,,3,10,.300,0,0,,8,2,1,6,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
23,23,1961-12-11,22-354,CIN,,CHP,W (+16),,,0,0,,0,0,,0,,1,0,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
24,24,1961-12-13,22-356,CIN,@,SYR,W (+10),,1:00,0,0,,0,0,,0,0,0,0,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
25,25,1961-12-14,22-357,CIN,,DET,L (-4),,,0,4,.000,0,0,,1,1,0,0,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
26,26,1961-12-16,22-359,CIN,@,DET,W (+11),,,0,2,.000,0,0,,1,,0,0,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
27,27,1961-12-23,23-001,CIN,,DET,L (-9),,,0,1,.000,0,0,,2,,0,0,1962,wiesebo01,https://www.basketball-reference.com/players/w/wiesebo01/gamelog/1962
