Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1978-10-15,30-201,KCK,@,SEA,L (-10),1,24:00,3,7,.429,1,3,.333,3,3,6,3,,,,4,7,,1979,laceysa01,https://www.basketball-reference.com/players/l/laceysa01/gamelog/1979
2,2,1978-10-17,30-203,KCK,@,POR,L (-3),1,16:00,2,4,.500,3,3,1.000,2,2,4,2,0,0,2,6,7,4.0,1979,laceysa01,https://www.basketball-reference.com/players/l/laceysa01/gamelog/1979
3,3,1978-10-19,30-205,KCK,,HOU,W (+5),1,25:00,2,5,.400,0,0,,,,4,2,2,1,,5,4,,1979,laceysa01,https://www.basketball-reference.com/players/l/laceysa01/gamelog/1979
4,4,1978-10-21,30-207,KCK,,MIL,L (-4),1,29:00,5,12,.417,2,4,.500,,,10,1,2,2,,4,12,,1979,laceysa01,https://www.basketball-reference.com/players/l/laceysa01/gamelog/1979
5,5,1978-10-24,30-210,KCK,@,CHI,W (+6),0,26:00,6,9,.667,0,1,.000,0,4,4,1,0,4,2,5,12,8.4,1979,laceysa01,https://www.basketball-reference.com/players/l/laceysa01/gamelog/1979
6,6,1978-10-25,30-211,KCK,,NOJ,W (+5),1,34:00,8,11,.727,3,4,.750,,,12,3,0,,,4,19,,1979,laceysa01,https://www.basketball-reference.com/players/l/laceysa01/gamelog/1979
7,7,1978-10-27,30-213,KCK,@,DET,L (-5),1,37:00,2,5,.400,1,4,.250,,,7,7,0,7,,4,5,,1979,laceysa01,https://www.basketball-reference.com/players/l/laceysa01/gamelog/1979
8,8,1978-10-28,30-214,KCK,,PHO,W (+10),1,34:00,4,11,.364,2,2,1.000,2,5,7,7,1,1,5,5,10,6.4,1979,laceysa01,https://www.basketball-reference.com/players/l/laceysa01/gamelog/1979
9,9,1978-10-31,30-217,KCK,@,MIL,L (-2),1,33:00,5,8,.625,1,2,.500,,,8,9,1,2,,5,11,,1979,laceysa01,https://www.basketball-reference.com/players/l/laceysa01/gamelog/1979
10,10,1978-11-01,30-218,KCK,,CLE,W (+15),1,34:00,4,8,.500,2,4,.500,3,8,11,5,4,1,0,1,10,17.5,1979,laceysa01,https://www.basketball-reference.com/players/l/laceysa01/gamelog/1979
11,11,1978-11-03,30-220,KCK,@,IND,L (-7),1,29:00,3,7,.429,2,3,.667,,,12,5,0,2,,4,8,,1979,laceysa01,https://www.basketball-reference.com/players/l/laceysa01/gamelog/1979
12,12,1978-11-04,30-221,KCK,,DEN,W (+2),1,30:00,3,10,.300,2,2,1.000,4,7,11,2,1,2,1,5,8,7.9,1979,laceysa01,https://www.basketball-reference.com/players/l/laceysa01/gamelog/1979
13,13,1978-11-08,30-225,KCK,@,GSW,W (+8),1,34:00,3,5,.600,2,3,.667,2,8,10,4,2,1,4,3,8,9.4,1979,laceysa01,https://www.basketball-reference.com/players/l/laceysa01/gamelog/1979
14,14,1978-11-10,30-227,KCK,@,LAL,L (-9),1,18:00,1,4,.250,0,0,,1,3,4,2,1,2,5,6,2,-2.4,1979,laceysa01,https://www.basketball-reference.com/players/l/laceysa01/gamelog/1979
