Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,session,player,gamelog_url
1,1,1975-03-02,29-216,SSL,@,INA,L (-5),0.0,15:00,1,3.0,0.333,0,0.0,,0,0,,,,5.0,0.0,,,,1.0,2,,1975,https://www.basketball-reference.com/players/m/moorege01/gamelog/1975/aba/
2,2,1975-03-04,29-218,SSL,,NYA,L (-4),0.0,11:00,0,2.0,0.0,0,,,0,0,,,,5.0,2.0,,,,2.0,0,,1975,https://www.basketball-reference.com/players/m/moorege01/gamelog/1975/aba/
3,3,1975-03-06,29-220,SSL,,DNA,L (-12),,,0,,,0,,,0,0,,,,,,,,,,0,,1975,https://www.basketball-reference.com/players/m/moorege01/gamelog/1975/aba/
4,4,1975-03-07,29-221,SSL,@,NYA,L (-19),0.0,16:00,5,9.0,0.556,0,,,2,2,1.0,,,10.0,0.0,,,,3.0,12,,1975,https://www.basketball-reference.com/players/m/moorege01/gamelog/1975/aba/
5,5,1975-03-08,29-222,SSL,@,VIR,W (+3),,,0,,,0,,,0,0,,,,,,,,,,0,,1975,https://www.basketball-reference.com/players/m/moorege01/gamelog/1975/aba/
6,6,1975-03-09,29-223,SSL,,KEN,W (+11),0.0,4:00,1,1.0,1.0,0,0.0,,0,0,,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2,,1975,https://www.basketball-reference.com/players/m/moorege01/gamelog/1975/aba/
7,7,1975-03-12,29-226,SSL,,NYA,L (-28),0.0,12:00,0,2.0,0.0,0,0.0,,0,0,,0.0,3.0,3.0,0.0,0.0,2.0,1.0,2.0,0,,1975,https://www.basketball-reference.com/players/m/moorege01/gamelog/1975/aba/
8,8,1975-03-19,29-233,SSL,,SAA,L (-13),0.0,,3,6.0,0.5,0,,,0,0,,,,6.0,0.0,2.0,1.0,,,6,,1975,https://www.basketball-reference.com/players/m/moorege01/gamelog/1975/aba/
9,9,1975-03-23,29-237,SSL,@,KEN,L (-11),0.0,6:00,2,2.0,1.0,0,0.0,,0,0,,,,5.0,0.0,,,0.0,1.0,4,,1975,https://www.basketball-reference.com/players/m/moorege01/gamelog/1975/aba/
10,10,1975-03-28,29-242,SSL,,INA,W (+29),0.0,3:00,0,2.0,0.0,0,0.0,,0,0,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,,1975,https://www.basketball-reference.com/players/m/moorege01/gamelog/1975/aba/
11,11,1975-03-29,29-243,SSL,@,DNA,L (-10),,,0,,,0,,,0,0,,,,,,,,,,0,,1975,https://www.basketball-reference.com/players/m/moorege01/gamelog/1975/aba/
12,12,1975-04-02,29-247,SSL,@,SDA,W (+24),0.0,5:00,1,2.0,0.5,0,0.0,,0,0,,,,2.0,1.0,,,,0.0,2,,1975,https://www.basketball-reference.com/players/m/moorege01/gamelog/1975/aba/
13,13,1975-04-03,29-248,SSL,@,UTS,L (-30),,,0,,,0,,,2,2,1.0,,,,,,,,,2,,1975,https://www.basketball-reference.com/players/m/moorege01/gamelog/1975/aba/
