Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-18,23-286,MIL,,LAL,W (+5),0,21:00,9,11,.818,3,5,.600,3,3,6,0,0,0,1,0,21,18.1,1978,englial01,https://www.basketball-reference.com/players/e/englial01/gamelog/1978
2,2,1977-10-19,23-287,MIL,@,DEN,L (-18),0,19:00,6,8,.750,0,5,.000,4,3,7,3,2,2,1,3,12,13.8,1978,englial01,https://www.basketball-reference.com/players/e/englial01/gamelog/1978
3,3,1977-10-22,23-290,MIL,,CHI,W (+18),0,21:00,3,9,.333,1,2,.500,3,6,9,2,1,0,1,3,7,5.6,1978,englial01,https://www.basketball-reference.com/players/e/englial01/gamelog/1978
4,4,1977-10-27,23-295,MIL,@,HOU,L (-23),0,9:00,1,4,.250,0,0,,,,2,0,1,0,,1,2,,1978,englial01,https://www.basketball-reference.com/players/e/englial01/gamelog/1978
5,5,1977-10-30,23-298,MIL,,SEA,W (+13),0,18:00,5,7,.714,0,0,,1,4,5,1,0,1,,4,10,,1978,englial01,https://www.basketball-reference.com/players/e/englial01/gamelog/1978
6,6,1977-11-01,23-300,MIL,,KCK,W (+20),0,25:00,5,11,.455,2,2,1.000,,,7,0,0,2,,4,12,,1978,englial01,https://www.basketball-reference.com/players/e/englial01/gamelog/1978
7,7,1977-11-03,23-302,MIL,@,CLE,L (-9),0,21:00,5,7,.714,0,0,,3,3,6,2,0,0,3,3,10,7.3,1978,englial01,https://www.basketball-reference.com/players/e/englial01/gamelog/1978
8,8,1977-11-04,23-303,MIL,,HOU,W (+2),0,13:00,4,5,.800,0,0,,,,3,0,1,0,,3,8,,1978,englial01,https://www.basketball-reference.com/players/e/englial01/gamelog/1978
9,9,1977-11-08,23-307,MIL,,DEN,L (-10),0,9:00,1,4,.250,0,0,,0,2,2,2,0,1,0,1,2,1.9,1978,englial01,https://www.basketball-reference.com/players/e/englial01/gamelog/1978
10,10,1977-11-10,23-309,MIL,@,WSB,W (+3),0,14:00,3,5,.600,0,0,,,,5,0,0,1,,1,6,,1978,englial01,https://www.basketball-reference.com/players/e/englial01/gamelog/1978
