Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,session,player,gamelog_url
1,1,1968-10-16,25-089,MIL,,CHI,L (-5),,6:00,0,3,0.0,,,,2,2,1.0,,,0,0,,1,2,1969,milleja01,https://www.basketball-reference.com/players/m/milleja01/gamelog/1969
2,2,1968-10-19,25-092,MIL,@,ATL,L (-18),,17:00,2,6,0.333,,,,2,2,1.0,,,1,0,,3,6,1969,milleja01,https://www.basketball-reference.com/players/m/milleja01/gamelog/1969
3,3,1968-10-26,25-099,MIL,@,BOS,L (-13),,4:00,0,1,0.0,,,,1,3,0.333,,,1,0,,0,1,1969,milleja01,https://www.basketball-reference.com/players/m/milleja01/gamelog/1969
