Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1978-10-13,24-048,DET,,NJN,L (-2),1,24:00,2,5,.400,3,5,.600,,,8,0,,,,5,7,,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
2,2,1978-10-14,24-049,DET,@,ATL,L (-8),1,,5,,,0,2,.000,,,,,,,,,10,,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
3,3,1978-10-17,24-052,DET,@,NOJ,L (-5),1,27:00,3,10,.300,1,2,.500,,,16,0,,,,4,7,,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
4,4,1978-10-20,24-055,DET,,PHI,L (-9),0,17:00,0,4,.000,1,2,.500,,,7,1,,,,3,1,,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
5,5,1978-10-21,24-056,DET,@,WSB,L (-20),0,18:00,3,8,.375,0,0,,,,8,0,,,,6,6,,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
6,6,1978-10-25,24-060,DET,,CLE,W (+5),1,13:00,0,2,.000,2,2,1.000,1,3,4,0,0,1,1,4,2,0.3,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
7,7,1978-10-27,24-062,DET,,KCK,W (+5),0,25:00,3,6,.500,5,8,.625,,,9,1,0,,,4,11,,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
8,8,1978-10-28,24-063,DET,@,SAS,L (-24),0,29:00,7,12,.583,2,5,.400,,,10,1,0,2,0,3,16,,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
9,9,1978-10-31,24-066,DET,@,POR,L (-16),1,4:00,0,0,,0,0,,0,2,2,0,0,0,0,1,0,0.2,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
10,10,1978-11-10,24-076,DET,,CHI,W (+14),0,7:00,1,1,1.000,1,2,.500,0,1,1,0,0,1,1,2,3,1.5,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
11,11,1978-11-11,24-077,DET,@,PHI,L (-23),0,4:00,0,1,.000,0,0,,0,0,0,0,,,,1,0,,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
12,12,1978-11-12,24-078,DET,@,BOS,W (+5),0,10:00,1,3,.333,3,4,.750,1,2,3,1,0,0,0,2,5,4.1,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
13,13,1978-11-15,24-081,DET,,LAL,L (-7),0,19:00,6,7,.857,3,4,.750,2,4,6,2,0,0,1,4,15,13.5,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
14,14,1978-11-18,24-084,DET,,PHO,L (-14),0,38:00,4,10,.400,8,10,.800,4,8,12,3,0,1,5,5,16,10.8,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
15,15,1978-11-21,24-087,DET,@,NYK,L (-17),1,31:00,3,9,.333,0,2,.000,,,13,2,,,,4,6,,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
16,16,1978-11-24,24-090,DET,,ATL,W (+2),1,18:00,7,10,.700,1,3,.333,,,2,1,,1,,6,15,,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
17,17,1978-11-28,24-094,DET,@,LAL,W (+2),1,27:00,5,14,.357,1,2,.500,6,4,10,1,1,1,1,5,11,7.6,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
18,18,1978-11-30,24-096,DET,@,PHO,L (-10),1,31:00,6,14,.429,0,0,,5,11,16,1,1,0,6,6,12,4.7,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
19,19,1978-12-01,24-097,DET,@,DEN,L (-5),1,33:00,4,11,.364,2,5,.400,4,7,11,2,0,1,2,5,10,5.7,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
20,20,1978-12-02,24-098,DET,@,SDC,W (+7),1,35:00,8,17,.471,3,4,.750,,,12,0,1,0,3,3,19,,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
21,21,1978-12-05,24-101,DET,,BOS,L (-2),1,35:00,9,15,.600,6,8,.750,3,7,10,0,4,0,4,6,24,18.1,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
22,22,1978-12-07,24-103,DET,,CLE,W (+16),1,33:00,6,12,.500,2,2,1.000,4,6,10,1,0,1,0,2,14,13.2,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
23,23,1978-12-08,24-104,DET,@,IND,L (-7),1,32:00,9,16,.563,4,6,.667,,,11,1,,,,4,22,,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
24,24,1978-12-09,24-105,DET,@,KCK,L (-24),1,35:00,2,12,.167,6,7,.857,,,6,1,2,0,,4,10,,1979,douglle01,https://www.basketball-reference.com/players/d/douglle01/gamelog/1979
