Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,session,player,gamelog_url
1,1,1950-10-31,24-159,WSC,@,ROC,L (-8),,,2,15,.133,0,0,,,,0,4,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
2,2,1950-11-01,24-160,WSC,,INO,W (+16),,,5,,,3,,,,,2,13,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
3,3,1950-11-04,24-163,WSC,,MNL,L (-6),,,8,,,3,4,.750,,,1,19,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
4,4,1950-11-08,24-167,WSC,,BLB,W (+5),,,2,,,3,3,1.000,,,,7,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
5,5,1950-11-11,24-170,WSC,,BOS,L (-1),,,3,,,2,2,1.000,,,,8,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
6,6,1950-11-12,24-171,WSC,@,FTW,L (-14),,,2,,,5,5,1.000,,,2,9,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
7,7,1950-11-14,24-173,WSC,,NYK,L (-5),,,4,,,1,2,.500,,,0,9,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
8,8,1950-11-15,24-174,WSC,,BOS,L (-5),,,8,23,.348,4,4,1.000,,,4,20,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
9,9,1950-11-18,24-177,WSC,,FTW,W (+43),,,6,,,2,2,1.000,,,,14,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
10,10,1950-11-19,24-178,WSC,@,BOS,W (+6),,,2,,,2,4,.500,,,5,6,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
11,11,1950-11-21,24-180,WSC,@,PHW,L (-5),,,3,11,.273,3,3,1.000,4,0,6,9,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
12,12,1950-11-22,24-181,WSC,,TRI,W (+5),,,1,,,1,1,1.000,,,0,3,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
13,13,1950-11-29,24-188,WSC,,ROC,L (-1),,,8,,,4,4,1.000,,,,20,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
14,14,1950-11-30,24-189,WSC,@,BOS,W (+4),,,6,,,2,2,1.000,,,,14,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
15,15,1950-12-02,24-191,WSC,,BOS,L (-8),,,7,,,4,5,.800,,,,18,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
16,16,1950-12-06,24-195,WSC,,INO,L (-22),,,5,,,3,3,1.000,,,,13,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
17,17,1950-12-09,24-198,WSC,,NYK,W (+7),,,4,,,1,1,1.000,,,2,9,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
18,18,1950-12-10,24-199,WSC,@,FTW,L (-16),,,4,,,6,7,.857,,,3,14,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
19,19,1950-12-13,24-202,WSC,,BOS,W (+31),,,5,,,2,2,1.000,,,,12,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
20,20,1950-12-16,24-205,WSC,,PHW,L (-8),,,5,,,4,6,.667,,,3,14,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
21,21,1950-12-20,24-209,WSC,,ROC,L (-18),,,5,,,5,6,.833,,,,15,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
22,22,1950-12-23,24-212,WSC,,INO,L (-8),,,3,,,2,3,.667,,,3,8,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
23,23,1950-12-25,24-214,WSC,@,MNL,L (-14),,,1,,,1,1,1.000,,,3,3,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
24,24,1950-12-26,24-215,WSC,@,INO,W (+7),,,1,,,5,5,1.000,,,,7,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
25,25,1950-12-28,24-217,WSC,@,TRI,L (-17),,,3,9,.333,1,1,1.000,,,1,7,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
26,26,1950-12-30,24-219,WSC,@,ROC,L (-14),,,8,,,3,3,1.000,,,,19,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
27,27,1951-01-01,24-221,WSC,@,BLB,L (-12),,,7,,,4,4,1.000,,,,18,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
28,28,1951-01-03,24-223,WSC,,BLB,W (+10),,,6,,,9,9,1.000,,,,21,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
29,29,1951-01-06,24-226,WSC,,FTW,L (-15),,,5,,,7,7,1.000,,,,17,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
30,30,1951-01-07,24-227,WSC,@,BOS,L (-5),,,5,,,1,1,1.000,,,6,11,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
31,31,1951-01-09,24-229,WSC,@,PHW,L (-28),,,7,19,.368,3,3,1.000,5,2,4,17,1951,sharmbi01,https://www.basketball-reference.com/players/s/sharmbi01/gamelog/1951
