Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1973-10-13,26-162,GSW,,MIL,L (-12),0,16:00,2,4,.500,2,2,1.000,0,0,0,2,1,,1,6,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
2,2,1973-10-14,26-163,GSW,@,PHO,W (+25),0,21:00,3,5,.600,2,3,.667,0,1,1,1,1,0,4,8,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
3,3,1973-10-17,26-166,GSW,@,MIL,L (-14),0,22:00,4,12,.333,1,2,.500,3,2,5,3,3,0,2,9,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
4,4,1973-10-20,26-169,GSW,,KCO,W (+19),0,26:00,2,5,.400,2,5,.400,1,4,5,4,1,,0,6,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
5,5,1973-10-23,26-172,GSW,,PHO,W (+12),0,17:00,1,1,1.000,2,4,.500,0,1,1,1,0,0,1,4,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
6,6,1973-10-26,26-175,GSW,@,SEA,W (+7),0,34:00,6,8,.750,1,2,.500,1,5,6,5,3,,3,13,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
7,7,1973-10-27,26-176,GSW,,ATL,L (-9),1,33:00,7,11,.636,2,3,.667,1,3,4,2,1,,4,16,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
8,8,1973-11-02,26-182,GSW,@,BOS,L (-3),1,21:00,2,5,.400,0,0,,0,3,3,3,0,0,3,4,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
9,9,1973-11-03,26-183,GSW,@,BUF,W (+3),0,23:00,2,5,.400,1,2,.500,0,0,0,4,0,,4,5,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
10,10,1973-11-04,26-184,GSW,@,KCO,W (+1),0,6:00,0,0,,1,3,.333,0,1,1,2,0,,1,1,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
11,11,1973-11-08,26-188,GSW,,CHI,L (-1),1,14:00,0,4,.000,0,0,,1,2,3,2,0,0,3,0,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
12,12,1973-11-10,26-190,GSW,,BUF,W (+23),1,12:00,2,6,.333,0,0,,2,2,4,1,2,,1,4,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
13,13,1973-11-13,26-193,GSW,,CLE,W (+13),1,15:00,1,4,.250,0,0,,1,1,2,2,1,0,4,2,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
14,14,1973-11-17,26-197,GSW,,PHI,L (-3),1,37:00,10,12,.833,6,7,.857,3,6,9,6,0,,6,26,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
15,15,1973-11-20,26-200,GSW,@,MIL,W (+3),1,39:00,6,13,.462,1,2,.500,1,4,5,7,2,0,4,13,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
16,16,1973-11-22,26-202,GSW,@,ATL,W (+2),1,23:00,4,6,.667,3,4,.750,3,1,4,2,1,,3,11,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
17,17,1973-11-23,26-203,GSW,,PHI,W (+5),1,12:00,1,4,.250,0,0,,0,3,3,1,0,,1,2,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
18,18,1973-11-24,26-204,GSW,@,NYK,W (+8),1,24:00,3,4,.750,3,3,1.000,1,1,2,2,0,,3,9,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
19,19,1973-11-27,26-207,GSW,@,CHI,L (-6),1,18:00,2,4,.500,2,2,1.000,,,4,4,,,2,6,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
20,20,1973-11-29,26-209,GSW,,POR,W (+30),0,24:00,2,5,.400,2,2,1.000,1,3,4,4,0,0,2,6,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
21,21,1973-12-01,26-211,GSW,,KCO,W (+12),1,9:00,1,1,1.000,2,3,.667,0,0,0,0,0,,3,4,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
22,22,1973-12-04,26-214,GSW,,DET,L (-19),1,13:00,0,3,.000,2,2,1.000,1,3,4,4,1,,0,2,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
23,23,1973-12-05,26-215,GSW,@,PHO,L (-6),1,22:00,4,8,.500,5,7,.714,3,2,5,0,1,0,6,13,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
24,24,1973-12-08,26-218,GSW,,LAL,W (+24),1,35:00,4,6,.667,0,2,.000,0,6,6,2,2,,4,8,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
25,25,1973-12-11,26-221,GSW,,HOU,W (+7),1,23:00,5,8,.625,0,2,.000,4,2,6,7,4,,0,10,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
26,26,1973-12-14,26-224,GSW,@,POR,L (-8),1,29:00,3,5,.600,0,0,,1,7,8,8,1,0,6,6,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
27,27,1973-12-15,26-225,GSW,,CAP,L (-13),1,30:00,4,9,.444,0,0,,3,4,7,2,1,,2,8,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
28,28,1973-12-18,26-228,GSW,,BOS,L (-19),1,28:00,4,10,.400,5,7,.714,4,3,7,5,2,,2,13,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
29,29,1973-12-21,26-231,GSW,@,DET,L (-3),0,30:00,3,10,.300,1,1,1.000,0,6,6,5,0,,6,7,1974,beardbu01,https://www.basketball-reference.com/players/b/beardbu01/gamelog/1974
