Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,session,player,gamelog_url
1,1,1962-10-16,24-219,DET,,LAL,L (-16),,,3,,,0,0,,,,3,6,1963,morelja01,https://www.basketball-reference.com/players/m/morelja01/gamelog/1963
2,2,1962-10-20,24-223,DET,@,STL,L (-9),,9:00,1,4,.250,2,3,.667,4,,1,4,1963,morelja01,https://www.basketball-reference.com/players/m/morelja01/gamelog/1963
3,3,1962-10-23,24-226,DET,@,SFW,L (-27),,18:00,6,11,.545,1,1,1.000,7,0,4,13,1963,morelja01,https://www.basketball-reference.com/players/m/morelja01/gamelog/1963
4,4,1962-10-26,24-229,DET,@,SFW,L (-1),,6:00,1,2,.500,3,5,.600,2,0,1,5,1963,morelja01,https://www.basketball-reference.com/players/m/morelja01/gamelog/1963
5,5,1962-10-27,24-230,DET,@,LAL,L (-16),,,5,9,.556,1,2,.500,5,,2,11,1963,morelja01,https://www.basketball-reference.com/players/m/morelja01/gamelog/1963
6,6,1962-10-31,24-234,DET,,BOS,L (-15),,,1,,,1,1,1.000,,,1,3,1963,morelja01,https://www.basketball-reference.com/players/m/morelja01/gamelog/1963
7,7,1962-11-03,24-237,DET,@,BOS,L (-11),,16:00,6,13,.462,2,3,.667,,0,4,14,1963,morelja01,https://www.basketball-reference.com/players/m/morelja01/gamelog/1963
8,8,1962-11-08,24-242,DET,,CIN,W (+2),,,0,0,,0,0,,2,,0,0,1963,morelja01,https://www.basketball-reference.com/players/m/morelja01/gamelog/1963
9,9,1962-11-10,24-244,DET,@,CIN,L (-11),,,2,4,.500,0,0,,0,,1,4,1963,morelja01,https://www.basketball-reference.com/players/m/morelja01/gamelog/1963
10,10,1962-11-11,24-245,DET,@,STL,L (-17),,17:00,1,3,.333,2,2,1.000,3,0,2,4,1963,morelja01,https://www.basketball-reference.com/players/m/morelja01/gamelog/1963
11,11,1962-11-13,24-247,DET,,CIN,L (-18),,,2,5,.400,2,3,.667,4,,1,6,1963,morelja01,https://www.basketball-reference.com/players/m/morelja01/gamelog/1963
12,12,1962-11-17,24-251,DET,,NYK,W (+8),,,1,,,4,5,.800,,,1,6,1963,morelja01,https://www.basketball-reference.com/players/m/morelja01/gamelog/1963
