Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1976-10-21,28-341,MIL,,BUF,L (-21),1,31:00,8,20,.400,0,2,.000,,,3,3,1,1,3,16,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
2,2,1976-10-23,28-343,MIL,,BOS,L (-4),1,48:00,11,22,.500,3,5,.600,,,8,6,,,5,25,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
3,3,1976-10-24,28-344,MIL,@,ATL,L (-24),1,34:00,8,20,.400,13,15,.867,,,6,6,,,3,29,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
4,4,1976-10-30,28-350,MIL,,CHI,W (+28),0,23:00,3,8,.375,2,3,.667,2,4,6,1,0,1,2,8,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
5,5,1976-11-02,28-353,MIL,,SEA,W (+12),0,32:00,14,24,.583,9,11,.818,,,10,4,0,0,3,37,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
6,6,1976-11-03,28-354,MIL,@,WSB,L (-12),1,31:00,6,11,.545,0,0,,,,6,7,2,0,3,12,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
7,7,1976-11-06,28-357,MIL,,DEN,L (-2),1,37:00,4,16,.250,3,3,1.000,3,2,5,6,3,0,1,11,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
8,8,1976-11-12,28-363,MIL,,HOU,W (+12),0,27:00,8,16,.500,1,3,.333,,,3,5,3,0,2,17,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
9,9,1976-11-14,28-365,MIL,,DET,L (-21),0,31:00,5,13,.385,0,0,,,,5,3,1,1,2,10,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
10,10,1976-11-16,29-001,MIL,@,KCK,L (-9),1,39:00,7,18,.389,6,9,.667,,,14,4,2,1,4,20,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
11,11,1976-11-17,29-002,MIL,@,PHO,L (-8),1,43:00,10,17,.588,3,6,.500,1,6,7,1,5,0,3,23,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
12,12,1976-11-19,29-004,MIL,@,POR,L (-13),1,37:00,12,21,.571,7,8,.875,3,4,7,3,2,1,2,31,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
13,13,1976-11-21,29-006,MIL,@,SEA,L (-9),1,26:00,3,8,.375,2,2,1.000,,,7,5,0,1,3,8,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
14,14,1976-11-23,29-008,MIL,,LAL,L (-3),1,33:00,9,14,.643,6,8,.750,,,5,1,1,0,3,24,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
15,15,1976-11-26,29-011,MIL,@,IND,L (-11),1,40:00,9,20,.450,6,7,.857,,,7,4,3,0,4,24,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
16,16,1976-11-27,29-012,MIL,,NYN,L (-5),1,43:00,10,21,.476,2,3,.667,,,9,1,0,0,5,22,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
17,17,1976-11-30,29-015,MIL,,POR,W (+9),1,39:00,8,18,.444,2,2,1.000,4,3,7,5,1,0,3,18,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
18,18,1976-12-01,29-016,MIL,@,NOJ,L (-21),1,31:00,10,18,.556,3,4,.750,,,2,1,0,0,4,23,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
19,19,1976-12-02,29-017,MIL,@,HOU,L (-27),1,24:00,4,7,.571,0,0,,,,2,1,0,0,1,8,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
20,20,1976-12-04,29-019,MIL,@,POR,L (-4),1,38:00,14,26,.538,2,2,1.000,2,3,5,4,4,1,5,30,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
21,21,1976-12-07,29-022,MIL,@,DEN,L (-7),1,30:00,7,14,.500,2,2,1.000,2,3,5,6,1,0,5,16,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
22,22,1976-12-10,29-025,MIL,,SAS,L (-16),1,38:00,9,25,.360,6,6,1.000,,,8,5,0,2,4,24,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
23,23,1976-12-12,29-027,MIL,,PHI,L (-5),1,40:00,14,26,.538,2,3,.667,,,7,3,1,1,5,30,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
24,24,1976-12-15,29-030,MIL,@,BOS,L (-4),1,32:00,3,9,.333,0,4,.000,,,6,5,1,0,5,6,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
25,25,1976-12-17,29-032,MIL,@,NYN,W (+16),1,40:00,13,20,.650,10,12,.833,,,11,8,2,0,3,36,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
26,26,1976-12-19,29-034,MIL,,ATL,W (+17),1,28:00,9,18,.500,3,5,.600,,,5,1,1,0,4,21,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
27,27,1976-12-23,29-038,MIL,,GSW,W (+9),1,40:00,9,23,.391,4,8,.500,8,3,11,5,1,0,4,22,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
28,28,1976-12-26,29-041,MIL,@,LAL,L (-8),1,36:00,5,15,.333,2,2,1.000,,,2,2,,0,4,12,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
29,29,1976-12-28,29-043,MIL,@,GSW,W (+11),1,36:00,12,19,.632,5,5,1.000,1,4,5,3,0,1,3,29,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
30,30,1976-12-30,29-045,MIL,,POR,W (+20),1,30:00,8,15,.533,2,2,1.000,2,3,5,6,1,1,2,18,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
31,31,1977-01-02,29-048,MIL,,IND,L (-7),1,38:00,4,19,.211,7,9,.778,,,9,3,1,0,5,15,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
32,32,1977-01-06,29-052,MIL,,BUF,W (+8),0,29:00,13,21,.619,1,1,1.000,,,3,3,3,2,4,27,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
33,33,1977-01-07,29-053,MIL,@,DET,L (-8),1,40:00,12,15,.800,2,2,1.000,,,3,1,1,1,3,26,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
34,34,1977-01-08,29-054,MIL,,PHI,W (+5),1,41:00,11,17,.647,3,3,1.000,,,7,2,,,2,25,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
35,35,1977-01-11,29-057,MIL,,WSB,L (-11),1,40:00,10,24,.417,8,9,.889,,,5,4,3,0,3,28,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
36,36,1977-01-12,29-058,MIL,@,SAS,W (+6),1,40:00,7,23,.304,13,16,.813,,,13,6,0,0,5,27,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
37,37,1977-01-14,29-060,MIL,,HOU,L (-27),1,32:00,3,14,.214,3,4,.750,,,9,3,0,1,1,9,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
38,38,1977-01-15,29-061,MIL,@,CHI,L (-3),1,36:00,10,16,.625,2,2,1.000,2,3,5,2,0,0,2,22,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
39,39,1977-01-16,29-062,MIL,,CHI,L (-19),1,37:00,6,15,.400,3,4,.750,2,5,7,3,2,0,3,15,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
40,40,1977-01-21,29-067,MIL,@,ATL,L (-20),1,35:00,9,21,.429,8,10,.800,,,4,4,1,1,3,26,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
41,41,1977-01-22,29-068,MIL,@,CLE,L (-14),1,36:00,6,15,.400,5,6,.833,4,5,9,3,0,0,4,17,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
42,42,1977-01-23,29-069,MIL,,KCK,W (+8),1,35:00,6,18,.333,4,6,.667,,,6,4,1,0,3,16,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
43,43,1977-01-26,29-072,MIL,@,BUF,L (-5),1,35:00,6,17,.353,4,6,.667,,,10,1,1,0,2,16,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
44,44,1977-01-28,29-074,MIL,@,BOS,L (-6),1,27:00,4,18,.222,2,3,.667,,,11,1,0,0,0,10,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
45,45,1977-01-30,29-076,MIL,@,NYN,W (+8),1,40:00,8,18,.444,4,6,.667,,,8,3,0,0,3,20,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
46,46,1977-02-01,29-078,MIL,@,LAL,L (-21),1,36:00,14,23,.609,2,3,.667,,,3,2,,0,3,30,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
47,47,1977-02-02,29-079,MIL,@,PHO,L (-17),1,34:00,8,15,.533,6,6,1.000,2,1,3,2,4,1,1,22,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
48,48,1977-02-05,29-082,MIL,@,GSW,L (-22),1,34:00,11,19,.579,3,4,.750,1,1,2,2,0,0,5,25,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
49,49,1977-02-06,29-083,MIL,@,SEA,L (-8),1,39:00,6,13,.462,8,10,.800,,,4,4,,,5,20,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
50,50,1977-02-08,29-085,MIL,,NYN,W (+3),1,38:00,9,18,.500,1,2,.500,,,10,3,2,0,5,19,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
51,51,1977-02-09,29-086,MIL,@,PHI,L (-3),1,36:00,6,15,.400,2,3,.667,,,3,3,1,1,2,14,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
52,52,1977-02-10,29-087,MIL,,KCK,W (+10),1,36:00,6,21,.286,9,11,.818,,,7,3,0,0,1,21,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
53,53,1977-02-15,29-092,MIL,,NOJ,W (+11),1,29:00,1,10,.100,5,8,.625,,,2,5,1,0,1,7,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
54,54,1977-02-17,29-094,MIL,,GSW,W (+2),1,40:00,8,16,.500,2,2,1.000,1,5,6,6,1,0,2,18,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
55,55,1977-02-18,29-095,MIL,,NYK,W (+1),1,38:00,12,22,.545,8,10,.800,,,8,3,2,0,6,32,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
56,56,1977-02-23,29-100,MIL,@,NOJ,L (-10),1,39:00,8,16,.500,3,3,1.000,,,4,5,1,3,4,19,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
57,57,1977-02-24,29-101,MIL,@,SAS,W (+10),1,39:00,10,18,.556,7,12,.583,,,12,7,5,0,3,27,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
58,58,1977-02-26,29-103,MIL,@,WSB,L (-3),1,39:00,9,19,.474,2,2,1.000,,,5,3,,,3,20,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
59,59,1977-03-05,29-110,MIL,@,HOU,L (-13),1,39:00,7,21,.333,4,6,.667,,,4,6,0,0,5,18,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
60,60,1977-03-06,29-111,MIL,@,KCK,L (-1),1,36:00,11,22,.500,0,0,,,,4,5,4,0,3,22,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
61,61,1977-03-08,29-113,MIL,@,DET,L (-2),1,42:00,13,23,.565,2,2,1.000,,,7,5,2,0,3,28,1977,dandrbo01,https://www.basketball-reference.com/players/d/dandrbo01/gamelog/1977
