Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,session,player,gamelog_url
1,1,1968-10-23,24-137,CHI,@,ATL,L (-15),,7:00,2,4,0.5,,,,0,3,0.0,,,2,0,,1,4,1969,wilbuke01,https://www.basketball-reference.com/players/w/wilbuke01/gamelog/1969
2,2,1968-10-26,24-140,CHI,@,PHI,L (-4),,2:00,0,0,,,,,0,0,,,,0,1,,0,0,1969,wilbuke01,https://www.basketball-reference.com/players/w/wilbuke01/gamelog/1969
3,3,1968-11-03,24-148,CHI,@,SDR,L (-14),,4:00,1,4,0.25,,,,1,1,1.0,,,1,0,,0,3,1969,wilbuke01,https://www.basketball-reference.com/players/w/wilbuke01/gamelog/1969
4,4,1968-11-05,24-150,CHI,,LAL,L (-3),,1:00,0,0,,,,,0,0,,,,0,0,,0,0,1969,wilbuke01,https://www.basketball-reference.com/players/w/wilbuke01/gamelog/1969
