Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1978-10-13,29-275,DET,,NJN,L (-2),1,36:00,2,9,.222,2,2,1.000,,,3,0,,,,6,6,,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
2,2,1978-10-14,29-276,DET,@,ATL,L (-8),1,,9,,,4,4,1.000,,,,,,,,,22,,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
3,3,1978-10-17,29-279,DET,@,NOJ,L (-5),1,33:00,2,10,.200,1,2,.500,,,7,4,,,,1,5,,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
4,4,1978-10-21,29-283,BOS,@,HOU,L (-17),0,21:00,5,7,.714,4,5,.800,0,1,1,1,1,0,5,2,14,6.9,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
5,5,1978-10-24,29-286,BOS,@,SAS,L (-23),1,33:00,3,11,.273,2,2,1.000,1,1,2,2,0,0,5,3,8,-2.3,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
6,6,1978-10-28,29-290,BOS,@,NJN,L (-2),1,17:00,2,6,.333,0,0,,1,2,3,3,1,0,0,2,4,4.2,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
7,7,1978-11-01,29-294,BOS,,CHI,W (+6),1,30:00,6,12,.500,2,4,.500,3,2,5,2,4,0,2,3,14,12.1,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
8,8,1978-11-03,29-296,BOS,,SAS,L (-7),1,29:00,8,15,.533,2,3,.667,0,3,3,3,1,1,1,3,18,12.8,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
9,9,1978-11-07,29-300,BOS,@,MIL,L (-17),1,29:00,3,11,.273,0,0,,1,1,2,6,2,0,1,3,6,4.5,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
10,10,1978-11-08,29-301,BOS,,POR,L (-3),1,26:00,3,9,.333,2,2,1.000,0,1,1,5,2,0,0,5,8,6.7,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
11,11,1978-11-10,29-303,BOS,,ATL,L (-12),1,25:00,3,7,.429,1,2,.500,1,0,1,4,1,0,2,3,7,4.2,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
12,12,1978-11-11,29-304,BOS,@,NYK,L (-13),1,16:00,0,8,.000,0,0,,0,2,2,2,0,0,0,3,0,-4.8,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
13,13,1978-11-12,29-305,BOS,,DET,L (-5),1,36:00,9,14,.643,0,1,.000,1,1,2,4,1,0,2,4,18,12.6,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
14,14,1978-11-17,29-310,BOS,,DEN,W (+2),0,32:00,9,12,.750,4,5,.800,0,1,1,5,0,0,1,2,22,18.8,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
15,15,1978-11-18,29-311,BOS,@,CLE,W (+2),0,22:00,2,6,.333,4,7,.571,2,2,4,1,0,1,2,0,8,4.8,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
16,16,1978-11-22,29-315,BOS,,WSB,L (-16),0,27:00,3,8,.375,1,1,1.000,2,2,4,7,0,0,5,4,7,2.9,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
17,17,1978-11-24,29-317,BOS,,NYK,W (+11),1,38:00,11,15,.733,0,0,,0,3,3,7,2,0,1,2,22,21.9,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
18,18,1978-11-26,29-319,BOS,@,SDC,L (-2),1,41:00,10,19,.526,2,2,1.000,2,1,3,3,0,0,4,4,22,10.9,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
19,19,1978-11-28,29-321,BOS,@,POR,L (-5),1,35:00,9,16,.563,0,0,,1,1,2,5,4,0,3,5,18,13.9,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
20,20,1978-11-30,29-323,BOS,@,KCK,L (-14),1,43:00,5,13,.385,4,4,1.000,2,2,4,6,1,0,4,2,14,9.3,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
21,21,1978-12-01,29-324,BOS,,SEA,W (+7),1,30:00,3,11,.273,1,2,.500,1,2,3,2,2,1,,2,7,,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
22,22,1978-12-02,29-325,BOS,@,IND,W (+7),1,34:00,8,12,.667,1,1,1.000,1,0,1,1,1,0,1,1,17,12.8,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
23,23,1978-12-05,29-328,BOS,@,DET,W (+2),1,25:00,3,8,.375,0,0,,2,3,5,3,1,0,4,3,6,1.8,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
24,24,1978-12-06,29-329,BOS,,SDC,W (+6),1,31:00,8,16,.500,0,0,,2,1,3,7,1,0,3,4,16,11.0,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
25,25,1978-12-08,29-331,BOS,,PHO,L (-20),1,38:00,6,14,.429,2,2,1.000,0,1,1,5,2,0,2,2,14,9.6,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
26,26,1978-12-12,29-335,BOS,@,HOU,L (-7),1,30:00,6,8,.750,3,4,.750,0,4,4,3,1,1,1,2,15,14.6,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
27,27,1978-12-13,29-336,BOS,,NOJ,W (+6),1,38:00,5,11,.455,0,2,.000,2,4,6,5,2,0,1,3,10,9.4,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
28,28,1978-12-15,29-338,BOS,,KCK,L (-4),1,43:00,10,20,.500,2,2,1.000,3,1,4,5,1,0,5,4,22,12.3,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
29,29,1978-12-16,29-339,BOS,@,WSB,L (-8),1,41:00,10,18,.556,2,3,.667,3,2,5,6,3,1,2,2,22,20.8,1979,fordch01,https://www.basketball-reference.com/players/f/fordch01/gamelog/1979
