Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1978-10-13,23-119,ATL,@,IND,L (-13),0,16:00,2,4,.500,3,3,1.000,,,5,0,0,,,6,7,,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
2,2,1978-10-14,23-120,ATL,,DET,W (+8),0,,2,,,0,0,,,,,,,,,,4,,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
3,3,1978-10-18,23-124,ATL,,BOS,L (-17),0,29:00,7,9,.778,0,2,.000,2,3,5,1,2,2,3,1,14,12.7,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
4,4,1978-10-21,23-127,ATL,,DEN,W (+5),0,20:00,2,4,.500,2,2,1.000,0,3,3,0,0,1,1,4,6,3.0,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
5,5,1978-10-24,23-130,ATL,@,NYK,L (-4),0,8:00,0,4,.000,0,0,,,,3,0,,0,,2,0,,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
6,6,1978-10-25,23-131,ATL,@,PHI,L (-1),0,25:00,5,8,.625,2,2,1.000,,,10,3,,,,4,12,,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
7,7,1978-10-28,23-134,ATL,,CHI,W (+24),0,13:00,2,4,.500,0,0,,1,2,3,1,0,0,0,6,4,1.6,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
8,8,1978-10-31,23-137,ATL,@,WSB,W (+2),0,20:00,5,9,.556,0,1,.000,,,4,0,,1,,2,10,,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
9,9,1978-11-02,23-139,ATL,,GSW,L (-7),0,24:00,3,6,.500,2,5,.400,2,4,6,2,1,1,1,3,8,7.3,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
10,10,1978-11-04,23-141,ATL,,NJN,L (-1),0,,8,,,0,0,,,,14,,,7,,6,16,,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
11,11,1978-11-09,23-146,ATL,,SDC,W (+24),1,20:00,3,8,.375,2,2,1.000,,,11,1,,2,1,6,8,,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
12,12,1978-11-10,23-147,ATL,@,BOS,W (+12),1,32:00,6,9,.667,0,0,,1,7,8,1,0,5,2,5,12,11.1,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
13,13,1978-11-11,23-148,ATL,,MIL,W (+7),1,32:00,6,10,.600,0,0,,,,14,1,,7,,4,12,,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
14,14,1978-11-15,23-152,ATL,@,KCK,L (-9),1,28:00,4,7,.571,2,4,.500,,,6,1,1,2,,5,10,,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
15,15,1978-11-18,23-155,ATL,,PHI,W (+8),1,,4,,,0,0,,,,12,,,5,,,8,,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
16,16,1978-11-21,23-158,ATL,@,SDC,W (+6),1,22:00,5,7,.714,1,3,.333,,,11,0,,5,1,5,11,,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
17,17,1978-11-22,23-159,ATL,@,DEN,W (+2),1,27:00,5,9,.556,2,2,1.000,2,5,7,2,0,5,1,6,12,12.1,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
18,18,1978-11-24,23-161,ATL,@,DET,L (-2),1,25:00,3,6,.500,0,0,,,,6,2,,3,,6,6,,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
19,19,1978-11-25,23-162,ATL,,LAL,W (+6),1,28:00,3,7,.429,0,0,,3,11,14,1,0,3,3,5,6,5.5,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
20,20,1978-11-28,23-165,ATL,@,CLE,L (-14),1,38:00,2,6,.333,2,4,.500,3,4,7,0,1,3,3,6,6,2.8,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
21,21,1978-11-30,23-167,ATL,,NYK,W (+6),1,44:00,7,14,.500,1,2,.500,,,14,2,,7,,5,15,,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
22,22,1978-12-02,23-169,ATL,,NOJ,W (+34),1,20:00,6,7,.857,0,0,,,,6,0,,3,,4,12,,1979,rollitr01,https://www.basketball-reference.com/players/r/rollitr01/gamelog/1979
