Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1978-10-15,24-354,POR,,CHI,L (-11),0,5:00,1,1,1.0,0,0,,1,1,2,0,0,0,0,2,2,1.9,1979,smithwi02,https://www.basketball-reference.com/players/s/smithwi02/gamelog/1979
2,2,1978-10-17,24-356,POR,,KCK,W (+3),0,13:00,3,5,0.6,1,1,1.0,0,0,0,2,2,0,0,2,7,7.3,1979,smithwi02,https://www.basketball-reference.com/players/s/smithwi02/gamelog/1979
3,3,1978-10-18,24-357,POR,@,DEN,L (-12),0,25:00,5,11,0.455,4,6,0.667,3,2,5,1,0,0,4,2,14,6.1,1979,smithwi02,https://www.basketball-reference.com/players/s/smithwi02/gamelog/1979
4,4,1978-10-20,24-359,POR,@,GSW,L (-3),0,19:00,4,5,0.8,0,0,,1,1,2,3,0,0,2,2,8,6.4,1979,smithwi02,https://www.basketball-reference.com/players/s/smithwi02/gamelog/1979
5,5,1978-10-22,24-361,POR,,PHO,L (-8),0,12:00,1,1,1.0,0,0,,1,0,1,2,2,0,3,1,2,2.4,1979,smithwi02,https://www.basketball-reference.com/players/s/smithwi02/gamelog/1979
6,6,1978-10-28,25-002,POR,,MIL,W (+11),0,6:00,2,5,0.4,0,0,,0,0,0,0,0,0,1,0,4,0.3,1979,smithwi02,https://www.basketball-reference.com/players/s/smithwi02/gamelog/1979
7,7,1978-10-31,25-005,POR,,DET,W (+16),0,2:00,1,1,1.0,0,0,,0,0,0,0,0,0,0,0,2,1.7,1979,smithwi02,https://www.basketball-reference.com/players/s/smithwi02/gamelog/1979
8,8,1979-02-09,25-106,POR,,SAS,W (+19),0,3:00,0,1,0.0,0,0,,0,0,0,1,1,0,0,1,0,0.6,1979,smithwi02,https://www.basketball-reference.com/players/s/smithwi02/gamelog/1979
9,9,1979-02-11,25-108,POR,,ATL,W (+4),0,6:00,0,1,0.0,0,0,,0,0,0,1,2,0,0,0,0,2.0,1979,smithwi02,https://www.basketball-reference.com/players/s/smithwi02/gamelog/1979
10,10,1979-02-13,25-110,POR,,NOJ,W (+19),0,14:00,2,5,0.4,3,5,0.6,0,0,0,2,2,0,2,5,7,2.9,1979,smithwi02,https://www.basketball-reference.com/players/s/smithwi02/gamelog/1979
11,11,1979-02-15,25-112,POR,@,HOU,L (-3),0,6:00,1,2,0.5,0,0,,0,1,1,1,0,0,1,0,2,1.0,1979,smithwi02,https://www.basketball-reference.com/players/s/smithwi02/gamelog/1979
12,12,1979-02-16,25-113,POR,@,SAS,L (-1),0,18:00,3,6,0.5,4,5,0.8,1,1,2,4,1,0,1,4,10,8.8,1979,smithwi02,https://www.basketball-reference.com/players/s/smithwi02/gamelog/1979
13,13,1979-02-18,25-115,POR,,BOS,W (+7),0,2:00,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,1979,smithwi02,https://www.basketball-reference.com/players/s/smithwi02/gamelog/1979
