Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-19,30-337,BOS,@,SAS,L (-5),1,40:00,11,21,.524,2,2,1.000,,,5,7,0,0,,1,24,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
2,2,1977-10-22,30-340,BOS,@,HOU,L (-12),1,37:00,10,25,.400,1,1,1.000,,,10,2,2,0,,3,21,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
3,3,1977-10-24,30-342,BOS,@,DET,L (-15),1,40:00,8,24,.333,0,0,,,,5,0,,,,2,16,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
4,4,1977-10-25,30-343,BOS,,ATL,W (+7),1,42:00,6,16,.375,5,5,1.000,,,2,4,,,,1,17,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
5,5,1977-10-28,30-346,BOS,@,NJN,L (-7),1,41:00,6,14,.429,2,3,.667,,,4,6,,,,3,14,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
6,6,1977-10-29,30-347,BOS,@,CLE,L (-5),1,29:00,9,18,.500,0,0,,1,2,3,4,0,0,1,5,18,10.1,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
7,7,1977-11-02,30-351,BOS,,CLE,L (-3),1,36:00,8,16,.500,4,5,.800,,,4,2,,0,,3,20,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
8,8,1977-11-04,30-353,BOS,,DEN,L (-2),1,42:00,8,20,.400,0,1,.000,3,4,7,7,3,0,2,4,16,12.4,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
9,9,1977-11-09,30-358,BOS,,SAS,L (-15),1,36:00,5,16,.313,2,2,1.000,,,3,3,2,0,,2,12,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
10,10,1977-11-11,30-360,BOS,,BUF,W (+6),1,34:00,10,20,.500,3,3,1.000,,,5,6,,,,5,23,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
11,11,1977-11-13,30-362,BOS,@,MIL,W (+8),1,45:00,9,19,.474,3,4,.750,,,4,6,,0,,0,21,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
12,12,1977-11-16,31-000,BOS,,ATL,W (+26),1,34:00,6,10,.600,4,4,1.000,,,4,4,,,,,16,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
13,13,1977-11-18,31-002,BOS,,PHI,L (-9),1,41:00,10,25,.400,2,4,.500,,,4,4,,,,4,22,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
14,14,1977-11-19,31-003,BOS,@,BUF,L (-4),1,38:00,5,15,.333,6,6,1.000,,,2,6,,,,3,16,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
15,15,1977-11-23,31-007,BOS,,HOU,W (+9),1,37:00,6,15,.400,1,2,.500,,,3,8,,,,0,13,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
16,16,1977-11-25,31-009,BOS,,NYK,W (+2),1,46:00,5,22,.227,9,10,.900,,,4,3,,,,1,19,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
17,17,1977-11-26,31-010,BOS,@,KCK,L (-2),1,32:00,4,12,.333,5,5,1.000,,,3,1,,,,1,13,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
18,18,1977-11-29,31-013,BOS,@,ATL,L (-7),1,30:00,4,6,.667,0,0,,,,3,7,,,,6,8,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
19,19,1977-11-30,31-014,BOS,,CHI,W (+6),1,42:00,5,13,.385,0,0,,0,2,2,6,1,0,1,2,10,6.9,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
20,20,1977-12-02,31-016,BOS,,SEA,L (-22),1,31:00,6,14,.429,2,2,1.000,0,1,1,3,,0,,2,14,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
21,21,1977-12-03,31-017,BOS,@,WSB,L (-10),0,18:00,2,9,.222,0,0,,,,3,2,,,,0,4,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
22,22,1977-12-06,31-020,BOS,@,NYK,L (-3),0,44:00,9,20,.450,9,12,.750,,,5,5,,,,2,27,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
23,23,1977-12-07,31-021,BOS,,KCK,W (+4),1,45:00,8,13,.615,0,0,,,,6,8,0,0,,3,16,,1978,whitejo01,https://www.basketball-reference.com/players/w/whitejo01/gamelog/1978
